/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170101_f18_nrt_n.csv,146875
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170102_f18_nrt_n.csv,123125
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170103_f18_nrt_n.csv,108750
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170104_f18_nrt_n.csv,119375
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170105_f18_nrt_n.csv,111875
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170106_f18_nrt_n.csv,119375
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170107_f18_nrt_n.csv,123750
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170108_f18_nrt_n.csv,120625
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170109_f18_nrt_n.csv,134375
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170110_f18_nrt_n.csv,144375
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170111_f18_nrt_n.csv,162500
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170112_f18_nrt_n.csv,177500
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170113_f18_nrt_n.csv,223125
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170114_f18_nrt_n.csv,255625
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170115_f18_nrt_n.csv,280625
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170116_f18_nrt_n.csv,318125
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170117_f18_nrt_n.csv,335000
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170118_f18_nrt_n.csv,357500
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170119_f18_nrt_n.csv,373125
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170120_f18_nrt_n.csv,386875
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170121_f18_nrt_n.csv,405000
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170122_f18_nrt_n.csv,424375
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170123_f18_nrt_n.csv,500000
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170124_f18_nrt_n.csv,449375
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170125_f18_nrt_n.csv,460625
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170126_f18_nrt_n.csv,471250
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170127_f18_nrt_n.csv,468750
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170128_f18_nrt_n.csv,453750
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170129_f18_nrt_n.csv,449375
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170130_f18_nrt_n.csv,449375
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170131_f18_nrt_n.csv,395625
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170201_f18_nrt_n.csv,401250
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170202_f18_nrt_n.csv,366250
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170203_f18_nrt_n.csv,358125
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170204_f18_nrt_n.csv,365625
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170205_f18_nrt_n.csv,373125
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170206_f18_nrt_n.csv,395625
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170207_f18_nrt_n.csv,411875
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170208_f18_nrt_n.csv,430000
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170209_f18_nrt_n.csv,452500
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170210_f18_nrt_n.csv,485625
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170211_f18_nrt_n.csv,505625
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170212_f18_nrt_n.csv,526250
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170213_f18_nrt_n.csv,565625
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170214_f18_nrt_n.csv,584375
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170215_f18_nrt_n.csv,589375
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170216_f18_nrt_n.csv,598750
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170217_f18_nrt_n.csv,609375
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170218_f18_nrt_n.csv,618750
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170219_f18_nrt_n.csv,632500
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170220_f18_nrt_n.csv,643750
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170221_f18_nrt_n.csv,655000
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170222_f18_nrt_n.csv,626250
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170223_f18_nrt_n.csv,611250
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170224_f18_nrt_n.csv,561875
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170225_f18_nrt_n.csv,530625
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170226_f18_nrt_n.csv,485625
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170227_f18_nrt_n.csv,480000
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170228_f18_nrt_n.csv,515000
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170301_f18_nrt_n.csv,570625
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170302_f18_nrt_n.csv,591250
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170303_f18_nrt_n.csv,590625
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170304_f18_nrt_n.csv,597500
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170305_f18_nrt_n.csv,618750
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170306_f18_nrt_n.csv,616875
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170307_f18_nrt_n.csv,614375
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170308_f18_nrt_n.csv,615000
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170309_f18_nrt_n.csv,600000
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170310_f18_nrt_n.csv,587500
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170311_f18_nrt_n.csv,587500
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170312_f18_nrt_n.csv,596875
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170313_f18_nrt_n.csv,603750
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170314_f18_nrt_n.csv,607500
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170315_f18_nrt_n.csv,616250
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170316_f18_nrt_n.csv,606250
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170317_f18_nrt_n.csv,606250
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170318_f18_nrt_n.csv,608750
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170319_f18_nrt_n.csv,617500
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170320_f18_nrt_n.csv,621250
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170321_f18_nrt_n.csv,630625
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170322_f18_nrt_n.csv,641250
/Users/bell/in_and_outbox/data_sets/nrt_nasatime_seaice/nt_20170323_f18_nrt_n.csv,645000
