,time,pressure,topside_temp,topside_temp_ADC,par,fluor,tilt,datetime
40,1551453718.25,5.616455078125,1.1902504408262757,26107,105.8756712328767,0,5,2019-03-01 15:21:58.250
41,1551453718.5,5.58868408203125,1.1894915302100344,26108,105.8756712328767,0,5,2019-03-01 15:21:58.500
42,1551453718.75,5.5615234375,1.1887326520138686,26109,105.8756712328767,0,9,2019-03-01 15:21:58.750
43,1551453719.0,5.53436279296875,1.187214992871077,26111,105.8756712328767,0,11,2019-03-01 15:21:59.000
44,1551453719.25,5.50506591796875,1.1864562119192783,26112,105.8756712328767,0,9,2019-03-01 15:21:59.250
45,1551453719.5,5.47698974609375,1.1849387472414605,26114,105.8756712328767,0,7,2019-03-01 15:21:59.500
46,1551453719.75,5.44952392578125,1.1849387472414605,26114,105.8756712328767,0,6,2019-03-01 15:21:59.750
47,1551453720.0,5.42144775390625,1.1841800635102118,26115,105.8756712328767,0,7,2019-03-01 15:22:00.000
48,1551453720.25,5.394287109375,1.1834214121806212,26116,105.8756712328767,0,9,2019-03-01 15:22:00.250
49,1551453720.5,5.364990234375,1.1834214121806212,26116,105.8756712328767,0,8,2019-03-01 15:22:00.500
50,1551453720.75,5.3369140625,1.1834214121806212,26116,105.8756712328767,0,6,2019-03-01 15:22:00.750
51,1551453721.0,5.308837890625,1.1834214121806212,26116,105.8756712328767,0,6,2019-03-01 15:22:01.000
52,1551453721.25,5.27984619140625,1.1834214121806212,26116,105.8756712328767,0,6,2019-03-01 15:22:01.250
53,1551453721.5,5.2496337890625,1.1826627932499036,26117,105.8756712328767,0,6,2019-03-01 15:22:01.500
54,1551453721.75,5.22064208984375,1.1819042067156715,26118,105.8756712328767,0,4,2019-03-01 15:22:01.750
55,1551453722.0,5.19073486328125,1.181145652575026,26119,105.8756712328767,0,5,2019-03-01 15:22:02.000
56,1551453722.25,5.16204833984375,1.1796286414643191,26121,105.8756712328767,0,10,2019-03-01 15:22:02.250
57,1551453722.5,5.13427734375,1.1781117598969217,26123,105.8756712328767,0,12,2019-03-01 15:22:02.500
58,1551453722.75,5.10528564453125,1.1773533676853276,26124,105.8756712328767,0,11,2019-03-01 15:22:02.750
59,1551453723.0,5.07568359375,1.1758366803932176,26126,105.8756712328767,0,8,2019-03-01 15:22:03.000
60,1551453723.25,5.04638671875,1.17432012259178,26128,105.8756712328767,0,4,2019-03-01 15:22:03.250
61,1551453723.5,5.0152587890625,1.1735618922434128,26129,105.8756712328767,0,1,2019-03-01 15:22:03.500
62,1551453723.75,4.98504638671875,1.1728036942598692,26130,105.8756712328767,0,2,2019-03-01 15:22:03.750
63,1551453724.0,4.954833984375,1.1720455286384208,26131,105.8756712328767,0,4,2019-03-01 15:22:04.000
64,1551453724.25,4.92462158203125,1.1720455286384208,26131,105.8756712328767,0,9,2019-03-01 15:22:04.250
65,1551453724.5,4.89532470703125,1.1712873953765097,26132,105.8756712328767,0,12,2019-03-01 15:22:04.500
66,1551453724.75,4.86663818359375,1.1712873953765097,26132,105.8756712328767,0,13,2019-03-01 15:22:04.750
67,1551453725.0,4.83734130859375,1.1705292944714643,26133,105.8756712328767,0,10,2019-03-01 15:22:05.000
68,1551453725.25,4.80712890625,1.1697712259206128,26134,105.8756712328767,0,6,2019-03-01 15:22:05.250
69,1551453725.5,4.776611328125,1.1682551858712031,26136,105.8756712328767,0,1,2019-03-01 15:22:05.500
70,1551453725.75,4.74761962890625,1.165981368388259,26139,105.8756712328767,0,4,2019-03-01 15:22:05.750
71,1551453726.0,4.71710205078125,1.1644656517631802,26141,105.8756712328767,0,5,2019-03-01 15:22:06.000
72,1551453726.25,4.68719482421875,1.1606769259858538,26146,105.8756712328767,0,6,2019-03-01 15:22:06.250
73,1551453726.5,4.65728759765625,1.1576465271417646,26150,105.8756712328767,0,7,2019-03-01 15:22:06.500
74,1551453726.75,4.627685546875,1.154616645251508,26154,105.8756712328767,0,8,2019-03-01 15:22:06.750
75,1551453727.0,4.598388671875,1.1515872801472824,26158,105.8756712328767,0,10,2019-03-01 15:22:07.000
76,1551453727.25,4.57000732421875,1.1493155953590417,26161,105.8756712328767,0,10,2019-03-01 15:22:07.250
77,1551453727.5,4.541015625,1.1462871342268386,26165,105.8756712328767,0,8,2019-03-01 15:22:07.500
78,1551453727.75,4.5123291015625,1.1440161272250862,26168,105.8756712328767,0,7,2019-03-01 15:22:07.750
79,1551453728.0,4.482421875,1.1417454105854858,26171,105.8756712328767,0,6,2019-03-01 15:22:08.000
80,1551453728.25,4.454345703125,1.1409885695516664,26172,105.8756712328767,0,8,2019-03-01 15:22:08.250
81,1551453728.5,4.42657470703125,1.1387182399516291,26175,105.8756712328767,0,10,2019-03-01 15:22:08.500
82,1551453728.75,4.39788818359375,1.136448200548898,26178,105.8756712328767,0,11,2019-03-01 15:22:08.750
83,1551453729.0,4.36920166015625,1.1334219326412835,26182,105.8756712328767,0,7,2019-03-01 15:22:09.000
84,1551453729.25,4.339599609375,1.1303961803473044,26186,105.8756712328767,0,1,2019-03-01 15:22:09.250
85,1551453729.5,4.31060791015625,1.1273709434997272,26190,105.8756712328767,0,3,2019-03-01 15:22:09.500
86,1551453729.75,4.28070068359375,1.1235901220322262,26195,105.8756712328767,0,3,2019-03-01 15:22:09.750
87,1551453730.0,4.25140380859375,1.1198101053624328,26200,105.8756712328767,0,5,2019-03-01 15:22:10.000
88,1551453730.25,4.22271728515625,1.1175424815278916,26203,105.8756712328767,0,10,2019-03-01 15:22:10.250
89,1551453730.5,4.19342041015625,1.1145194334644088,26207,105.8756712328767,0,13,2019-03-01 15:22:10.500
90,1551453730.75,4.1650390625,1.1107413469795233,26212,105.8756712328767,0,13,2019-03-01 15:22:10.750
91,1551453731.0,4.13726806640625,1.1077194564643378,26216,105.8756712328767,0,12,2019-03-01 15:22:11.000
92,1551453731.25,4.1082763671875,1.1046980801441464,26220,105.8756712328767,0,6,2019-03-01 15:22:11.250
93,1551453731.5,4.0802001953125,1.1024323852444695,26223,105.8756712328767,0,1,2019-03-01 15:22:11.500
94,1551453731.75,4.051513671875,1.1001669794157465,26226,105.8756712328767,0,5,2019-03-01 15:22:11.750
95,1551453732.0,4.0234375,1.0986568694235643,26228,105.8756712328767,0,8,2019-03-01 15:22:12.000
96,1551453732.25,3.99566650390625,1.0979018625877188,26229,105.8756712328767,0,11,2019-03-01 15:22:12.250
97,1551453732.5,3.96728515625,1.0963919452237292,26231,105.8756712328767,0,11,2019-03-01 15:22:12.500
98,1551453732.75,3.939208984375,1.0948821562524813,26233,105.8756712328767,0,10,2019-03-01 15:22:12.750
99,1551453733.0,3.91082763671875,1.0933724956532274,26235,105.8756712328767,0,8,2019-03-01 15:22:13.000
100,1551453733.25,3.88214111328125,1.0926177134866748,26236,105.8756712328767,0,7,2019-03-01 15:22:13.250
101,1551453733.5,3.853759765625,1.0918629634052763,26237,105.8756712328767,0,5,2019-03-01 15:22:13.500
102,1551453733.75,3.82415771484375,1.091108245406474,26238,105.8756712328767,0,4,2019-03-01 15:22:13.750
103,1551453734.0,3.79486083984375,1.089598905646426,26240,105.8756712328767,0,8,2019-03-01 15:22:14.000
104,1551453734.25,3.76556396484375,1.0888442838800074,26241,105.8756712328767,0,11,2019-03-01 15:22:14.250
105,1551453734.5,3.73748779296875,1.0888442838800074,26241,105.8756712328767,0,13,2019-03-01 15:22:14.500
106,1551453734.75,3.70941162109375,1.0880896941857259,26242,105.8756712328767,0,12,2019-03-01 15:22:14.750
107,1551453735.0,3.680419921875,1.0873351365611938,26243,105.8756712328767,0,10,2019-03-01 15:22:15.000
108,1551453735.25,3.6517333984375,1.0865806110036829,26244,105.8756712328767,0,7,2019-03-01 15:22:15.250
109,1551453735.5,3.6224365234375,1.0858261175105213,26245,105.8756712328767,0,4,2019-03-01 15:22:15.500
110,1551453735.75,3.59283447265625,1.0850716560793785,26246,105.8756712328767,0,1,2019-03-01 15:22:15.750
111,1551453736.0,3.5638427734375,1.0850716560793785,26246,105.8756712328767,0,5,2019-03-01 15:22:16.000
112,1551453736.25,3.53546142578125,1.0843172267074692,26247,105.8756712328767,0,11,2019-03-01 15:22:16.250
113,1551453736.5,3.50677490234375,1.0843172267074692,26247,105.8756712328767,0,12,2019-03-01 15:22:16.500
114,1551453736.75,3.47747802734375,1.0835628293921786,26248,105.8756712328767,0,7,2019-03-01 15:22:16.750
115,1551453737.0,3.44879150390625,1.0835628293921786,26248,105.8756712328767,0,2,2019-03-01 15:22:17.000
116,1551453737.25,3.4197998046875,1.0828084641310056,26249,105.8756712328767,0,3,2019-03-01 15:22:17.250
117,1551453737.5,3.39111328125,1.0820541309213354,26250,105.8756712328767,0,9,2019-03-01 15:22:17.500
118,1551453737.75,3.3624267578125,1.0820541309213354,26250,105.8756712328767,0,12,2019-03-01 15:22:17.750
119,1551453738.0,3.3331298828125,1.08129982976061,26251,105.8756712328767,0,12,2019-03-01 15:22:18.000
120,1551453738.25,3.30322265625,1.080545560646101,26252,105.8756712328767,0,8,2019-03-01 15:22:18.250
121,1551453738.5,3.2733154296875,1.079791323575364,26253,105.8756712328767,0,4,2019-03-01 15:22:18.500
122,1551453738.75,3.243408203125,1.079791323575364,26253,105.8756712328767,0,4,2019-03-01 15:22:18.750
123,1551453739.0,3.214111328125,1.0790371185457843,26254,105.8756712328767,0,2,2019-03-01 15:22:19.000
124,1551453739.25,3.18603515625,1.0782829455546903,26255,105.8756712328767,0,9,2019-03-01 15:22:19.250
125,1551453739.5,3.157958984375,1.0782829455546903,26255,105.8756712328767,0,12,2019-03-01 15:22:19.500
126,1551453739.75,3.1304931640625,1.0775288045996376,26256,105.8756712328767,0,10,2019-03-01 15:22:19.750
127,1551453740.0,3.10272216796875,1.0775288045996376,26256,105.8756712328767,0,9,2019-03-01 15:22:20.000
128,1551453740.25,3.07525634765625,1.0775288045996376,26256,105.8756712328767,0,7,2019-03-01 15:22:20.250
129,1551453740.5,3.045654296875,1.076774695677841,26257,105.8756712328767,0,4,2019-03-01 15:22:20.500
130,1551453740.75,3.01727294921875,1.076774695677841,26257,105.8756712328767,0,2,2019-03-01 15:22:20.750
131,1551453741.0,2.9888916015625,1.076774695677841,26257,105.8756712328767,0,6,2019-03-01 15:22:21.000
132,1551453741.25,2.96051025390625,1.076774695677841,26257,105.8756712328767,0,9,2019-03-01 15:22:21.250
133,1551453741.5,2.9315185546875,1.0760206187868562,26258,105.8756712328767,0,9,2019-03-01 15:22:21.500
134,1551453741.75,2.90252685546875,1.0760206187868562,26258,105.8756712328767,0,10,2019-03-01 15:22:21.750
135,1551453742.0,2.87384033203125,1.0760206187868562,26258,105.8756712328767,0,9,2019-03-01 15:22:22.000
136,1551453742.25,2.8448486328125,1.0752665739241252,26259,105.8756712328767,0,6,2019-03-01 15:22:22.250
137,1551453742.5,2.8167724609375,1.0752665739241252,26259,105.8756712328767,0,3,2019-03-01 15:22:22.500
138,1551453742.75,2.7886962890625,1.0752665739241252,26259,105.8756712328767,0,3,2019-03-01 15:22:22.750
139,1551453743.0,2.760009765625,1.0752665739241252,26259,105.8756712328767,0,4,2019-03-01 15:22:23.000
140,1551453743.25,2.730712890625,1.0745125610868627,26260,105.8756712328767,0,6,2019-03-01 15:22:23.250
141,1551453743.5,2.70233154296875,1.0745125610868627,26260,105.8756712328767,0,8,2019-03-01 15:22:23.500
142,1551453743.75,2.67333984375,1.0745125610868627,26260,105.8756712328767,0,10,2019-03-01 15:22:23.750
143,1551453744.0,2.64495849609375,1.0745125610868627,26260,105.8756712328767,0,9,2019-03-01 15:22:24.000
144,1551453744.25,2.61566162109375,1.0745125610868627,26260,105.8756712328767,0,6,2019-03-01 15:22:24.250
145,1551453744.5,2.58575439453125,1.0737585802726812,26261,105.8756712328767,0,5,2019-03-01 15:22:24.500
146,1551453744.75,2.5579833984375,1.0737585802726812,26261,105.8756712328767,0,4,2019-03-01 15:22:24.750
147,1551453745.0,2.529296875,1.0737585802726812,26261,105.8756712328767,0,10,2019-03-01 15:22:25.000
148,1551453745.25,2.5006103515625,1.0737585802726812,26261,105.8756712328767,0,14,2019-03-01 15:22:25.250
149,1551453745.5,2.4713134765625,1.0737585802726812,26261,105.8756712328767,0,11,2019-03-01 15:22:25.500
150,1551453745.75,2.4407958984375,1.0745125610868627,26260,105.8756712328767,0,0,2019-03-01 15:22:25.750
151,1551453746.0,2.4114990234375,1.0745125610868627,26260,105.8756712328767,0,8,2019-03-01 15:22:26.000
152,1551453746.25,2.3828125,1.0737585802726812,26261,105.8756712328767,0,6,2019-03-01 15:22:26.250
153,1551453746.5,2.353515625,1.0737585802726812,26261,105.8756712328767,0,7,2019-03-01 15:22:26.500
154,1551453746.75,2.32452392578125,1.0737585802726812,26261,105.8756712328767,0,13,2019-03-01 15:22:26.750
155,1551453747.0,2.29583740234375,1.0737585802726812,26261,105.8756712328767,0,15,2019-03-01 15:22:27.000
156,1551453747.25,2.26715087890625,1.0737585802726812,26261,105.8756712328767,0,14,2019-03-01 15:22:27.250
157,1551453747.5,2.23876953125,1.0737585802726812,26261,105.8756712328767,0,11,2019-03-01 15:22:27.500
158,1551453747.75,2.20977783203125,1.0737585802726812,26261,105.8756712328767,0,6,2019-03-01 15:22:27.750
159,1551453748.0,2.18048095703125,1.0737585802726812,26261,105.8756712328767,0,2,2019-03-01 15:22:28.000
160,1551453748.25,2.15087890625,1.0737585802726812,26261,105.8756712328767,0,1,2019-03-01 15:22:28.250
161,1551453748.5,2.1221923828125,1.0730046314788524,26262,105.8756712328767,0,6,2019-03-01 15:22:28.500
162,1551453748.75,2.093505859375,1.0730046314788524,26262,105.8756712328767,0,9,2019-03-01 15:22:28.750
163,1551453749.0,2.06451416015625,1.0730046314788524,26262,105.8756712328767,0,13,2019-03-01 15:22:29.000
164,1551453749.25,2.0367431640625,1.0730046314788524,26262,105.8756712328767,0,13,2019-03-01 15:22:29.250
165,1551453749.5,2.00836181640625,1.0730046314788524,26262,105.8756712328767,0,9,2019-03-01 15:22:29.500
166,1551453749.75,1.9793701171875,1.0730046314788524,26262,105.8756712328767,0,4,2019-03-01 15:22:29.750
167,1551453750.0,1.95068359375,1.0730046314788524,26262,105.8756712328767,0,3,2019-03-01 15:22:30.000
168,1551453750.25,1.92138671875,1.0730046314788524,26262,105.8756712328767,0,2,2019-03-01 15:22:30.250
169,1551453750.5,1.89239501953125,1.0730046314788524,26262,105.8756712328767,0,7,2019-03-01 15:22:30.500
170,1551453750.75,1.865234375,1.0730046314788524,26262,105.8756712328767,0,12,2019-03-01 15:22:30.750
171,1551453751.0,1.83837890625,1.0730046314788524,26262,105.8756712328767,0,15,2019-03-01 15:22:31.000
172,1551453751.25,1.80938720703125,1.0730046314788524,26262,105.89504109589042,0,12,2019-03-01 15:22:31.250
173,1551453751.5,1.781005859375,1.0730046314788524,26262,105.8756712328767,0,7,2019-03-01 15:22:31.500
174,1551453751.75,1.7529296875,1.0722507147029319,26263,105.8756712328767,0,3,2019-03-01 15:22:31.750
175,1551453752.0,1.7230224609375,1.0730046314788524,26262,105.89504109589042,0,4,2019-03-01 15:22:32.000
176,1551453752.25,1.6949462890625,1.0722507147029319,26263,105.89504109589042,0,7,2019-03-01 15:22:32.250
177,1551453752.5,1.66656494140625,1.0722507147029319,26263,105.89504109589042,0,10,2019-03-01 15:22:32.500
178,1551453752.75,1.6387939453125,1.0730046314788524,26262,105.89504109589042,0,12,2019-03-01 15:22:32.750
179,1551453753.0,1.611328125,1.0730046314788524,26262,105.89504109589042,0,12,2019-03-01 15:22:33.000
180,1551453753.25,1.5826416015625,1.0730046314788524,26262,105.89504109589042,0,8,2019-03-01 15:22:33.250
181,1551453753.5,1.55426025390625,1.0730046314788524,26262,105.89504109589042,0,3,2019-03-01 15:22:33.500
182,1551453753.75,1.524658203125,1.0730046314788524,26262,105.89504109589042,0,2,2019-03-01 15:22:33.750
183,1551453754.0,1.49627685546875,1.0730046314788524,26262,105.89504109589042,0,4,2019-03-01 15:22:34.000
184,1551453754.25,1.46759033203125,1.0730046314788524,26262,105.89504109589042,0,9,2019-03-01 15:22:34.250
185,1551453754.5,1.439208984375,1.0730046314788524,26262,105.89504109589042,0,12,2019-03-01 15:22:34.500
186,1551453754.75,1.409912109375,1.0730046314788524,26262,105.91441095890411,0,11,2019-03-01 15:22:34.750
187,1551453755.0,1.380615234375,1.0730046314788524,26262,105.91441095890411,0,5,2019-03-01 15:22:35.000
188,1551453755.25,1.3507080078125,1.0730046314788524,26262,105.91441095890411,0,1,2019-03-01 15:22:35.250
189,1551453755.5,1.3214111328125,1.0730046314788524,26262,105.93378082191781,0,3,2019-03-01 15:22:35.500
190,1551453755.75,1.292724609375,1.0737585802726812,26261,105.93378082191781,0,6,2019-03-01 15:22:35.750
191,1551453756.0,1.263427734375,1.0737585802726812,26261,105.93378082191781,0,10,2019-03-01 15:22:36.000
192,1551453756.25,1.234130859375,1.0737585802726812,26261,105.9531506849315,0,13,2019-03-01 15:22:36.250
193,1551453756.5,1.204833984375,1.0745125610868627,26260,105.9725205479452,0,11,2019-03-01 15:22:36.500
194,1551453756.75,1.17584228515625,1.0745125610868627,26260,105.9725205479452,0,7,2019-03-01 15:22:36.750
195,1551453757.0,1.146240234375,1.0745125610868627,26260,105.9918904109589,0,3,2019-03-01 15:22:37.000
196,1551453757.25,1.1163330078125,1.0752665739241252,26259,106.0306301369863,0,5,2019-03-01 15:22:37.250
197,1551453757.5,1.08734130859375,1.0752665739241252,26259,106.05,0,6,2019-03-01 15:22:37.500
198,1551453757.75,1.0577392578125,1.0752665739241252,26259,106.06936986301369,0,8,2019-03-01 15:22:37.750
199,1551453758.0,1.0284423828125,1.0752665739241252,26259,106.0887397260274,0,7,2019-03-01 15:22:38.000
200,1551453758.25,0.99822998046875,1.0752665739241252,26259,106.1274794520548,0,5,2019-03-01 15:22:38.250
201,1551453758.5,0.96832275390625,1.0752665739241252,26259,106.16621917808219,0,2,2019-03-01 15:22:38.500
202,1551453758.75,0.938720703125,1.0752665739241252,26259,106.26306849315068,0,4,2019-03-01 15:22:38.750
203,1551453759.0,0.90972900390625,1.0760206187868562,26258,106.32117808219178,0,8,2019-03-01 15:22:39.000
204,1551453759.25,0.880126953125,1.0760206187868562,26258,106.41802739726027,0,11,2019-03-01 15:22:39.250
205,1551453759.5,0.850830078125,1.0760206187868562,26258,106.53424657534246,0,10,2019-03-01 15:22:39.500
206,1551453759.75,0.82122802734375,1.0760206187868562,26258,106.66983561643835,0,9,2019-03-01 15:22:39.750
207,1551453760.0,0.791015625,1.076774695677841,26257,106.82479452054795,0,8,2019-03-01 15:22:40.000
208,1551453760.25,0.76141357421875,1.076774695677841,26257,107.13471232876712,0,4,2019-03-01 15:22:40.250
209,1551453760.5,0.73089599609375,1.076774695677841,26257,107.38652054794521,0,3,2019-03-01 15:22:40.500
210,1551453760.75,0.70068359375,1.0775288045996376,26256,107.65769863013699,0,4,2019-03-01 15:22:40.750
211,1551453761.0,0.6707763671875,1.0775288045996376,26256,107.96761643835617,0,5,2019-03-01 15:22:41.000
212,1551453761.25,0.64056396484375,1.0775288045996376,26256,108.27753424657534,0,8,2019-03-01 15:22:41.250
213,1551453761.5,0.6109619140625,1.0775288045996376,26256,108.62619178082191,0,8,2019-03-01 15:22:41.500
214,1551453761.75,0.58197021484375,1.0782829455546903,26255,108.97484931506848,0,8,2019-03-01 15:22:41.750
215,1551453762.0,0.5535888671875,1.0782829455546903,26255,109.57531506849315,0,10,2019-03-01 15:22:42.000
216,1551453762.25,0.52520751953125,1.0782829455546903,26255,110.04019178082193,0,10,2019-03-01 15:22:42.250
217,1551453762.5,0.49713134765625,1.079791323575364,26253,110.64065753424657,0,8,2019-03-01 15:22:42.500
218,1551453762.75,0.4693603515625,1.08129982976061,26251,111.35734246575342,0,7,2019-03-01 15:22:42.750
219,1551453763.0,0.4425048828125,1.0828084641310056,26249,112.22898630136987,0,6,2019-03-01 15:22:43.000
220,1551453763.25,0.4150390625,1.0850716560793785,26246,113.33306849315068,0,7,2019-03-01 15:22:43.250
221,1551453763.5,0.38665771484375,1.0865806110036829,26244,115.54123287671233,0,8,2019-03-01 15:22:43.500
222,1551453763.75,0.35736083984375,1.0888442838800074,26241,117.4007397260274,0,7,2019-03-01 15:22:43.750
223,1551453764.0,0.32867431640625,1.091108245406474,26238,119.60890410958903,0,7,2019-03-01 15:22:44.000
224,1551453764.25,0.299072265625,1.0933724956532274,26235,122.30131506849315,0,8,2019-03-01 15:22:44.250
225,1551453764.5,0.2691650390625,1.0956370346902986,26232,125.43923287671232,0,6,2019-03-01 15:22:44.500
226,1551453764.75,0.24017333984375,1.0979018625877188,26229,128.88706849315068,0,6,2019-03-01 15:22:44.750
227,1551453765.0,0.21087646484375,1.1001669794157465,26226,134.87235616438355,0,4,2019-03-01 15:22:45.000
228,1551453765.25,0.1806640625,1.1024323852444695,26223,140.0247397260274,0,3,2019-03-01 15:22:45.250
229,1551453765.5,0.150146484375,1.1031875847552897,26222,147.0366301369863,0,6,2019-03-01 15:22:45.500
230,1551453765.75,0.12115478515625,1.1046980801441464,26220,155.05575342465752,0,10,2019-03-01 15:22:45.750
231,1551453766.0,0.09185791015625,1.1062087040402844,26218,164.2758082191781,0,14,2019-03-01 15:22:46.000
232,1551453766.25,0.062255859375,1.1069640641849787,26217,170.57101369863014,0,13,2019-03-01 15:22:46.250
233,1551453766.5,0.03387451171875,1.1084748808808058,26215,182.4253698630137,0,16,2019-03-01 15:22:46.500
234,1551453766.75,0.01922607421875,1.1099858261358122,26213,215.79964383561642,0,3,2019-03-01 15:22:46.750
235,1551453767.0,0.01739501953125,1.1107413469795233,26212,214.09509589041096,0,11,2019-03-01 15:22:47.000
236,1551453767.25,0.01861572265625,1.1122524851124354,26210,213.3009315068493,0,8,2019-03-01 15:22:47.250
237,1551453767.5,0.02899169921875,1.1137637518565384,26208,202.1632602739726,0,17,2019-03-01 15:22:47.500
238,1551453767.75,0.028076171875,1.1145194334644088,26207,177.54416438356162,0,11,2019-03-01 15:22:47.750
239,1551453768.0,0.02227783203125,1.115275147232751,26206,190.69630136986302,0,12,2019-03-01 15:22:48.000
240,1551453768.25,0.01861572265625,1.11603089316435,26205,214.94736986301368,0,16,2019-03-01 15:22:48.250
241,1551453768.5,0.018310546875,1.1167866712618775,26204,218.62764383561642,0,6,2019-03-01 15:22:48.500
242,1551453768.75,0.0189208984375,1.1175424815278916,26203,220.7195890410959,0,11,2019-03-01 15:22:48.750
243,1551453769.0,0.0189208984375,1.1182983239648934,26202,219.44117808219178,0,3,2019-03-01 15:22:49.000
244,1551453769.25,0.01861572265625,1.1190541985754976,26201,213.04912328767122,0,2,2019-03-01 15:22:49.250
245,1551453769.5,0.01861572265625,1.1190541985754976,26201,212.1774794520548,0,14,2019-03-01 15:22:49.500
246,1551453769.75,0.01861572265625,1.1198101053624328,26200,209.83372602739726,0,18,2019-03-01 15:22:49.750
247,1551453770.0,0.01861572265625,1.1198101053624328,26200,213.94013698630138,0,6,2019-03-01 15:22:50.000
248,1551453770.25,0.0189208984375,1.1198101053624328,26200,217.54293150684933,0,5,2019-03-01 15:22:50.250
249,1551453770.5,0.018310546875,1.1198101053624328,26200,217.11679452054796,0,8,2019-03-01 15:22:50.500
250,1551453770.75,0.018310546875,1.1198101053624328,26200,217.4267123287671,0,9,2019-03-01 15:22:50.750
251,1551453771.0,0.01861572265625,1.1198101053624328,26200,217.9884383561644,0,11,2019-03-01 15:22:51.000
