,temperature
8/6/20,2.97
8/7/20,3.00
8/8/20,3.04
8/9/20,3.04
8/10/20,3.02
8/11/20,3.01
8/12/20,3.02
8/13/20,3.05
8/14/20,3.02
8/15/20,3.03
8/16/20,3.02
8/17/20,2.98
8/18/20,2.98
8/19/20,3.01
8/20/20,3.05
8/21/20,3.07
8/22/20,3.09
8/23/20,3.11
8/24/20,3.13
8/25/20,3.16
8/26/20,3.16
8/27/20,3.11
8/28/20,3.08
8/29/20,3.09
8/30/20,3.08
8/31/20,3.10
9/1/20,3.04
9/2/20,3.21
9/3/20,3.21
9/4/20,3.20
9/5/20,3.31
9/6/20,3.30
9/7/20,3.20
9/8/20,3.07
9/9/20,3.16
9/10/20,3.11
9/11/20,3.14
9/12/20,3.13
9/13/20,3.16
9/14/20,3.20
9/15/20,3.29
9/16/20,3.30
9/17/20,3.29
9/18/20,3.40
9/19/20,3.41
9/20/20,3.38
9/21/20,3.43
9/22/20,3.25
9/23/20,3.15
9/24/20,3.08
9/25/20,3.10
9/26/20,3.15
9/27/20,3.15
9/28/20,3.07
9/29/20,3.09
9/30/20,3.03
10/1/20,2.84
10/2/20,2.80
10/3/20,2.83
10/4/20,2.84
10/5/20,2.84
10/6/20,2.85
10/7/20,2.84
10/8/20,2.82
10/9/20,2.83
10/10/20,2.86
10/11/20,2.90
10/12/20,2.95
10/13/20,2.97
10/14/20,2.97
10/15/20,2.99
10/16/20,2.98
10/17/20,2.98
10/18/20,2.99
10/19/20,3.04
10/20/20,3.09
10/21/20,3.12
10/22/20,3.19
10/23/20,3.15
10/24/20,3.16
10/25/20,3.23
10/26/20,3.28
10/27/20,3.30
10/28/20,3.30
10/29/20,3.30
10/30/20,3.30
10/31/20,3.37
11/1/20,3.45
11/2/20,3.43
11/3/20,3.41
11/4/20,3.53
11/5/20,4.14
11/6/20,4.85
11/7/20,5.03
11/8/20,4.37
11/9/20,4.42
11/10/20,4.85
11/11/20,4.91
11/12/20,4.86
11/13/20,4.98
11/14/20,5.11
11/15/20,5.23
11/16/20,5.26
11/17/20,5.17
11/18/20,5.17
11/19/20,5.10
11/20/20,4.83
11/21/20,4.68
11/22/20,4.80
11/23/20,4.89
11/24/20,4.93
11/25/20,4.88
11/26/20,4.91
11/27/20,4.87
11/28/20,4.76
11/29/20,4.69
11/30/20,4.67
12/1/20,4.52
12/2/20,4.41
12/3/20,4.33
12/4/20,4.25
12/5/20,4.19
12/6/20,4.11
12/7/20,3.94
12/8/20,3.96
12/9/20,3.80
12/10/20,3.71
12/11/20,3.63
12/12/20,3.63
12/13/20,3.78
12/14/20,3.84
12/15/20,3.83
12/16/20,3.81
12/17/20,3.81
12/18/20,3.82
12/19/20,3.84
12/20/20,3.90
12/21/20,3.98
12/22/20,3.96
12/23/20,3.78
12/24/20,3.71
12/25/20,3.85
12/26/20,3.75
12/27/20,3.71
12/28/20,3.62
12/29/20,3.67
12/30/20,3.71
12/31/20,3.76
1/1/21,3.74
1/2/21,3.61
1/3/21,3.53
1/4/21,3.50
1/5/21,3.22
1/6/21,3.21
1/7/21,3.11
1/8/21,3.00
1/9/21,2.97
1/10/21,2.83
1/11/21,2.51
1/12/21,2.46
1/13/21,2.46
1/14/21,2.50
1/15/21,2.35
1/16/21,2.43
1/17/21,2.44
1/18/21,2.16
1/19/21,1.99
1/20/21,2.07
1/21/21,1.85
1/22/21,1.96
1/23/21,1.93
1/24/21,2.24
1/25/21,2.34
1/26/21,2.34
1/27/21,2.37
1/28/21,2.40
1/29/21,2.44
1/30/21,2.37
1/31/21,2.33
2/1/21,2.32
2/2/21,2.23
2/3/21,2.18
2/4/21,2.17
2/5/21,2.17
2/6/21,2.16
2/7/21,2.14
2/8/21,2.04
2/9/21,2.01
2/10/21,2.01
2/11/21,1.92
2/12/21,1.77
2/13/21,1.59
2/14/21,1.55
2/15/21,1.56
2/16/21,1.56
2/17/21,1.57
2/18/21,1.58
2/19/21,1.55
2/20/21,1.53
2/21/21,1.54
2/22/21,1.58
2/23/21,1.57
2/24/21,1.62
2/25/21,1.76
2/26/21,1.80
2/27/21,1.76
2/28/21,1.60
3/1/21,1.57
3/2/21,1.75
3/3/21,1.69
3/4/21,1.87
3/5/21,1.67
3/6/21,1.86
3/7/21,2.07
3/8/21,2.16
3/9/21,2.24
3/10/21,2.29
3/11/21,2.34
3/12/21,2.34
3/13/21,2.31
3/14/21,2.30
3/15/21,2.36
3/16/21,2.41
3/17/21,2.38
3/18/21,2.29
3/19/21,2.27
3/20/21,2.00
3/21/21,1.79
3/22/21,1.78
3/23/21,1.88
3/24/21,1.80
3/25/21,1.76
3/26/21,1.76
3/27/21,1.74
3/28/21,1.74
3/29/21,1.73
3/30/21,1.80
3/31/21,1.84
4/1/21,1.92
4/2/21,2.00
4/3/21,2.03
4/4/21,2.08
4/5/21,2.15
4/6/21,2.09
4/7/21,2.05
4/8/21,1.93
4/9/21,2.07
4/10/21,1.99
4/11/21,1.96
4/12/21,1.98
4/13/21,2.01
4/14/21,2.01
4/15/21,1.88
4/16/21,2.08
4/17/21,2.05
4/18/21,1.90
4/19/21,1.87
4/20/21,1.90
4/21/21,2.12
4/22/21,2.21
4/23/21,2.18
4/24/21,2.16
4/25/21,2.14
4/26/21,2.09
4/27/21,2.18
4/28/21,2.27
4/29/21,2.31
4/30/21,2.41
5/1/21,2.43
5/2/21,2.44
5/3/21,2.45
5/4/21,2.47
