,YR,MO,DY,HR,LAT,LON,SLP,AT,SST,DCK,SID,PT,UID,RN1,RN2,RN3,RSA,IRF
53472,1948,3,28.0,6.0,-63.7,70.4,991.9,-6.7,,207,91,5.0,0NTXBC,3,1,0,2,1
53473,1948,3,28.0,7.4,-67.9,8.8,975.9,-8.5,-0.7,735,64,5.0,0NTXBV,3,1,0,2,1
53474,1948,3,28.0,11.4,-68.1,8.5,976.8,-8.0,-1.3,735,64,5.0,0NTXDV,3,1,0,2,1
53475,1948,3,28.0,12.0,-60.4,12.8,974.0,,,899,15,,0NTXIL,3,1,0,2,1
53476,1948,3,28.0,12.0,-63.7,70.4,993.8,-6.1,,207,91,5.0,0NTXIJ,3,1,0,2,1
53477,1948,3,28.0,12.0,-67.7,9.3,971.9,-6.0,,899,15,,0NTXIK,3,1,0,2,1
53478,1948,3,28.0,13.0,-64.8,127.1,973.9,,,899,15,,0NTXIY,3,1,0,2,1
53479,1948,3,28.0,15.4,-68.2,8.6,977.8,-8.3,-1.5,735,64,5.0,0NTXJW,3,1,0,2,1
53480,1948,3,28.0,18.0,-63.7,70.4,994.0,-5.0,,207,91,5.0,0NTXPB,3,1,0,2,1
53481,1948,3,28.0,19.4,-68.2,8.7,979.0,-9.0,-1.5,735,64,5.0,0NTXPL,3,1,0,2,1
53482,1948,3,28.0,23.4,-68.2,8.6,979.7,-9.0,-1.5,735,64,5.0,0NTXRK,3,1,0,2,1
53483,1948,3,29.0,,-60.7,343.4,997.0,-2.1,,899,15,,0NTXRO,3,1,0,2,1
53484,1948,3,29.0,,-60.9,345.0,988.2,-2.7,,899,15,,0NTXRQ,3,1,0,2,1
53485,1948,3,29.0,,-61.7,344.8,986.6,-1.0,,899,15,,0NTXRP,3,1,0,2,1
53486,1948,3,29.0,,-63.1,72.3,990.9,-1.0,,899,15,,0NTXRN,3,1,0,2,1
53487,1948,3,29.0,,-66.5,28.5,,0.6,,899,15,,0NTXRR,3,1,0,2,1
53488,1948,3,29.0,,-66.9,30.5,984.8,-2.1,,899,15,,0NTXRM,3,1,0,2,1
53489,1948,3,29.0,0.0,-63.9,70.5,990.7,-1.1,,207,91,5.0,0NTXWE,3,1,0,2,1
53490,1948,3,29.0,5.0,-64.8,118.1,972.9,4.4,,899,15,,0NTXYP,3,1,0,2,1
53491,1948,3,29.0,6.0,-63.7,71.4,990.4,-1.7,,207,91,5.0,0NTY2Z,3,1,0,2,1
53492,1948,3,29.0,7.4,-68.2,8.3,980.3,-8.2,-1.5,735,64,5.0,0NTY3O,3,1,0,2,1
53493,1948,3,29.0,11.5,-68.1,8.1,980.0,-7.1,-1.4,735,64,5.0,0NTY61,3,1,0,2,1
53494,1948,3,29.0,12.0,-60.3,12.4,986.0,-2.1,,899,15,,0NTYAL,3,1,0,2,1
53495,1948,3,29.0,12.0,-63.7,71.5,989.9,-5.0,,207,91,5.0,0NTYAJ,3,1,0,2,1
53496,1948,3,29.0,12.0,-67.5,8.8,975.9,-6.0,,899,15,,0NTYAK,3,1,0,2,1
53497,1948,3,29.0,13.0,-64.8,118.1,972.6,3.3,,899,15,,0NTYB6,3,1,0,2,1
53498,1948,3,29.0,15.4,-68.0,8.4,980.4,-6.4,-1.3,735,64,5.0,0NTYCC,3,1,0,2,1
53499,1948,3,29.0,18.0,-63.7,71.5,986.9,-6.1,,207,91,5.0,0NTYI6,3,1,0,2,1
53500,1948,3,29.0,19.4,-67.9,8.4,980.0,-6.5,-1.4,735,64,5.0,0NTYIN,3,1,0,2,1
53501,1948,3,29.0,23.4,-67.9,8.4,979.8,-6.7,-1.5,735,64,5.0,0NTYKX,3,1,0,2,1
53502,1948,3,30.0,,-60.6,343.7,999.0,-2.7,,899,15,,0NTYL8,3,1,0,2,1
53503,1948,3,30.0,,-60.8,345.0,993.2,,,899,15,,0NTYLA,3,1,0,2,1
53504,1948,3,30.0,,-61.4,345.0,993.3,-1.0,,899,15,,0NTYL9,3,1,0,2,1
53505,1948,3,30.0,,-63.3,72.8,981.4,-2.1,,899,15,,0NTYL7,3,1,0,2,1
53506,1948,3,30.0,,-66.6,30.3,974.6,-2.7,,899,15,,0NTYL6,3,1,0,2,1
53507,1948,3,30.0,,-66.7,26.6,,-3.2,,899,15,,0NTYLB,3,1,0,2,1
53508,1948,3,30.0,0.0,-63.7,71.7,981.9,-2.2,,207,91,5.0,0NTYPX,3,1,0,2,1
53509,1948,3,30.0,6.0,-64.0,72.5,981.1,1.7,,207,91,5.0,0NTYX7,3,1,0,2,1
53510,1948,3,30.0,7.4,-67.9,8.6,977.7,-6.2,-1.4,735,64,5.0,0NTYXX,3,1,0,2,1
53511,1948,3,30.0,11.4,-67.7,8.5,975.4,-4.9,-1.4,735,64,5.0,0NTZ0C,3,1,0,2,1
53512,1948,3,30.0,12.0,-60.3,12.0,994.0,-2.1,,899,15,,0NTZ5H,3,1,0,2,1
53513,1948,3,30.0,12.0,-63.9,72.2,980.2,-0.6,,207,91,5.0,0NTZ5F,3,1,0,2,1
53514,1948,3,30.0,12.0,-67.4,8.8,971.9,-3.8,,899,15,,0NTZ5G,3,1,0,2,1
53515,1948,3,30.0,15.4,-67.8,8.5,974.6,-5.4,-1.4,735,64,5.0,0NTZ7H,3,1,0,2,1
53516,1948,3,30.0,18.0,-64.0,72.4,977.1,-1.1,,207,91,5.0,0NTZD3,3,1,0,2,1
53517,1948,3,30.0,19.5,-67.7,8.1,974.1,-5.1,-1.5,735,64,5.0,0NTZDM,3,1,0,2,1
53518,1948,3,30.0,23.4,-67.9,8.3,970.5,,-1.5,735,64,5.0,0NTZFT,3,1,0,2,1
53519,1948,3,31.0,,-60.0,342.4,991.5,-6.0,,899,15,,0NTZG1,3,1,0,2,1
53520,1948,3,31.0,,-60.8,345.0,983.7,,,899,15,,0NTZG2,3,1,0,2,1
53521,1948,3,31.0,,-63.5,73.0,963.8,-1.0,,899,15,,0NTZG0,3,1,0,2,1
53522,1948,3,31.0,,-66.3,30.5,980.7,-2.7,,899,15,,0NTZFZ,3,1,0,2,1
53523,1948,3,31.0,,-67.0,26.8,,-2.1,,899,15,,0NTZG3,3,1,0,2,1
53524,1948,3,31.0,5.0,-64.8,104.9,973.3,,,899,15,,0NTZNE,3,1,0,2,1
53525,1948,3,31.0,7.4,-68.0,8.5,967.8,,-1.6,735,64,5.0,0NTZSK,3,1,0,2,1
53526,1948,3,31.0,11.4,-68.4,8.4,968.0,-6.2,-1.7,735,64,5.0,0NTZUX,3,1,0,2,1
53527,1948,3,31.0,12.0,-60.3,8.9,982.0,,,899,15,,0NTZZV,3,1,0,2,1
53528,1948,3,31.0,12.0,-67.5,9.5,963.9,-3.8,,899,15,,0NTZZW,3,1,0,2,1
53529,1948,3,31.0,13.0,-64.8,104.9,973.6,,,899,15,,0NU00F,3,1,0,2,1
53530,1948,3,31.0,15.4,-68.4,8.5,968.0,-8.2,-1.7,735,64,5.0,0NU01X,3,1,0,2,1
53531,1948,3,31.0,19.4,-68.6,8.5,987.7,-9.2,-1.7,735,64,5.0,0NU08L,3,1,0,2,1
53532,1948,3,31.0,23.4,-68.5,8.5,967.9,-10.8,-1.7,735,64,5.0,0NU0BM,3,1,0,2,1
53533,1948,4,2.0,15.4,-65.6,8.9,985.1,-6.4,,735,64,5.0,0NU1R3,3,1,0,2,1
53534,1948,4,2.0,19.4,-65.0,9.1,987.1,-4.7,,735,64,5.0,0NU1XB,3,1,0,2,1
53535,1948,4,2.0,23.4,-64.4,9.2,988.0,-4.4,-0.9,735,64,5.0,0NU1ZK,3,1,0,2,1
53536,1948,4,3.0,7.4,-63.1,9.4,,,-0.6,735,64,5.0,0NU2C7,3,1,0,2,1
53537,1948,4,3.0,11.4,-62.5,9.5,,,-0.3,735,64,5.0,0NU2EW,3,1,0,2,1
53538,1948,4,3.0,15.4,-61.6,9.6,988.6,-1.9,-0.5,735,64,5.0,0NU2LC,3,1,0,2,1
53539,1948,4,3.0,19.4,-61.0,9.7,990.7,-2.7,-0.3,735,64,5.0,0NU2RN,3,1,0,2,1
53540,1948,4,3.0,23.3,-60.3,9.9,990.5,-1.8,-0.6,735,64,5.0,0NU2TV,3,1,0,2,1
53541,1948,11,18.0,,-60.3,116.7,982.0,,,899,15,,0NZYMV,3,1,0,2,1
53542,1948,11,27.0,,-63.3,168.6,990.0,2.2,,899,15,,0O07A4,3,1,0,2,1
53543,1948,11,28.0,,-64.4,171.3,992.0,1.1,,899,15,,0O083P,3,1,0,2,1
53544,1948,11,29.0,,-64.5,171.9,982.0,1.1,,899,15,,0O08Y4,3,1,0,2,1
53545,1948,11,30.0,,-64.1,174.0,993.0,2.2,,899,15,,0O09UC,3,1,0,2,1
53546,1948,12,1.0,,-64.0,175.1,993.0,1.1,,899,15,,0O0AOZ,3,1,0,2,1
53547,1948,12,2.0,,-64.3,179.4,990.0,2.8,,899,15,,0O0BKS,3,1,0,2,1
53548,1948,12,3.0,,-61.3,66.1,979.9,-1.0,,899,15,,0O0CHE,3,1,0,2,1
53549,1948,12,3.0,,-64.7,183.0,985.0,2.2,,899,15,,0O0CHF,3,1,0,2,1
53550,1948,12,3.0,6.0,-60.5,312.8,988.7,,,207,91,5.0,0O0CT4,3,1,0,2,1
53551,1948,12,3.0,12.0,-60.7,313.3,997.3,-1.1,-1.1,207,91,5.0,0O0D27,3,1,0,2,1
53552,1948,12,4.0,,-65.5,186.8,986.0,-0.5,,899,15,,0O0DCZ,3,1,0,2,1
53553,1948,12,4.0,18.0,-60.7,313.0,986.3,-1.7,-1.1,207,91,5.0,0O0E5B,3,1,0,2,1
53554,1948,12,5.0,,-65.3,189.4,991.0,1.1,,899,15,,0O0E89,3,1,0,2,1
53555,1948,12,5.0,0.0,-60.9,312.3,988.2,-2.8,-1.1,207,91,5.0,0O0ECY,3,1,0,2,1
53556,1948,12,5.0,6.0,-60.7,310.5,988.8,-1.1,-1.7,207,91,5.0,0O0EK6,3,1,0,2,1
53557,1948,12,5.0,12.0,-60.0,311.1,986.3,-0.6,-1.1,207,91,5.0,0O0ESX,3,1,0,2,1
53558,1948,12,5.0,18.0,-60.0,310.0,,0.6,,207,91,5.0,0O0F05,3,1,0,2,1
53559,1948,12,6.0,,-61.3,115.5,965.1,2.2,,899,15,,0O0F2R,3,1,0,2,1
53560,1948,12,6.0,,-64.3,191.5,997.0,,,899,15,,0O0F2S,3,1,0,2,1
53561,1948,12,7.0,,-62.6,120.9,971.2,-2.1,,899,15,,0O0FVX,3,1,0,2,1
53562,1948,12,7.0,18.0,-60.5,306.0,1000.5,-0.6,,207,91,5.0,0O0GN7,3,1,0,2,1
53563,1948,12,8.0,,-63.7,124.7,,2.2,,899,15,,0O0GPY,3,1,0,2,1
53564,1948,12,8.0,0.0,-61.4,305.1,1002.0,-1.1,-0.6,207,91,5.0,0O0GUU,3,1,0,2,1
53565,1948,12,8.0,6.0,-61.9,303.3,1001.1,-1.7,-1.1,207,91,5.0,0O0H1V,3,1,0,2,1
53566,1948,12,8.0,18.0,-60.0,348.6,,-0.6,,207,91,5.0,0O0HH8,3,1,0,2,1
53567,1948,12,10.0,,-63.7,132.9,,-1.0,,899,15,,0O0IGO,3,1,0,2,1
53568,1948,12,10.0,0.0,-60.2,51.0,978.2,,-1.1,207,91,5.0,0O0ILR,3,1,0,2,1
53569,1948,12,10.0,3.0,-60.1,155.0,985.7,3.3,1.8,187,1,0.0,0O0ING,3,1,0,2,1
53570,1948,12,10.0,6.0,-60.2,50.2,977.7,,-1.1,207,91,5.0,0O0ISZ,3,1,0,2,1
53571,1948,12,10.0,6.0,-60.6,154.9,985.2,3.3,1.7,899,15,,0O0IT0,3,1,0,2,1
53572,1948,12,10.0,6.0,-60.6,155.0,985.2,3.3,1.8,187,1,0.0,0O0IT1,3,1,0,2,1
53573,1948,12,10.0,9.0,-61.1,155.0,985.3,2.5,1.6,187,1,0.0,0O0IV4,3,1,0,2,1
53574,1948,12,10.0,12.0,-60.2,49.2,982.2,0.6,-1.1,207,91,5.0,0O0J1E,3,1,0,2,1
53575,1948,12,10.0,12.0,-61.6,154.9,985.5,1.7,0.6,899,15,,0O0J1F,3,1,0,2,1
53576,1948,12,10.0,12.0,-61.6,155.0,985.5,1.5,0.7,187,1,0.0,0O0J1G,3,1,0,2,1
53577,1948,12,10.0,15.0,-62.1,155.0,985.3,0.7,-0.1,187,1,0.0,0O0J2G,3,1,0,2,1
53578,1948,12,10.0,18.0,-62.2,154.9,985.2,,,899,15,,0O0J8M,3,1,0,2,1
53579,1948,12,10.0,18.0,-62.2,155.0,985.2,,-0.2,187,1,0.0,0O0J8N,3,1,0,2,1
53580,1948,12,10.0,21.0,-62.2,155.0,986.1,0.2,-0.1,187,1,0.0,0O0J9W,3,1,0,2,1
53581,1948,12,11.0,,-62.8,137.0,,-1.0,,899,15,,0O0JBG,3,1,0,2,1
53582,1948,12,11.0,,-64.3,192.7,1000.0,,,899,15,,0O0JBH,3,1,0,2,1
53583,1948,12,11.0,0.0,-60.2,48.0,990.1,,-1.1,207,91,5.0,0O0JGD,3,1,0,2,1
53584,1948,12,11.0,0.0,-62.2,154.9,986.6,1.1,,899,15,,0O0JGE,3,1,0,2,1
53585,1948,12,11.0,0.0,-62.2,155.0,986.6,1.2,0.1,187,1,0.0,0O0JGF,3,1,0,2,1
53586,1948,12,11.0,2.0,-61.67,154.4,985.0,,1.5,761,115,5.0,0O0JH9,3,1,0,2,1
53587,1948,12,11.0,2.0,-62.17,155.07,987.6,3.0,0.7,761,115,5.0,0O0JHA,3,1,0,2,1
53588,1948,12,11.0,3.0,-62.2,154.9,986.9,0.5,0.1,187,1,0.0,0O0JHZ,3,1,0,2,1
53589,1948,12,11.0,6.0,-60.2,47.4,982.6,,-1.1,207,91,5.0,0O0JNS,3,1,0,2,1
53590,1948,12,11.0,6.0,-62.5,154.8,987.0,0.5,-0.2,187,1,0.0,0O0JNT,3,1,0,2,1
53591,1948,12,11.0,9.0,-62.6,154.7,987.3,0.3,0.2,187,1,0.0,0O0JPR,3,1,0,2,1
53592,1948,12,11.0,12.0,-60.2,46.9,977.3,,-1.1,207,91,5.0,0O0JW4,3,1,0,2,1
53593,1948,12,11.0,12.0,-62.6,154.7,987.3,,-0.5,187,1,0.0,0O0JW5,3,1,0,2,1
53594,1948,12,11.0,15.0,-62.9,154.5,987.9,-0.2,-0.6,187,1,0.0,0O0JXC,3,1,0,2,1
53595,1948,12,11.0,18.0,-62.0,302.6,994.7,0.6,0.6,207,91,5.0,0O0K3C,3,1,0,2,1
53596,1948,12,11.0,18.0,-63.2,154.4,988.4,-0.4,-0.8,187,1,0.0,0O0K3B,3,1,0,2,1
53597,1948,12,11.0,21.0,-63.3,154.2,989.5,-0.3,-0.9,187,1,0.0,0O0K4N,3,1,0,2,1
53598,1948,12,12.0,,-60.7,101.9,999.9,2.2,,899,15,,0O0K6F,3,1,0,2,1
53599,1948,12,12.0,,-64.4,139.8,973.2,-2.1,,899,15,,0O0K6G,3,1,0,2,1
53600,1948,12,12.0,,-65.8,191.1,994.0,,,899,15,,0O0K6H,3,1,0,2,1
53601,1948,12,12.0,0.0,-61.9,301.3,998.0,,,207,91,5.0,0O0KBF,3,1,0,2,1
53602,1948,12,12.0,0.0,-63.7,154.4,990.6,-0.6,-1.2,187,1,0.0,0O0KBE,3,1,0,2,1
53603,1948,12,12.0,2.0,-63.45,154.45,989.2,3.0,0.5,761,115,5.0,0O0KCG,3,1,0,2,1
53604,1948,12,12.0,2.0,-63.72,155.07,990.6,2.5,-1.0,761,115,5.0,0O0KCH,3,1,0,2,1
53605,1948,12,12.0,3.0,-63.7,154.4,991.3,-0.3,-1.2,187,1,0.0,0O0KD6,3,1,0,2,1
53606,1948,12,12.0,6.0,-62.0,299.6,1001.0,-1.1,-1.1,207,91,5.0,0O0KJ2,3,1,0,2,1
53607,1948,12,12.0,6.0,-63.7,154.5,972.0,-0.5,-1.0,899,15,,0O0KJ1,3,1,0,2,1
53608,1948,12,12.0,6.0,-63.7,154.5,992.0,-0.5,-1.2,187,1,0.0,0O0KJ0,3,1,0,2,1
53609,1948,12,12.0,9.0,-63.7,154.5,992.0,-1.2,-1.2,187,1,0.0,0O0KL2,3,1,0,2,1
53610,1948,12,12.0,12.0,-62.7,298.1,1003.1,-1.1,-0.6,207,91,5.0,0O0KRR,3,1,0,2,1
53611,1948,12,12.0,12.0,-63.7,154.5,991.3,-0.5,-1.0,899,15,,0O0KRQ,3,1,0,2,1
53612,1948,12,12.0,12.0,-63.7,154.5,991.3,-0.6,-1.3,187,1,0.0,0O0KRP,3,1,0,2,1
53613,1948,12,12.0,15.0,-63.7,154.5,988.6,-0.3,-1.1,187,1,0.0,0O0KSY,3,1,0,2,1
53614,1948,12,12.0,18.0,-63.0,298.6,1004.6,,0.6,207,91,5.0,0O0KYZ,3,1,0,2,1
53615,1948,12,12.0,18.0,-63.7,154.5,985.7,,-1.6,899,15,,0O0KYY,3,1,0,2,1
53616,1948,12,12.0,18.0,-63.7,154.5,985.7,-0.1,-1.5,187,1,0.0,0O0KYX,3,1,0,2,1
53617,1948,12,12.0,21.0,-63.7,154.5,983.3,,-1.5,187,1,0.0,0O0L0B,3,1,0,2,1
53618,1948,12,13.0,,-62.3,58.9,979.3,-1.0,,899,15,,0O0L1L,3,1,0,2,1
53619,1948,12,13.0,,-62.3,104.8,997.3,1.1,,899,15,,0O0L1M,3,1,0,2,1
53620,1948,12,13.0,,-66.1,188.1,998.0,-1.0,,899,15,,0O0L1N,3,1,0,2,1
53621,1948,12,13.0,0.0,-63.7,154.5,982.7,,-1.6,899,15,,0O0L6S,3,1,0,2,1
53622,1948,12,13.0,0.0,-63.7,154.5,982.7,0.1,-1.5,187,1,0.0,0O0L6R,3,1,0,2,1
53623,1948,12,13.0,2.0,-63.72,154.58,981.6,0.5,,761,115,5.0,0O0L7E,3,1,0,2,1
53624,1948,12,13.0,2.0,-64.73,149.63,975.0,1.5,,761,115,5.0,0O0L7F,3,1,0,2,1
53625,1948,12,13.0,3.0,-64.5,153.8,982.3,0.5,-1.4,187,1,0.0,0O0L84,3,1,0,2,1
53626,1948,12,13.0,6.0,-63.6,152.8,981.2,,-0.5,899,15,,0O0LDD,3,1,0,2,1
53627,1948,12,13.0,6.0,-64.6,152.6,981.2,0.2,-0.8,187,1,0.0,0O0LDC,3,1,0,2,1
53628,1948,12,13.0,9.0,-64.7,151.5,980.2,-0.1,-1.5,187,1,0.0,0O0LF0,3,1,0,2,1
53629,1948,12,13.0,12.0,-63.8,150.7,978.9,-0.2,-1.0,187,1,0.0,0O0LLK,3,1,0,2,1
53630,1948,12,13.0,15.0,-63.8,150.7,977.3,-0.4,-0.8,187,1,0.0,0O0LMU,3,1,0,2,1
53631,1948,12,13.0,18.0,-63.8,151.0,976.6,-0.5,-1.0,899,15,,0O0LTB,3,1,0,2,1
53632,1948,12,13.0,18.0,-63.8,151.0,976.6,-0.4,-1.2,187,1,0.0,0O0LTA,3,1,0,2,1
53633,1948,12,13.0,21.0,-63.8,150.7,975.9,-0.4,-1.0,187,1,0.0,0O0LUK,3,1,0,2,1
53634,1948,12,14.0,,-63.4,106.8,990.6,2.2,,899,15,,0O0LWD,3,1,0,2,1
53635,1948,12,14.0,,-64.5,141.2,,-1.0,,899,15,,0O0LWE,3,1,0,2,1
53636,1948,12,14.0,,-65.4,192.7,1004.0,,,899,15,,0O0LWF,3,1,0,2,1
53637,1948,12,14.0,0.0,-63.8,150.7,976.6,-0.3,-1.1,187,1,0.0,0O0M1R,3,1,0,2,1
53638,1948,12,14.0,2.0,-64.42,149.68,,0.5,,761,115,5.0,0O0M2L,3,1,0,2,1
53639,1948,12,14.0,2.0,-64.73,148.78,975.6,2.0,,761,115,5.0,0O0M2M,3,1,0,2,1
53640,1948,12,14.0,3.0,-63.7,150.0,976.6,-0.3,-0.8,187,1,0.0,0O0M3G,3,1,0,2,1
53641,1948,12,14.0,6.0,-63.0,149.1,976.6,,-0.5,899,15,,0O0M9O,3,1,0,2,1
53642,1948,12,14.0,6.0,-64.1,149.1,976.6,-0.2,-0.4,187,1,0.0,0O0M9N,3,1,0,2,1
53643,1948,12,14.0,9.0,-64.2,148.0,976.4,-0.6,-0.7,187,1,0.0,0O0MBJ,3,1,0,2,1
53644,1948,12,14.0,12.0,-64.1,148.6,977.5,-0.5,-0.5,187,1,0.0,0O0MIA,3,1,0,2,1
53645,1948,12,14.0,15.0,-64.1,148.6,978.3,-0.5,-0.6,187,1,0.0,0O0MJH,3,1,0,2,1
53646,1948,12,14.0,18.0,-64.1,148.6,979.3,-0.5,-0.5,899,15,,0O0MPV,3,1,0,2,1
53647,1948,12,14.0,18.0,-64.1,148.6,979.3,-0.4,-0.5,187,1,0.0,0O0MPU,3,1,0,2,1
53648,1948,12,14.0,21.0,-64.1,149.1,980.3,-0.4,-0.5,187,1,0.0,0O0MR5,3,1,0,2,1
53649,1948,12,15.0,,-63.4,55.3,965.1,-1.0,,899,15,,0O0MSM,3,1,0,2,1
53650,1948,12,15.0,,-63.5,106.9,987.9,3.9,,899,15,,0O0MSN,3,1,0,2,1
53651,1948,12,15.0,,-64.8,147.3,,1.1,,899,15,,0O0MSO,3,1,0,2,1
53652,1948,12,15.0,,-64.8,193.8,1002.0,,,899,15,,0O0MSP,3,1,0,2,1
53653,1948,12,15.0,0.0,-63.9,150.1,980.6,-0.5,-0.5,899,15,,0O0MY0,3,1,0,2,1
53654,1948,12,15.0,0.0,-64.0,150.1,980.6,-0.3,-0.6,187,1,0.0,0O0MXZ,3,1,0,2,1
53655,1948,12,15.0,2.0,-64.57,149.4,982.5,1.0,0.5,761,115,5.0,0O0MYQ,3,1,0,2,1
53656,1948,12,15.0,2.0,-64.98,146.97,980.2,3.0,-0.5,761,115,5.0,0O0MYR,3,1,0,2,1
53657,1948,12,15.0,3.0,-64.0,150.7,981.9,-0.2,-0.8,187,1,0.0,0O0MZH,3,1,0,2,1
53658,1948,12,15.0,6.0,-63.9,150.7,982.2,-0.5,-0.5,899,15,,0O0N5I,3,1,0,2,1
53659,1948,12,15.0,6.0,-64.0,150.7,982.2,-0.4,-0.8,187,1,0.0,0O0N5H,3,1,0,2,1
53660,1948,12,15.0,9.0,-63.9,150.9,982.9,-0.5,-0.9,187,1,0.0,0O0N7A,3,1,0,2,1
53661,1948,12,15.0,12.0,-63.9,150.9,983.1,-0.5,-0.6,187,1,0.0,0O0NEH,3,1,0,2,1
53662,1948,12,15.0,15.0,-64.5,150.2,983.4,-0.8,-1.6,187,1,0.0,0O0NFK,3,1,0,2,1
53663,1948,12,15.0,18.0,-64.4,150.6,984.0,-0.5,-1.0,899,15,,0O0NLS,3,1,0,2,1
53664,1948,12,15.0,18.0,-64.5,150.7,984.0,-0.7,-1.1,187,1,0.0,0O0NLT,3,1,0,2,1
53665,1948,12,15.0,21.0,-64.5,150.6,985.0,-0.7,-1.4,187,1,0.0,0O0NNB,3,1,0,2,1
53666,1948,12,16.0,,-61.9,50.7,976.3,-2.1,,899,15,,0O0NOO,3,1,0,2,1
53667,1948,12,16.0,,-63.6,106.4,985.3,,,899,15,,0O0NOP,3,1,0,2,1
53668,1948,12,16.0,,-64.7,147.9,971.6,,,899,15,,0O0NOQ,3,1,0,2,1
53669,1948,12,16.0,,-65.1,193.2,996.0,,,899,15,,0O0NOR,3,1,0,2,1
53670,1948,12,16.0,0.0,-64.5,150.6,985.9,-0.5,-1.0,899,15,,0O0NU8,3,1,0,2,1
53671,1948,12,16.0,0.0,-64.5,150.6,985.9,-0.3,-1.2,187,1,0.0,0O0NU7,3,1,0,2,1
53672,1948,12,16.0,2.0,-64.05,145.02,987.5,6.0,,761,115,5.0,0O0NV0,3,1,0,2,1
53673,1948,12,16.0,2.0,-64.45,150.88,,3.0,,761,115,5.0,0O0NV1,3,1,0,2,1
53674,1948,12,16.0,3.0,-64.5,150.9,986.6,-0.2,-0.4,187,1,0.0,0O0NVV,3,1,0,2,1
53675,1948,12,16.0,6.0,-64.4,150.9,987.0,0.6,-0.5,899,15,,0O0O22,3,1,0,2,1
53676,1948,12,16.0,6.0,-64.5,150.9,987.0,0.3,-0.5,187,1,0.0,0O0O21,3,1,0,2,1
53677,1948,12,16.0,9.0,-64.5,150.9,987.5,-0.7,-0.6,187,1,0.0,0O0O43,3,1,0,2,1
53678,1948,12,16.0,12.0,-64.4,150.8,988.4,-0.4,-0.5,187,1,0.0,0O0OAR,3,1,0,2,1
53679,1948,12,16.0,15.0,-64.4,150.9,988.4,-0.5,-0.5,187,1,0.0,0O0OCA,3,1,0,2,1
53680,1948,12,16.0,18.0,-64.3,151.0,989.2,-1.0,-0.5,899,15,,0O0OIW,3,1,0,2,1
53681,1948,12,16.0,18.0,-64.3,151.0,989.2,-0.9,-0.6,187,1,0.0,0O0OIV,3,1,0,2,1
53682,1948,12,16.0,21.0,-64.3,151.3,989.9,-0.2,-0.8,187,1,0.0,0O0OK6,3,1,0,2,1
53683,1948,12,17.0,,-61.1,45.8,992.6,-2.1,,899,15,,0O0OLG,3,1,0,2,1
53684,1948,12,17.0,,-62.9,103.8,989.3,1.1,,899,15,,0O0OLH,3,1,0,2,1
53685,1948,12,17.0,,-64.5,149.0,976.0,-0.5,,899,15,,0O0OLI,3,1,0,2,1
53686,1948,12,17.0,,-65.3,192.7,990.0,,,899,15,,0O0OLJ,3,1,0,2,1
53687,1948,12,17.0,0.0,-64.2,151.3,980.3,-0.5,,899,15,,0O0OR0,3,1,0,2,1
53688,1948,12,17.0,0.0,-64.2,151.3,990.3,-0.5,-0.2,187,1,0.0,0O0OQZ,3,1,0,2,1
53689,1948,12,17.0,2.0,-64.28,151.58,991.6,,,761,115,5.0,0O0ORN,3,1,0,2,1
53690,1948,12,17.0,2.0,-64.97,144.8,991.3,,,761,115,5.0,0O0ORO,3,1,0,2,1
53691,1948,12,17.0,3.0,-64.2,151.7,991.5,-0.8,-0.6,187,1,0.0,0O0OSC,3,1,0,2,1
53692,1948,12,17.0,6.0,-64.2,151.8,991.4,-0.3,-0.8,187,1,0.0,0O0OY4,3,1,0,2,1
53693,1948,12,17.0,9.0,-64.2,152.0,991.9,-0.5,-0.4,187,1,0.0,0O0OZU,3,1,0,2,1
53694,1948,12,17.0,12.0,-63.0,300.0,988.2,1.7,,207,91,5.0,0O0P65,3,1,0,2,1
53695,1948,12,17.0,12.0,-64.2,152.4,992.2,-1.0,-0.5,187,1,0.0,0O0P64,3,1,0,2,1
53696,1948,12,17.0,15.0,-64.2,152.4,992.4,-1.3,-0.5,187,1,0.0,0O0P7H,3,1,0,2,1
53697,1948,12,17.0,18.0,-64.2,152.4,993.5,-1.9,-0.4,187,1,0.0,0O0PDT,3,1,0,2,1
53698,1948,12,17.0,21.0,-64.3,152.8,994.6,-1.7,-0.5,187,1,0.0,0O0PET,3,1,0,2,1
53699,1948,12,18.0,,-60.4,44.6,995.6,-2.1,,899,15,,0O0PG7,3,1,0,2,1
53700,1948,12,18.0,,-62.6,101.8,977.3,2.2,,899,15,,0O0PG8,3,1,0,2,1
53701,1948,12,18.0,,-64.3,150.7,981.0,2.8,,899,15,,0O0PG9,3,1,0,2,1
53702,1948,12,18.0,,-65.2,192.5,988.0,,,899,15,,0O0PGA,3,1,0,2,1
53703,1948,12,18.0,0.0,-64.1,153.3,995.3,-1.6,-1.0,899,15,,0O0PLQ,3,1,0,2,1
53704,1948,12,18.0,0.0,-64.1,153.3,995.3,-1.4,-1.1,187,1,0.0,0O0PLP,3,1,0,2,1
53705,1948,12,18.0,2.0,-64.43,153.6,996.5,-0.5,-0.5,761,115,5.0,0O0PME,3,1,0,2,1
53706,1948,12,18.0,2.0,-64.72,145.73,994.3,3.0,-0.5,761,115,5.0,0O0PMF,3,1,0,2,1
