,YR,MO,DY,HR,LAT,LON,SLP,AT,SST,DCK,SID,PT,UID,RN1,RN2,RN3,RSA,IRF
61462,1950,2,28.0,10.2,-67.8,345.3,998.1,-2.7,-1.0,735,64,5.0,0OJ2ZG,3,1,0,2,1
61463,1950,2,28.0,12.0,-60.7,313.3,995.3,1.7,0.6,194,1,0.0,0OJ3IO,3,1,0,2,1
61464,1950,2,28.0,12.0,-62.0,305.0,993.9,1.1,,899,15,,0OJ3IN,3,1,0,2,1
61465,1950,2,28.0,12.0,-64.3,117.2,994.5,-1.6,,899,15,,0OJ3IH,3,1,0,2,1
61466,1950,2,28.0,12.0,-64.9,19.6,991.9,,,899,15,,0OJ3IS,3,1,0,2,1
61467,1950,2,28.0,12.0,-67.0,12.0,991.4,-2.7,,899,15,,0OJ3IR,3,1,0,2,1
61468,1950,2,28.0,12.0,-67.5,358.9,991.9,-2.1,,899,15,,0OJ3IP,3,1,0,2,1
61469,1950,2,28.0,12.0,-67.6,6.5,993.5,-1.8,,189,1,0.0,0OJ3IQ,3,1,0,2,1
61470,1950,2,28.0,12.0,-67.6,192.0,989.6,-0.3,-1.2,187,1,0.0,0OJ3IJ,3,1,0,2,1
61471,1950,2,28.0,12.0,-67.7,188.5,985.7,,0.6,227,90,5.0,0OJ3IL,3,1,0,2,1
61472,1950,2,28.0,12.0,-67.7,194.3,990.6,-1.0,-1.0,899,15,,0OJ3IM,3,1,0,2,1
61473,1950,2,28.0,13.0,-67.8,345.3,998.1,-2.7,-1.2,735,64,5.0,0OJ3JE,3,1,0,2,1
61474,1950,2,28.0,15.0,-67.7,194.3,988.7,-1.2,-1.2,187,1,0.0,0OJ3LC,3,1,0,2,1
61475,1950,2,28.0,16.0,-63.7,122.4,991.9,0.6,,899,15,,0OJ3M2,3,1,0,2,1
61476,1950,2,28.0,16.0,-64.9,19.6,992.6,,,899,15,,0OJ3M5,3,1,0,2,1
61477,1950,2,28.0,16.0,-67.5,358.9,993.3,-1.0,,899,15,,0OJ3M4,3,1,0,2,1
61478,1950,2,28.0,16.0,-67.7,194.3,993.2,-0.5,-1.0,899,15,,0OJ3M3,3,1,0,2,1
61479,1950,2,28.0,16.9,-67.7,346.0,995.8,-1.9,-1.1,735,64,5.0,0OJ3MF,3,1,0,2,1
61480,1950,2,28.0,17.0,-64.2,169.6,985.4,2.2,,899,15,,0OJ3N8,3,1,0,2,1
61481,1950,2,28.0,18.0,-62.0,209.6,999.2,,0.6,227,90,5.0,0OJ449,3,1,0,2,1
61482,1950,2,28.0,18.0,-62.0,307.0,991.7,,,899,15,,0OJ44F,3,1,0,2,1
61483,1950,2,28.0,18.0,-64.3,117.3,995.8,-1.6,,899,15,,0OJ44A,3,1,0,2,1
61484,1950,2,28.0,18.0,-67.0,16.0,990.1,-1.0,,899,15,,0OJ44H,3,1,0,2,1
61485,1950,2,28.0,18.0,-67.6,6.7,993.8,-1.9,-0.1,189,1,0.0,0OJ44G,3,1,0,2,1
61486,1950,2,28.0,18.0,-67.6,191.9,986.4,-1.0,-1.2,187,1,0.0,0OJ44C,3,1,0,2,1
61487,1950,2,28.0,18.0,-67.8,194.4,987.0,-0.5,-1.0,899,15,,0OJ44D,3,1,0,2,1
61488,1950,2,28.0,18.0,-67.9,188.3,985.1,,0.6,227,90,5.0,0OJ44J,3,1,0,2,1
61489,1950,2,28.0,20.0,-63.6,119.9,993.3,,,899,15,,0OJ45Y,3,1,0,2,1
61490,1950,2,28.0,20.0,-64.9,19.6,993.9,,,899,15,,0OJ460,3,1,0,2,1
61491,1950,2,28.0,20.0,-67.5,358.9,993.3,-3.2,,899,15,,0OJ45Z,3,1,0,2,1
61492,1950,2,28.0,20.9,-67.9,346.6,993.0,-2.1,-1.4,735,64,5.0,0OJ46E,3,1,0,2,1
61493,1950,2,28.0,21.0,-67.6,191.9,985.0,-0.5,-1.6,187,1,0.0,0OJ477,3,1,0,2,1
61494,1950,2,28.0,21.0,-67.8,194.4,985.5,-0.7,-1.2,187,1,0.0,0OJ478,3,1,0,2,1
61495,1950,2,28.0,23.0,-67.55,192.27,992.5,,-0.5,761,115,5.0,0OJ48S,3,1,0,2,1
61496,1950,2,28.0,23.0,-67.75,194.47,994.5,,,761,115,5.0,0OJ48T,3,1,0,2,1
61497,1950,3,1.0,0.0,-61.9,211.8,994.0,,0.6,194,1,0.0,0OJ4PK,3,1,0,2,1
61498,1950,3,1.0,0.0,-64.4,117.3,996.8,-1.6,,899,15,,0OJ4PD,3,1,0,2,1
61499,1950,3,1.0,0.0,-64.9,19.6,994.6,,,899,15,,0OJ4PN,3,1,0,2,1
61500,1950,3,1.0,0.0,-67.5,5.4,995.2,-1.8,,189,1,0.0,0OJ4PM,3,1,0,2,1
61501,1950,3,1.0,0.0,-67.5,358.9,993.3,-3.2,,899,15,,0OJ4PL,3,1,0,2,1
61502,1950,3,1.0,0.0,-67.6,191.8,983.4,-0.9,-1.3,187,1,0.0,0OJ4PF,3,1,0,2,1
61503,1950,3,1.0,0.0,-67.6,191.9,983.5,-1.0,-1.0,899,15,,0OJ4PG,3,1,0,2,1
61504,1950,3,1.0,0.0,-67.9,187.3,983.2,,-0.6,227,90,5.0,0OJ4PI,3,1,0,2,1
61505,1950,3,1.0,0.0,-67.9,194.4,983.9,-1.0,-1.2,187,1,0.0,0OJ4PJ,3,1,0,2,1
61506,1950,3,1.0,0.9,-67.9,346.5,989.9,-2.1,-1.8,735,64,5.0,0OJ4PV,3,1,0,2,1
61507,1950,3,1.0,1.0,-65.9,194.8,985.4,3.3,,899,15,,0OJ4QF,3,1,0,2,1
61508,1950,3,1.0,1.0,-69.4,167.1,1002.0,-2.7,,899,15,,0OJ4QE,3,1,0,2,1
61509,1950,3,1.0,3.0,-67.6,191.8,983.0,-1.4,-1.2,187,1,0.0,0OJ4RW,3,1,0,2,1
61510,1950,3,1.0,3.0,-67.9,194.4,982.6,-1.0,-1.2,187,1,0.0,0OJ4RX,3,1,0,2,1
61511,1950,3,1.0,4.0,-63.6,119.9,997.3,,,899,15,,0OJ4SJ,3,1,0,2,1
61512,1950,3,1.0,4.0,-63.8,119.9,991.9,,,899,15,,0OJ4SI,3,1,0,2,1
61513,1950,3,1.0,4.0,-65.7,123.1,996.3,-1.6,,899,15,,0OJ4SK,3,1,0,2,1
61514,1950,3,1.0,4.0,-67.5,356.9,991.9,-3.2,,899,15,,0OJ4SL,3,1,0,2,1
61515,1950,3,1.0,4.9,-67.9,346.5,987.5,-2.7,-1.8,735,64,5.0,0OJ4SO,3,1,0,2,1
61516,1950,3,1.0,6.0,-64.1,116.4,996.3,2.2,,899,15,,0OJ598,3,1,0,2,1
61517,1950,3,1.0,6.0,-67.6,4.4,995.7,-1.3,-0.1,189,1,0.0,0OJ59C,3,1,0,2,1
61518,1950,3,1.0,6.0,-67.6,191.9,983.1,-1.6,-1.1,187,1,0.0,0OJ59A,3,1,0,2,1
61519,1950,3,1.0,6.0,-67.8,194.4,982.1,-1.0,-1.0,899,15,,0OJ59B,3,1,0,2,1
61520,1950,3,1.0,6.0,-67.9,187.5,983.9,-0.6,-0.6,227,90,5.0,0OJ59E,3,1,0,2,1
61521,1950,3,1.0,8.0,-63.8,119.9,991.9,,,899,15,,0OJ5AS,3,1,0,2,1
61522,1950,3,1.0,8.0,-67.5,356.9,991.9,-3.2,,899,15,,0OJ5AU,3,1,0,2,1
61523,1950,3,1.0,8.9,-67.9,346.5,986.6,-2.4,-1.8,735,64,5.0,0OJ5AX,3,1,0,2,1
61524,1950,3,1.0,9.0,-67.6,191.8,984.3,-1.4,-1.0,187,1,0.0,0OJ5BU,3,1,0,2,1
61525,1950,3,1.0,9.0,-67.9,194.4,982.7,-1.4,-1.2,187,1,0.0,0OJ5BV,3,1,0,2,1
61526,1950,3,1.0,12.0,-63.8,119.9,995.9,,,899,15,,0OJ5UR,3,1,0,2,1
61527,1950,3,1.0,12.0,-64.1,116.4,995.6,2.2,,899,15,,0OJ5UQ,3,1,0,2,1
61528,1950,3,1.0,12.0,-67.0,357.0,991.4,,,899,15,,0OJ5UY,3,1,0,2,1
61529,1950,3,1.0,12.0,-67.5,356.9,989.3,,,899,15,,0OJ5UX,3,1,0,2,1
61530,1950,3,1.0,12.0,-67.6,191.9,985.7,-1.2,-1.1,187,1,0.0,0OJ5UT,3,1,0,2,1
61531,1950,3,1.0,12.0,-67.7,5.1,995.4,-1.6,-0.1,189,1,0.0,0OJ5V0,3,1,0,2,1
61532,1950,3,1.0,12.0,-67.9,187.3,988.7,-2.8,-0.6,227,90,5.0,0OJ5UV,3,1,0,2,1
61533,1950,3,1.0,12.0,-67.9,194.4,984.4,-1.6,-1.2,187,1,0.0,0OJ5UW,3,1,0,2,1
61534,1950,3,1.0,12.0,-68.0,5.0,995.4,2.2,,899,15,,0OJ5UZ,3,1,0,2,1
61535,1950,3,1.0,12.9,-67.9,346.5,985.6,-1.8,-1.8,735,64,5.0,0OJ5V4,3,1,0,2,1
61536,1950,3,1.0,15.0,-67.6,191.9,987.7,-1.6,-1.3,187,1,0.0,0OJ5XA,3,1,0,2,1
61537,1950,3,1.0,15.0,-68.1,195.0,985.6,-1.7,-1.2,187,1,0.0,0OJ5XB,3,1,0,2,1
61538,1950,3,1.0,16.0,-63.6,119.9,997.3,,,899,15,,0OJ5XW,3,1,0,2,1
61539,1950,3,1.0,16.0,-63.8,119.9,995.9,,,899,15,,0OJ5XV,3,1,0,2,1
61540,1950,3,1.0,16.0,-67.5,356.9,989.3,-1.0,,899,15,,0OJ5XX,3,1,0,2,1
61541,1950,3,1.0,16.9,-67.9,346.5,985.5,-1.8,-1.8,735,64,5.0,0OJ5Y0,3,1,0,2,1
61542,1950,3,1.0,18.0,-61.4,216.1,976.0,,0.6,194,1,0.0,0OJ6FY,3,1,0,2,1
61543,1950,3,1.0,18.0,-62.0,46.0,982.5,1.7,,899,15,,0OJ6FQ,3,1,0,2,1
61544,1950,3,1.0,18.0,-64.2,116.4,993.5,,,899,15,,0OJ6FR,3,1,0,2,1
61545,1950,3,1.0,18.0,-67.6,192.0,990.1,-2.6,-1.6,187,1,0.0,0OJ6FT,3,1,0,2,1
61546,1950,3,1.0,18.0,-67.9,187.1,993.5,-1.7,-0.6,227,90,5.0,0OJ6FV,3,1,0,2,1
61547,1950,3,1.0,18.0,-68.1,6.2,995.6,-2.5,-0.5,189,1,0.0,0OJ6FZ,3,1,0,2,1
61548,1950,3,1.0,18.0,-68.1,195.0,988.3,-1.9,-1.2,187,1,0.0,0OJ6FW,3,1,0,2,1
61549,1950,3,1.0,18.0,-68.1,195.1,988.3,-1.6,-1.0,899,15,,0OJ6FX,3,1,0,2,1
61550,1950,3,1.0,20.0,-63.8,119.9,995.9,,,899,15,,0OJ6H6,3,1,0,2,1
61551,1950,3,1.0,20.0,-64.3,116.7,994.6,,,899,15,,0OJ6H5,3,1,0,2,1
61552,1950,3,1.0,20.0,-67.5,356.9,987.9,-1.0,,899,15,,0OJ6H7,3,1,0,2,1
61553,1950,3,1.0,20.9,-67.9,346.5,985.3,-2.0,-1.8,735,64,5.0,0OJ6HB,3,1,0,2,1
61554,1950,3,1.0,21.0,-67.6,192.1,993.5,-3.3,-1.5,187,1,0.0,0OJ6IG,3,1,0,2,1
61555,1950,3,1.0,21.0,-67.9,195.2,990.7,-1.1,-1.2,187,1,0.0,0OJ6IH,3,1,0,2,1
61556,1950,3,1.0,23.0,-67.7,192.1,982.5,0.5,-0.5,761,115,5.0,0OJ6JS,3,1,0,2,1
61557,1950,3,1.0,23.0,-68.15,195.0,982.8,-0.5,,761,115,5.0,0OJ6JT,3,1,0,2,1
61558,1950,3,2.0,0.0,-61.2,219.3,976.2,,0.6,194,1,0.0,0OJ71C,3,1,0,2,1
61559,1950,3,2.0,0.0,-63.8,119.9,995.9,,,899,15,,0OJ717,3,1,0,2,1
61560,1950,3,2.0,0.0,-64.2,116.4,992.0,-0.5,,899,15,,0OJ715,3,1,0,2,1
61561,1950,3,2.0,0.0,-64.3,116.7,993.3,,,899,15,,0OJ716,3,1,0,2,1
61562,1950,3,2.0,0.0,-65.5,33.9,994.9,-1.0,,899,15,,0OJ714,3,1,0,2,1
61563,1950,3,2.0,0.0,-67.5,192.2,996.8,-3.2,-1.4,187,1,0.0,0OJ719,3,1,0,2,1
61564,1950,3,2.0,0.0,-67.5,356.9,986.6,-1.0,,899,15,,0OJ71D,3,1,0,2,1
61565,1950,3,2.0,0.0,-67.6,195.4,993.9,-2.1,-1.0,899,15,,0OJ71B,3,1,0,2,1
61566,1950,3,2.0,0.0,-67.7,195.4,993.9,-2.3,-1.0,187,1,0.0,0OJ71A,3,1,0,2,1
61567,1950,3,2.0,0.0,-68.0,6.6,993.2,-2.4,-0.4,189,1,0.0,0OJ71E,3,1,0,2,1
61568,1950,3,2.0,0.0,-68.0,187.1,997.7,-3.3,-1.1,227,90,5.0,0OJ71G,3,1,0,2,1
61569,1950,3,2.0,0.9,-67.9,346.5,986.9,-3.7,-1.8,735,64,5.0,0OJ71R,3,1,0,2,1
61570,1950,3,2.0,3.0,-67.5,192.3,999.1,-3.4,-1.5,187,1,0.0,0OJ74P,3,1,0,2,1
61571,1950,3,2.0,3.0,-67.7,195.4,997.2,-2.7,-1.0,187,1,0.0,0OJ74Q,3,1,0,2,1
61572,1950,3,2.0,4.0,-64.1,32.1,993.6,,,899,15,,0OJ75K,3,1,0,2,1
61573,1950,3,2.0,4.0,-64.3,116.7,991.9,,,899,15,,0OJ75L,3,1,0,2,1
61574,1950,3,2.0,4.0,-64.3,116.9,993.3,,,899,15,,0OJ75M,3,1,0,2,1
61575,1950,3,2.0,4.0,-67.6,356.9,983.9,-2.1,,899,15,,0OJ75N,3,1,0,2,1
61576,1950,3,2.0,4.9,-67.9,346.5,986.9,-3.7,-1.8,735,64,5.0,0OJ75T,3,1,0,2,1
61577,1950,3,2.0,6.0,-61.0,222.0,979.0,1.1,1.1,194,1,0.0,0OJ7ND,3,1,0,2,1
61578,1950,3,2.0,6.0,-64.2,115.6,991.0,,,899,15,,0OJ7N9,3,1,0,2,1
61579,1950,3,2.0,6.0,-67.5,192.3,1001.1,-3.2,-1.4,187,1,0.0,0OJ7NB,3,1,0,2,1
61580,1950,3,2.0,6.0,-67.8,195.0,999.3,-2.9,-1.2,187,1,0.0,0OJ7NC,3,1,0,2,1
61581,1950,3,2.0,6.0,-68.0,7.5,990.1,-2.8,-0.4,189,1,0.0,0OJ7NE,3,1,0,2,1
61582,1950,3,2.0,6.0,-68.0,187.0,999.0,-3.9,-1.1,227,90,5.0,0OJ7NG,3,1,0,2,1
61583,1950,3,2.0,8.0,-64.1,32.1,993.6,1.7,,899,15,,0OJ7OO,3,1,0,2,1
61584,1950,3,2.0,8.0,-64.3,116.7,990.6,,,899,15,,0OJ7OP,3,1,0,2,1
61585,1950,3,2.0,8.0,-64.3,116.9,991.9,,,899,15,,0OJ7OQ,3,1,0,2,1
61586,1950,3,2.0,8.0,-67.6,356.9,983.9,-1.0,,899,15,,0OJ7OR,3,1,0,2,1
61587,1950,3,2.0,8.9,-67.8,346.6,987.9,-2.7,-1.8,735,64,5.0,0OJ7OU,3,1,0,2,1
61588,1950,3,2.0,9.0,-67.5,192.5,1002.6,-3.5,-1.1,187,1,0.0,0OJ7Q0,3,1,0,2,1
61589,1950,3,2.0,9.0,-67.8,194.7,1002.0,-3.3,-1.2,187,1,0.0,0OJ7Q1,3,1,0,2,1
61590,1950,3,2.0,12.0,-60.9,224.0,985.7,1.7,1.7,227,90,5.0,0OJ89G,3,1,0,2,1
61591,1950,3,2.0,12.0,-62.0,314.0,983.4,,,899,15,,0OJ89Q,3,1,0,2,1
61592,1950,3,2.0,12.0,-64.1,32.1,994.9,1.7,,899,15,,0OJ89H,3,1,0,2,1
61593,1950,3,2.0,12.0,-64.2,115.4,989.5,,,899,15,,0OJ89J,3,1,0,2,1
61594,1950,3,2.0,12.0,-64.3,116.7,990.6,-1.0,,899,15,,0OJ89K,3,1,0,2,1
61595,1950,3,2.0,12.0,-64.3,116.9,990.6,,,899,15,,0OJ89L,3,1,0,2,1
61596,1950,3,2.0,12.0,-66.0,10.0,986.3,-2.1,,899,15,,0OJ89U,3,1,0,2,1
61597,1950,3,2.0,12.0,-66.0,33.0,991.3,,,899,15,,0OJ89I,3,1,0,2,1
61598,1950,3,2.0,12.0,-67.0,15.0,991.2,-1.0,,899,15,,0OJ89V,3,1,0,2,1
61599,1950,3,2.0,12.0,-67.0,357.0,985.0,,,899,15,,0OJ89S,3,1,0,2,1
61600,1950,3,2.0,12.0,-67.5,192.5,1002.7,-2.9,-1.2,187,1,0.0,0OJ89N,3,1,0,2,1
61601,1950,3,2.0,12.0,-67.6,356.9,982.6,-1.0,,899,15,,0OJ89R,3,1,0,2,1
61602,1950,3,2.0,12.0,-67.8,194.6,1003.4,-3.2,-1.0,899,15,,0OJ89O,3,1,0,2,1
61603,1950,3,2.0,12.0,-67.9,9.7,999.0,-3.6,,189,1,0.0,0OJ89T,3,1,0,2,1
61604,1950,3,2.0,12.0,-68.0,187.0,996.6,-3.9,-0.6,227,90,5.0,0OJ89X,3,1,0,2,1
61605,1950,3,2.0,12.9,-67.8,346.8,989.3,-3.4,-1.8,735,64,5.0,0OJ89Y,3,1,0,2,1
61606,1950,3,2.0,13.0,-69.2,166.4,988.0,-3.2,,899,15,,0OJ8AG,3,1,0,2,1
61607,1950,3,2.0,13.5,-68.3,344.6,990.2,-4.5,-1.6,735,64,5.0,0OJ8AI,3,1,0,2,1
61608,1950,3,2.0,15.0,-67.5,192.6,1001.6,-2.0,-1.3,187,1,0.0,0OJ8C4,3,1,0,2,1
61609,1950,3,2.0,15.0,-67.9,194.6,1003.4,-3.0,-1.2,187,1,0.0,0OJ8C5,3,1,0,2,1
61610,1950,3,2.0,16.0,-64.1,32.1,996.3,1.7,,899,15,,0OJ8CS,3,1,0,2,1
61611,1950,3,2.0,16.0,-64.3,116.7,989.3,-2.1,,899,15,,0OJ8CT,3,1,0,2,1
61612,1950,3,2.0,16.0,-64.3,116.9,989.3,,,899,15,,0OJ8CU,3,1,0,2,1
61613,1950,3,2.0,16.0,-67.6,356.9,982.6,-2.1,,899,15,,0OJ8CV,3,1,0,2,1
61614,1950,3,2.0,17.0,-68.2,345.6,989.4,-3.2,-1.7,735,64,5.0,0OJ8DP,3,1,0,2,1
61615,1950,3,2.0,18.0,-60.7,226.0,989.5,1.7,1.7,194,1,0.0,0OJ8UR,3,1,0,2,1
61616,1950,3,2.0,18.0,-64.2,115.2,987.2,,,899,15,,0OJ8UN,3,1,0,2,1
61617,1950,3,2.0,18.0,-67.5,11.0,986.5,-3.8,-0.6,189,1,0.0,0OJ8US,3,1,0,2,1
61618,1950,3,2.0,18.0,-67.5,192.4,999.8,-2.0,-1.4,187,1,0.0,0OJ8UP,3,1,0,2,1
61619,1950,3,2.0,18.0,-67.8,194.6,1003.0,-2.7,-1.0,899,15,,0OJ8UQ,3,1,0,2,1
61620,1950,3,2.0,18.0,-68.0,187.0,991.7,-0.6,,227,90,5.0,0OJ8UU,3,1,0,2,1
61621,1950,3,2.0,20.0,-64.1,32.1,998.3,1.7,,899,15,,0OJ8VU,3,1,0,2,1
61622,1950,3,2.0,20.0,-64.3,116.7,989.3,-2.1,,899,15,,0OJ8VV,3,1,0,2,1
61623,1950,3,2.0,20.0,-64.3,116.9,989.3,-1.0,,899,15,,0OJ8VW,3,1,0,2,1
61624,1950,3,2.0,20.0,-67.6,356.9,982.6,-3.2,,899,15,,0OJ8VX,3,1,0,2,1
61625,1950,3,2.0,21.0,-67.6,192.3,998.0,-0.5,-1.4,187,1,0.0,0OJ8X5,3,1,0,2,1
61626,1950,3,2.0,21.0,-67.8,194.3,1001.2,-1.1,-1.2,187,1,0.0,0OJ8X6,3,1,0,2,1
61627,1950,3,2.0,21.0,-68.2,345.5,990.2,-4.5,-1.8,735,64,5.0,0OJ8X7,3,1,0,2,1
61628,1950,3,2.0,23.0,-67.63,192.27,994.7,-2.0,-1.0,761,115,5.0,0OJ8YE,3,1,0,2,1
61629,1950,3,2.0,23.0,-67.73,195.32,991.5,-2.5,-0.5,761,115,5.0,0OJ8YF,3,1,0,2,1
61630,1950,3,3.0,0.0,-64.1,32.1,998.3,,,899,15,,0OJ9FB,3,1,0,2,1
61631,1950,3,3.0,0.0,-64.2,114.5,986.8,-1.6,,899,15,,0OJ9FC,3,1,0,2,1
61632,1950,3,3.0,0.0,-64.3,116.9,987.9,-2.1,,899,15,,0OJ9FD,3,1,0,2,1
61633,1950,3,3.0,0.0,-67.3,13.0,985.0,-1.8,-0.5,189,5,0.0,0OJ9FL,3,1,0,2,1
61634,1950,3,3.0,0.0,-67.6,192.2,996.8,0.1,-1.2,187,1,0.0,0OJ9FF,3,1,0,2,1
61635,1950,3,3.0,0.0,-67.6,356.9,982.6,-4.3,,899,15,,0OJ9FK,3,1,0,2,1
61636,1950,3,3.0,0.0,-67.9,187.3,987.6,0.6,-0.6,227,90,5.0,0OJ9FH,3,1,0,2,1
61637,1950,3,3.0,0.0,-67.9,193.5,999.0,-0.3,-1.2,187,1,0.0,0OJ9FI,3,1,0,2,1
61638,1950,3,3.0,1.0,-67.4,164.2,971.0,-2.1,,899,15,,0OJ9G8,3,1,0,2,1
61639,1950,3,3.0,1.0,-68.2,345.5,990.2,-4.3,-1.8,735,64,5.0,0OJ9G9,3,1,0,2,1
61640,1950,3,3.0,3.0,-67.6,192.1,994.9,0.2,-1.2,187,1,0.0,0OJ9HZ,3,1,0,2,1
61641,1950,3,3.0,3.0,-67.9,193.5,997.2,-0.1,-1.2,187,1,0.0,0OJ9I0,3,1,0,2,1
61642,1950,3,3.0,4.0,-60.3,29.6,996.3,0.6,,899,15,,0OJ9IM,3,1,0,2,1
61643,1950,3,3.0,4.0,-63.3,4.3,973.3,,,899,15,,0OJ9IL,3,1,0,2,1
61644,1950,3,3.0,4.0,-64.3,116.7,987.9,-2.1,,899,15,,0OJ9IJ,3,1,0,2,1
61645,1950,3,3.0,4.0,-68.0,355.5,981.3,-4.3,,899,15,,0OJ9IK,3,1,0,2,1
61646,1950,3,3.0,5.0,-68.2,345.3,990.1,-5.3,-1.8,735,64,5.0,0OJ9J5,3,1,0,2,1
61647,1950,3,3.0,6.0,-64.3,114.5,986.1,-1.6,,899,15,,0OJ9ZA,3,1,0,2,1
61648,1950,3,3.0,6.0,-67.4,14.9,984.5,-1.6,-0.4,189,1,0.0,0OJ9ZH,3,1,0,2,1
61649,1950,3,3.0,6.0,-67.7,187.5,987.0,0.6,-0.6,227,90,5.0,0OJ9ZD,3,1,0,2,1
61650,1950,3,3.0,6.0,-67.7,191.9,993.5,0.2,-1.2,187,1,0.0,0OJ9ZE,3,1,0,2,1
61651,1950,3,3.0,6.0,-67.8,193.6,996.0,,-1.0,899,15,,0OJ9ZF,3,1,0,2,1
61652,1950,3,3.0,7.5,-68.2,344.9,977.6,-3.2,,735,64,5.0,0OJA0C,3,1,0,2,1
61653,1950,3,3.0,8.0,-60.3,29.6,992.2,0.6,,899,15,,0OJA0W,3,1,0,2,1
61654,1950,3,3.0,8.0,-63.3,4.3,972.3,,,899,15,,0OJA0V,3,1,0,2,1
61655,1950,3,3.0,8.0,-64.3,116.7,985.3,-2.1,,899,15,,0OJA0T,3,1,0,2,1
61656,1950,3,3.0,8.0,-68.0,355.5,981.3,-4.3,,899,15,,0OJA0U,3,1,0,2,1
61657,1950,3,3.0,9.0,-67.7,191.8,993.6,0.2,-1.3,187,1,0.0,0OJA24,3,1,0,2,1
61658,1950,3,3.0,9.0,-67.9,193.5,995.8,-0.1,-1.2,187,1,0.0,0OJA25,3,1,0,2,1
61659,1950,3,3.0,9.0,-68.2,345.3,989.8,-4.7,-1.8,735,64,5.0,0OJA26,3,1,0,2,1
61660,1950,3,3.0,12.0,-60.3,29.6,985.4,2.8,,899,15,,0OJAM9,3,1,0,2,1
61661,1950,3,3.0,12.0,-63.3,4.3,972.3,,,899,15,,0OJAM5,3,1,0,2,1
61662,1950,3,3.0,12.0,-64.3,116.7,985.3,-2.1,,899,15,,0OJALV,3,1,0,2,1
61663,1950,3,3.0,12.0,-64.5,114.3,987.2,-1.6,,899,15,,0OJALU,3,1,0,2,1
61664,1950,3,3.0,12.0,-66.0,32.0,992.1,,,899,15,,0OJALT,3,1,0,2,1
61665,1950,3,3.0,12.0,-67.0,17.0,995.9,-2.1,,899,15,,0OJAM7,3,1,0,2,1
61666,1950,3,3.0,12.0,-67.0,355.0,982.4,-2.7,,899,15,,0OJAM3,3,1,0,2,1
61667,1950,3,3.0,12.0,-67.4,17.1,985.9,-1.2,-0.6,189,1,0.0,0OJAM8,3,1,0,2,1
61668,1950,3,3.0,12.0,-67.7,187.5,989.7,0.6,,227,90,5.0,0OJALY,3,1,0,2,1
61669,1950,3,3.0,12.0,-67.7,191.7,994.4,,-1.2,187,1,0.0,0OJALZ,3,1,0,2,1
61670,1950,3,3.0,12.0,-67.9,193.9,996.4,,-1.0,899,15,,0OJAM1,3,1,0,2,1
61671,1950,3,3.0,12.0,-68.0,16.0,986.5,-1.0,,899,15,,0OJAM6,3,1,0,2,1
61672,1950,3,3.0,12.0,-68.0,193.9,996.4,-0.1,-1.2,187,1,0.0,0OJAM0,3,1,0,2,1
61673,1950,3,3.0,12.0,-68.0,355.5,979.9,-3.2,,899,15,,0OJAM4,3,1,0,2,1
61674,1950,3,3.0,13.0,-67.4,164.2,987.0,-2.1,,899,15,,0OJANA,3,1,0,2,1
61675,1950,3,3.0,13.0,-68.1,345.1,989.1,-5.4,-1.8,735,64,5.0,0OJANB,3,1,0,2,1
61676,1950,3,3.0,15.0,-67.8,191.6,995.4,,-1.3,187,1,0.0,0OJAPN,3,1,0,2,1
61677,1950,3,3.0,15.0,-68.0,193.9,997.2,-0.1,-1.2,187,1,0.0,0OJAPO,3,1,0,2,1
61678,1950,3,3.0,16.0,-60.3,29.6,980.7,0.6,,899,15,,0OJAQP,3,1,0,2,1
61679,1950,3,3.0,16.0,-63.3,4.3,972.3,,,899,15,,0OJAQO,3,1,0,2,1
61680,1950,3,3.0,16.0,-64.3,116.7,985.3,-2.1,,899,15,,0OJAQM,3,1,0,2,1
61681,1950,3,3.0,16.0,-68.0,355.5,979.9,-2.1,,899,15,,0OJAQN,3,1,0,2,1
61682,1950,3,3.0,17.0,-68.1,345.1,987.8,-5.4,-1.8,735,64,5.0,0OJARW,3,1,0,2,1
61683,1950,3,3.0,18.0,-64.5,114.3,986.3,-2.7,,899,15,,0OJBBD,3,1,0,2,1
61684,1950,3,3.0,18.0,-67.2,18.9,987.1,-1.4,-0.6,189,1,0.0,0OJBBJ,3,1,0,2,1
61685,1950,3,3.0,18.0,-67.7,187.5,993.2,,-0.6,227,90,5.0,0OJBBG,3,1,0,2,1
61686,1950,3,3.0,18.0,-67.8,191.5,996.4,,-1.3,187,1,0.0,0OJBBH,3,1,0,2,1
61687,1950,3,3.0,18.0,-67.9,193.9,998.3,-0.5,-1.0,899,15,,0OJBBI,3,1,0,2,1
61688,1950,3,3.0,20.0,-60.3,29.6,977.3,0.6,,899,15,,0OJBDG,3,1,0,2,1
61689,1950,3,3.0,20.0,-63.3,4.3,972.3,,,899,15,,0OJBDF,3,1,0,2,1
61690,1950,3,3.0,20.0,-64.1,114.5,985.3,-3.2,,899,15,,0OJBDC,3,1,0,2,1
61691,1950,3,3.0,20.0,-64.3,116.7,985.3,-3.2,,899,15,,0OJBDD,3,1,0,2,1
61692,1950,3,3.0,20.0,-68.0,355.5,977.3,-2.1,,899,15,,0OJBDE,3,1,0,2,1
61693,1950,3,3.0,21.0,-67.8,191.5,998.1,,-1.4,187,1,0.0,0OJBF3,3,1,0,2,1
