time,udata,vdata,tempu,tempv,ufdata,vfdata
2016-09-12 07:00:00,3.2005048,-6.1886406,3.2005048,-6.1886406,2.2101060764547005,-9.00116705665014
2016-09-12 08:00:00,5.8474784,-7.1138597,5.8474784,-7.1138597,2.247032264405333,-9.01758058694286
2016-09-12 09:00:00,6.276376,-7.967409,6.276376,-7.967409,2.2701461569026486,-9.024269437377626
2016-09-12 10:00:00,6.7052727,-8.820959,6.7052727,-8.820959,2.2796228388042614,-9.02169904207938
2016-09-12 11:00:00,5.3884563,-9.948343,5.3884563,-9.948343,2.2757972184627357,-9.010471818147623
2016-09-12 12:00:00,4.0716405,-11.075727,4.0716405,-11.075727,2.2592243121022455,-8.991298446872872
2016-09-12 13:00:00,3.0785952,-11.984772,3.0785952,-11.984772,2.230766911200819,-8.965081484223019
2016-09-12 14:00:00,2.0855496,-12.893816,2.0855496,-12.893816,2.191449839128647,-8.932777163831185
2016-09-12 15:00:00,0.21782947,-11.257778,0.21782947,-11.257778,2.1422674275258924,-8.895240876502072
2016-09-12 16:00:00,-1.6498907,-9.621739,-1.6498907,-9.621739,2.08441790827238,-8.853526434323438
2016-09-12 17:00:00,-2.3234096,-8.176446,-2.3234096,-8.176446,2.0192540237946237,-8.808734108974692
2016-09-12 18:00:00,-2.9969287,-6.731153,-2.9969287,-6.731153,1.9481034483426605,-8.761877585397968
2016-09-12 19:00:00,-0.16668928,-5.054178,-0.16668928,-5.054178,1.872294094806331,-8.713867865355226
2016-09-12 20:00:00,2.6635501,-3.377203,2.6635501,-3.377203,1.7930852183975545,-8.665546007900584
2016-09-12 21:00:00,4.235399,-5.1355524,4.235399,-5.1355524,1.7117687524451477,-8.617608498927613
2016-09-12 22:00:00,5.807247,-6.893902,5.807247,-6.893902,1.6295260012438664,-8.570588446409662
2016-09-12 23:00:00,4.2594547,-8.995529,4.2594547,-8.995529,1.5473622907678344,-8.52501675645119
2016-09-13 00:00:00,2.711662,-11.097157,2.711662,-11.097157,1.4663421721628453,-8.481120417843726
2016-09-13 01:00:00,1.786747,-12.130129,1.786747,-12.130129,1.387495253603834,-8.438965870423786
2016-09-13 02:00:00,0.86183184,-13.163102,0.86183184,-13.163102,1.311705960265385,-8.398494168055963
2016-09-13 03:00:00,-0.61236966,-11.068649,-0.61236966,-11.068649,1.2396787746201166,-8.359411263203349
2016-09-13 04:00:00,-2.0865712,-8.974197,-2.0865712,-8.974197,1.1720965896976323,-8.321457619612309
2016-09-13 05:00:00,-1.3660469,-7.56944,-1.3660469,-7.56944,1.1096303680849153,-8.2842407956895
2016-09-13 06:00:00,-0.6455227,-6.164682,-0.6455227,-6.164682,1.0526758808287175,-8.247172542959984
2016-09-13 07:00:00,1.2319026,-5.6167088,1.2319026,-5.6167088,1.0014302100681909,-8.209542191654236
2016-09-13 08:00:00,3.1093278,-5.0687356,3.1093278,-5.0687356,0.9560697045615554,-8.170500296096463
2016-09-13 09:00:00,3.428246,-5.942401,3.428246,-5.942401,0.9168923691403738,-8.129131295881567
2016-09-13 10:00:00,3.7471642,-6.8160663,3.7471642,-6.8160663,0.8840405838754352,-8.084438602847216
2016-09-13 11:00:00,3.0714197,-8.962777,3.0714197,-8.962777,0.8575637458437892,-8.035368939796198
2016-09-13 12:00:00,2.395675,-11.1094885,2.395675,-11.1094885,0.8376359066674968,-7.9809945464577075
2016-09-13 13:00:00,1.501894,-11.318428,1.501894,-11.318428,0.824429496120384,-7.920588190691127
2016-09-13 14:00:00,0.60811293,-11.527368,0.60811293,-11.527368,0.8181960654968911,-7.853437192266022
2016-09-13 15:00:00,-1.0182204,-11.211077,-1.0182204,-11.211077,0.819151753792685,-7.77895432231535
2016-09-13 16:00:00,-2.6445537,-10.894785,-2.6445537,-10.894785,0.8275104167180591,-7.6968645660572115
2016-09-13 17:00:00,-2.4720025,-7.6126018,-2.4720025,-7.6126018,0.8435722057159728,-7.607169560934992
2016-09-13 18:00:00,-2.299451,-4.3304186,-2.299451,-4.3304186,0.8676706683328701,-7.509992734722214
2016-09-13 19:00:00,0.052259088,-2.1499462,0.052259088,-2.1499462,0.900101287206214,-7.405632423213724
2016-09-13 20:00:00,2.4039693,0.030526036,2.4039693,0.030526036,0.9411339049522788,-7.294789405095898
2016-09-13 21:00:00,3.7789066,-2.7640307,3.7789066,-2.7640307,0.9910796408932515,-7.178384168427683
2016-09-13 22:00:00,5.153844,-5.5585876,5.153844,-5.5585876,1.0503368703367613,-7.0573983946236964
2016-09-13 23:00:00,3.315032,-6.6905203,3.315032,-6.6905203,1.1195529926225187,-6.93279783230439
2016-09-14 00:00:00,1.4762204,-7.822453,1.4762204,-7.822453,1.1991876384152418,-6.806351081927886
2016-09-14 01:00:00,0.88417304,-9.681076,0.88417304,-9.681076,1.2897722948952155,-6.679796004559751
2016-09-14 02:00:00,0.29212573,-11.5397,0.29212573,-11.5397,1.3918647936077526,-6.554974765029889
2016-09-14 03:00:00,-0.10725476,-10.226118,-0.10725476,-10.226118,1.5057653218647435,-6.433970416558254
2016-09-14 04:00:00,-0.50663525,-8.912538,-0.50663525,-8.912538,1.6318536196951707,-6.3188976367629355
2016-09-14 05:00:00,-0.44891545,-6.7424755,-0.44891545,-6.7424755,1.7704815146249548,-6.211916311745468
2016-09-14 06:00:00,-0.39119565,-4.5724134,-0.39119565,-4.5724134,1.9217445198790957,-6.115211662154116
2016-09-14 07:00:00,1.7574372,-3.270155,1.7574372,-3.270155,2.0856567324588546,-6.030855959514016
2016-09-14 08:00:00,3.90607,-1.9678967,3.90607,-1.9678967,2.2621944107287817,-5.960822608234842
2016-09-14 09:00:00,5.0954185,-3.2506475,5.0954185,-3.2506475,2.451174972912326,-5.906792503911831
2016-09-14 10:00:00,6.284767,-4.5333986,6.284767,-4.5333986,2.6521859351507806,-5.870261401159133
2016-09-14 11:00:00,5.7624674,-6.1519485,5.7624674,-6.1519485,2.864640100769969,-5.852471000051149
2016-09-14 12:00:00,5.240168,-7.7704983,5.240168,-7.7704983,3.087816290221263,-5.85435324238631
2016-09-14 13:00:00,3.9279003,-9.419878,3.9279003,-9.419878,3.320819968352657,-5.8764643290575265
2016-09-14 14:00:00,2.6156328,-11.069258,2.6156328,-11.069258,3.5625335005371754,-5.918923426360673
2016-09-14 15:00:00,2.2130172,-10.483681,2.2130172,-10.483681,3.811627381978826,-5.981621022288305
2016-09-14 16:00:00,1.8104017,-9.898103,1.8104017,-9.898103,4.066597833756758,-6.063992900671256
2016-09-14 17:00:00,0.5733425,-6.987401,0.5733425,-6.987401,4.325910386574058,-6.1648716825975285
2016-09-14 18:00:00,-0.6637167,-4.0766997,-0.6637167,-4.0766997,4.5879008389757505,-6.282673377017349
2016-09-14 19:00:00,1.3175216,-3.3506174,1.3175216,-3.3506174,4.850663046618851,-6.41555451073613
2016-09-14 20:00:00,3.2987597,-2.6245353,3.2987597,-2.6245353,5.112195103162527,-6.561252505685291
2016-09-14 21:00:00,6.626026,-1.9250387,6.626026,-1.9250387,5.370439611545687,-6.717042493173858
2016-09-14 22:00:00,9.953293,-1.2255421,9.953293,-1.2255421,5.623290460821729,-6.879897373241487
2016-09-14 23:00:00,10.454565,-4.339017,10.454565,-4.339017,5.868529343486351,-7.046402414800969
2016-09-15 00:00:00,10.955837,-7.452492,10.955837,-7.452492,6.103983033768806,-7.212941772715768
2016-09-15 01:00:00,9.417446,-8.98411,9.417446,-8.98411,6.327595428944798,-7.375776413790589
2016-09-15 02:00:00,7.879054,-10.515727,7.879054,-10.515727,6.537294806210324,-7.531089345992475
2016-09-15 03:00:00,5.986062,-11.475717,5.986062,-11.475717,6.731266277142258,-7.675139601424197
2016-09-15 04:00:00,4.0930696,-12.435706,4.0930696,-12.435706,6.9078193269963535,-7.804203527964178
2016-09-15 05:00:00,4.144927,-8.4936495,4.144927,-8.4936495,7.065252142675776,-7.914625962659943
2016-09-15 06:00:00,4.196785,-4.551593,4.196785,-4.551593,7.2020969595085464,-8.0029744379957
2016-09-15 07:00:00,4.988371,-4.1567607,4.988371,-4.1567607,7.317108070702091,-8.066309411889016
2016-09-15 08:00:00,5.7799563,-3.7619286,5.7799563,-3.7619286,7.409227594611102,-8.102030004445009
2016-09-15 09:00:00,8.107708,-5.4274836,8.107708,-5.4274836,7.4776081650614294,-8.10781662445951
2016-09-15 10:00:00,10.435459,-7.0930386,10.435459,-7.0930386,7.521674715231294,-8.08188624381934
2016-09-15 11:00:00,10.63338,-8.920832,10.63338,-8.920832,7.541022621440938,-8.022904798841232
2016-09-15 12:00:00,10.831301,-10.748625,10.831301,-10.748625,7.535528071978937,-7.9301176217039755
2016-09-15 13:00:00,9.573214,-12.569948,9.573214,-12.569948,7.505254439788022,-7.803358755419288
2016-09-15 14:00:00,8.315126,-14.391271,8.315126,-14.391271,7.450457974606926,-7.642992018023363
2016-09-15 15:00:00,6.430526,-11.91725,6.430526,-11.91725,7.371839279769587,-7.450011705309933
2016-09-15 16:00:00,4.545925,-9.443229,4.545925,-9.443229,7.270335249807217,-7.225983588057552
2016-09-15 17:00:00,3.474339,-7.934354,3.474339,-7.934354,7.1470920620014065,-6.972803349984392
2016-09-15 18:00:00,2.402753,-6.425479,2.402753,-6.425479,7.003429203451404,-6.692896193171012
2016-09-15 19:00:00,3.8204513,-4.233988,3.8204513,-4.233988,6.840921196708226,-6.389494320361581
2016-09-15 20:00:00,5.238149,-2.042497,5.238149,-2.042497,6.661352770999729,-6.066098295295865
2016-09-15 21:00:00,6.9776964,-1.6106689,6.9776964,-1.6106689,6.466450897257099,-5.7264773446794495
2016-09-15 22:00:00,8.717243,-1.1788409,8.717243,-1.1788409,6.258090406074281,-5.374695799994915
2016-09-15 23:00:00,9.840079,-1.9736614,9.840079,-1.9736614,6.038178800049828,-5.014810426763658
2016-09-16 00:00:00,10.962915,-2.768482,10.962915,-2.768482,5.808675868512996,-4.650991901457788
2016-09-16 01:00:00,8.16674,-4.507421,8.16674,-4.507421,5.571773785654903,-4.287399989281893
2016-09-16 02:00:00,5.3705664,-6.2463603,5.3705664,-6.2463603,5.329598328407481,-3.9281026539237143
2016-09-16 03:00:00,4.7152414,-6.8890495,4.7152414,-6.8890495,5.0842004177319255,-3.576952936553884
2016-09-16 04:00:00,4.0599165,-7.5317383,4.0599165,-7.5317383,4.837595744397656,-3.237538822129204
2016-09-16 05:00:00,3.1836243,-5.350658,3.1836243,-5.350658,4.591710859420443,-2.913168820685058
2016-09-16 06:00:00,2.3073318,-3.1695774,2.3073318,-3.1695774,4.348332249248706,-2.606724340996428
