,time,pressure,topside_temp,topside_temp_ADC,underside_temp,underside_temp_ADC,temp_ref,par,fluor,tilt,datetime
0,10800,0.01373291015625,8.95637684642162,17795,-3.22456482787112,32767,8487,130.1461095890411,0,3,2019-03-01 03:00:00
