2019-08-19T23:22:02Z,031,U,10,08,15,005,031,250,09000,00197,00047,0468,0000,0,0,0,1
2019-08-19T23:27:05Z,004,D,10,08,15,005,031,250,09000,00198,00047,0448,0000,0,0,0,1
2019-08-19T23:30:52Z,032,U,10,08,15,005,031,250,09000,00199,00047,0467,0000,0,0,0,1
2019-08-19T23:35:48Z,004,D,10,08,15,005,031,250,09000,00200,00047,0446,0000,0,0,0,1
2019-08-19T23:39:41Z,032,U,10,08,15,005,031,250,09000,00201,00047,0468,0000,0,0,0,1
2019-08-19T23:45:05Z,004,D,10,08,15,005,031,250,09000,00202,00047,0448,0000,0,0,0,1
2019-08-19T23:48:31Z,032,U,10,08,15,005,031,250,09000,00203,00047,0468,0000,0,0,0,1
2019-08-19T23:54:23Z,004,D,10,08,15,005,031,250,09000,00204,00047,0446,0000,0,0,0,1
2019-08-19T23:58:44Z,032,U,10,08,15,005,031,250,09000,00205,00047,0468,0000,0,0,0,1
2019-08-20T00:04:14Z,004,D,10,08,15,005,031,250,09000,00206,00047,0446,0000,0,0,0,1
2019-08-20T00:13:10Z,004,D,10,08,15,005,031,250,09000,00208,00047,0446,0000,0,1,0,1
2019-08-20T00:14:18Z,006,P,10,08,15,005,031,250,09000,00208,00047,0447,0000,0,1,0,1
2019-08-20T00:19:19Z,010,P,10,08,15,005,031,250,09000,00209,00047,0451,0000,0,1,0,1
2019-08-20T00:24:26Z,015,P,10,08,15,005,031,250,09000,00210,00047,0450,0000,0,1,0,1
2019-08-20T00:29:48Z,020,P,10,08,15,005,031,250,09000,00211,00047,0472,0000,0,1,0,1
2019-08-20T00:34:56Z,026,P,10,08,15,005,031,250,09000,00212,00047,0467,0000,0,1,0,1
2019-08-20T00:39:24Z,031,U,10,08,15,005,031,250,09000,00214,00047,0467,0000,0,1,0,1
2019-08-20T00:43:45Z,004,D,10,08,15,005,031,250,09000,00215,00047,0446,0000,0,0,0,1
2019-08-20T00:47:12Z,031,U,10,08,15,005,031,250,09000,00216,00047,0466,0000,0,0,0,1
2019-08-20T00:52:08Z,004,D,10,08,15,005,031,250,09000,00217,00047,0447,0000,0,0,0,1
2019-08-20T00:55:48Z,031,U,10,08,15,005,031,250,09000,00218,00047,0467,0000,0,0,0,1
2019-08-20T01:00:44Z,004,D,10,08,15,005,031,250,09000,00219,00047,0448,0000,0,0,0,1
2019-08-20T01:04:38Z,031,U,10,08,15,005,031,250,09000,00220,00047,0468,0000,0,0,0,1
2019-08-20T01:08:39Z,004,D,10,08,15,005,031,250,09000,00221,00047,0448,0000,0,0,0,1
2019-08-20T01:12:40Z,031,U,10,08,15,005,031,250,09000,00222,00047,0467,0000,0,0,0,1
2019-08-20T01:17:15Z,004,D,10,08,15,005,031,250,09000,00223,00047,0448,0000,0,0,0,1
2019-08-20T01:20:42Z,031,U,10,08,15,005,031,250,09000,00224,00047,0468,0000,0,0,0,1
2019-08-20T01:24:22Z,004,D,10,08,15,005,031,250,09000,00225,00047,0448,0000,0,0,0,1
2019-08-20T01:28:30Z,031,U,10,08,15,005,031,250,09000,00226,00047,0468,0000,0,0,0,1
2019-08-20T01:32:10Z,004,D,10,08,15,005,031,250,09000,00227,00047,0446,0000,0,0,0,1
2019-08-20T01:35:50Z,031,U,10,08,15,005,031,250,09000,00228,00047,0468,0000,0,0,0,1
2019-08-20T01:39:16Z,004,D,10,08,15,005,031,250,09000,00229,00047,0446,0000,0,0,0,1
2019-08-20T01:42:57Z,031,U,10,08,15,005,031,250,09000,00230,00047,0468,0000,0,0,0,1
2019-08-20T01:46:58Z,004,D,10,08,15,005,031,250,09000,00231,00047,0446,0000,0,0,0,1
2019-08-20T01:50:51Z,032,U,10,08,15,005,031,250,09000,00232,00047,0468,0000,0,0,0,1
2019-08-20T01:54:25Z,004,D,10,08,15,005,031,250,09000,00233,00047,0447,0000,0,0,0,1
2019-08-20T01:58:33Z,031,U,10,08,15,005,031,250,09000,00234,00047,0467,0000,0,0,0,1
2019-08-20T02:02:40Z,004,D,10,08,15,005,031,250,09000,00235,00047,0446,0000,0,0,0,1
2019-08-20T02:06:41Z,031,U,10,08,15,005,031,250,09000,00236,00047,0468,0000,0,0,0,1
2019-08-20T02:10:49Z,004,D,10,08,15,005,031,250,09000,00237,00047,0445,0000,0,0,0,1
2019-08-20T02:14:09Z,031,U,10,08,15,005,031,250,09000,00238,00047,0468,0000,0,0,0,1
2019-08-20T02:18:51Z,004,D,10,08,15,005,031,250,09000,00239,00047,0448,0000,0,0,0,1
2019-08-20T02:22:10Z,031,U,10,08,15,005,031,250,09000,00240,00047,0468,0000,0,0,0,1
2019-08-20T02:25:50Z,004,D,10,08,15,005,031,250,09000,00241,00047,0446,0000,0,0,0,1
2019-08-20T02:33:37Z,004,D,10,08,15,005,031,250,09000,00243,00047,0446,0000,0,0,0,1
2019-08-20T02:37:10Z,031,U,10,08,15,005,031,250,09000,00244,00047,0471,0000,0,0,0,1
2019-08-20T02:40:43Z,004,D,10,08,15,005,031,250,09000,00245,00047,0446,0000,0,0,0,1
2019-08-20T02:44:10Z,031,U,10,08,15,005,031,250,09000,00246,00047,0471,0000,0,0,0,1
2019-08-20T02:48:10Z,004,D,10,08,15,005,031,250,09000,00247,00047,0445,0000,0,0,0,1
2019-08-20T02:52:11Z,031,U,10,08,15,005,031,250,09000,00248,00047,0467,0000,0,0,0,1
2019-08-20T02:55:45Z,004,D,10,08,15,005,031,250,09000,00249,00047,0448,0000,0,0,0,1
2019-08-20T02:59:25Z,031,U,10,08,15,005,031,250,09000,00250,00047,0468,0000,0,0,0,1
2019-08-20T03:02:58Z,004,D,10,08,15,005,031,250,09000,00251,00047,0446,0000,0,0,0,1
2019-08-20T03:06:38Z,031,U,10,08,15,005,031,250,09000,00252,00047,0467,0000,0,0,0,1
2019-08-20T03:11:07Z,004,D,10,08,15,005,031,250,09000,00253,00047,0446,0000,0,0,0,1
2019-08-20T03:14:54Z,031,U,10,08,15,005,031,250,09000,00254,00047,0467,0000,0,0,0,1
