sampletime,argosid,latitude,longitude,BP,AT,BV,RH,WS,WD,SR,AZ
2019-02-03 15:50:00,,,,,,,,,,,
2019-02-03 16:00:00,,,,,,,,,,,
2019-02-03 16:10:00,,,,,,,,,,,
2019-02-03 16:20:00,,,,,,,,,,,
2019-02-03 16:30:00,,,,,,,,,,,
2019-02-03 16:40:00,,,,,,,,,,,
2019-02-03 16:50:00,,,,,,,,,,,
2019-02-03 17:00:00,28882.0,,,992.9411764705884,4.5,12.0,74.0,4.9,152.4777636594663,49.412539804545965,271.07157983905125
2019-02-03 17:10:00,,,,,,,,,,,
2019-02-03 17:20:00,,,,,,,,,,,
2019-02-03 17:30:00,,,,,,,,,,,
2019-02-03 17:40:00,,,,,,,,,,,
2019-02-03 17:50:00,,,,,,,,,,,
2019-02-03 18:00:00,28882.0,,,992.9411764705884,4.600000000000001,12.0,72.0,5.2,158.1250882394465,71.37366860656637,271.07157983905125
2019-02-03 18:10:00,,,,,,,,,,,
2019-02-03 18:20:00,,,,,,,,,,,
2019-02-03 18:30:00,,,,,,,,,,,
2019-02-03 18:40:00,,,,,,,,,,,
2019-02-03 18:50:00,,,,,,,,,,,
2019-02-03 19:00:00,,,,,,,,,,,
2019-02-03 19:10:00,,,,,,,,,,,
2019-02-03 19:20:00,,,,,,,,,,,
2019-02-03 19:30:00,,,,,,,,,,,
2019-02-03 19:40:00,,,,,,,,,,,
2019-02-03 19:50:00,,,,,,,,,,,
2019-02-03 20:00:00,,,,,,,,,,,
2019-02-03 20:10:00,,,,,,,,,,,
2019-02-03 20:20:00,,,,,,,,,,,
2019-02-03 20:30:00,,,,,,,,,,,
2019-02-03 20:40:00,,,,,,,,,,,
2019-02-03 20:50:00,,,,,,,,,,,
2019-02-03 21:00:00,,,,,,,,,,,
2019-02-03 21:10:00,,,,,,,,,,,
2019-02-03 21:20:00,,,,,,,,,,,
2019-02-03 21:30:00,,,,,,,,,,,
2019-02-03 21:40:00,,,,,,,,,,,
2019-02-03 21:50:00,,,,,,,,,,,
2019-02-03 22:00:00,28882.0,,,994.1176470588236,2.8999999999999986,12.0,77.0,4.6,327.5448256388536,49.412539804545965,271.07157983905125
2019-02-03 22:10:00,,,,,,,,,,,
2019-02-03 22:20:00,,,,,,,,,,,
2019-02-03 22:30:00,,,,,,,,,,,
2019-02-03 22:40:00,,,,,,,,,,,
2019-02-03 22:50:00,,,,,,,,,,,
2019-02-03 23:00:00,,,,,,,,,,,
2019-02-03 23:10:00,,,,,,,,,,,
2019-02-03 23:20:00,,,,,,,,,,,
2019-02-03 23:30:00,,,,,,,,,,,
2019-02-03 23:40:00,,,,,,,,,,,
2019-02-03 23:50:00,,,,,,,,,,,
2019-02-04 00:00:00,28882.0,,,994.1176470588236,0.5,12.0,89.0,4.0,296.4845404489623,282.74953332601297,244.95270365664265
2019-02-04 00:10:00,,,,,,,,,,,
2019-02-04 00:20:00,,,,,,,,,,,
2019-02-04 00:30:00,,,,,,,,,,,
2019-02-04 00:40:00,,,,,,,,,,,
2019-02-04 00:50:00,,,,,,,,,,,
2019-02-04 01:00:00,28882.0,,,994.1176470588236,0.10000000000000142,12.0,90.0,3.2,344.48679937879433,5.490282200505106,276.71890441903145
2019-02-04 01:10:00,,,,,,,,,,,
2019-02-04 01:20:00,,,,,,,,,,,
2019-02-04 01:30:00,,,,,,,,,,,
2019-02-04 01:40:00,,,,,,,,,,,
2019-02-04 01:50:00,,,,,,,,,,,
2019-02-04 02:00:00,28882.0,,,994.1176470588236,-0.3999999999999986,12.0,91.0,3.6,344.48679937879433,0.0,271.07157983905125
2019-02-04 02:10:00,,,,,,,,,,,
2019-02-04 02:20:00,,,,,,,,,,,
2019-02-04 02:30:00,,,,,,,,,,,
2019-02-04 02:40:00,,,,,,,,,,,
2019-02-04 02:50:00,,,,,,,,,,,
2019-02-04 03:00:00,,,,,,,,,,,
2019-02-04 03:10:00,,,,,,,,,,,
2019-02-04 03:20:00,,,,,,,,,,,
2019-02-04 03:30:00,,,,,,,,,,,
2019-02-04 03:40:00,,,,,,,,,,,
2019-02-04 03:50:00,,,,,,,,,,,
2019-02-04 04:00:00,28882.0,,,994.1176470588236,-0.20000000000000284,12.0,92.0,2.6,317.66200762388814,0.0,271.07157983905125
2019-02-04 04:10:00,,,,,,,,,,,
2019-02-04 04:20:00,,,,,,,,,,,
2019-02-04 04:30:00,,,,,,,,,,,
2019-02-04 04:40:00,,,,,,,,,,,
2019-02-04 04:50:00,,,,,,,,,,,
2019-02-04 05:00:00,28882.0,,,994.1176470588236,-0.20000000000000284,12.0,90.0,2.6,317.66200762388814,0.0,271.07157983905125
2019-02-04 05:10:00,,,,,,,,,,,
2019-02-04 05:20:00,,,,,,,,,,,
2019-02-04 05:30:00,,,,,,,,,,,
2019-02-04 05:40:00,,,,,,,,,,,
2019-02-04 05:50:00,,,,,,,,,,,
2019-02-04 06:00:00,28882.0,,,994.1176470588236,,,,,,,
2019-02-04 06:10:00,,,,,,,,,,,
2019-02-04 06:20:00,,,,,,,,,,,
2019-02-04 06:30:00,,,,,,,,,,,
2019-02-04 06:40:00,,,,,,,,,,,
2019-02-04 06:50:00,,,,,,,,,,,
2019-02-04 07:00:00,,,,,,,,,,,
2019-02-04 07:10:00,,,,,,,,,,,
2019-02-04 07:20:00,,,,,,,,,,,
2019-02-04 07:30:00,,,,,,,,,,,
2019-02-04 07:40:00,,,,,,,,,,,
2019-02-04 07:50:00,,,,,,,,,,,
2019-02-04 08:00:00,,,,,,,,,,,
2019-02-04 08:10:00,,,,,,,,,,,
2019-02-04 08:20:00,,,,,,,,,,,
2019-02-04 08:30:00,,,,,,,,,,,
2019-02-04 08:40:00,,,,,,,,,,,
2019-02-04 08:50:00,,,,,,,,,,,
2019-02-04 09:00:00,,,,,,,,,,,
2019-02-04 09:10:00,,,,,,,,,,,
2019-02-04 09:20:00,,,,,,,,,,,
2019-02-04 09:30:00,,,,,,,,,,,
2019-02-04 09:40:00,,,,,,,,,,,
2019-02-04 09:50:00,,,,,,,,,,,
2019-02-04 10:00:00,,,,,,,,,,,
2019-02-04 10:10:00,,,,,,,,,,,
2019-02-04 10:20:00,,,,,,,,,,,
2019-02-04 10:30:00,,,,,,,,,,,
2019-02-04 10:40:00,,,,,,,,,,,
2019-02-04 10:50:00,,,,,,,,,,,
2019-02-04 11:00:00,,,,,,,,,,,
2019-02-04 11:10:00,,,,,,,,,,,
2019-02-04 11:20:00,,,,,,,,,,,
2019-02-04 11:30:00,,,,,,,,,,,
2019-02-04 11:40:00,,,,,,,,,,,
2019-02-04 11:50:00,,,,,,,,,,,
2019-02-04 12:00:00,28882.0,,,995.8823529411766,-1.4000000000000021,12.0,94.0,4.3,321.1915854863758,0.0,271.07157983905125
2019-02-04 12:10:00,,,,,,,,,,,
2019-02-04 12:20:00,,,,,,,,,,,
2019-02-04 12:30:00,,,,,,,,,,,
2019-02-04 12:40:00,,,,,,,,,,,
2019-02-04 12:50:00,,,,,,,,,,,
2019-02-04 13:00:00,,,,,,,,,,,
2019-02-04 13:10:00,,,,,,,,,,,
2019-02-04 13:20:00,,,,,,,,,,,
2019-02-04 13:30:00,,,,,,,,,,,
2019-02-04 13:40:00,,,,,,,,,,,
2019-02-04 13:50:00,,,,,,,,,,,
2019-02-04 14:00:00,28882.0,,,998.8235294117646,-3.1000000000000014,12.0,95.0,7.2,327.5448256388536,0.0,271.07157983905125
2019-02-04 14:10:00,,,,,,,,,,,
2019-02-04 14:20:00,,,,,,,,,,,
2019-02-04 14:30:00,,,,,,,,,,,
2019-02-04 14:40:00,,,,,,,,,,,
2019-02-04 14:50:00,,,,,,,,,,,
2019-02-04 15:00:00,,,,,,,,,,,
2019-02-04 15:10:00,,,,,,,,,,,
2019-02-04 15:20:00,,,,,,,,,,,
2019-02-04 15:30:00,,,,,,,,,,,
2019-02-04 15:40:00,,,,,,,,,,,
2019-02-04 15:50:00,,,,,,,,,,,
2019-02-04 16:00:00,28882.0,47.68413,122.26158,1000.0,-4.0,12.0,95.0,7.7,343.07496823379915,10.980564401010213,271.07157983905125
2019-02-04 16:10:00,,,,,,,,,,,
2019-02-04 16:20:00,,,,,,,,,,,
2019-02-04 16:30:00,,,,,,,,,,,
2019-02-04 16:40:00,,,,,,,,,,,
2019-02-04 16:50:00,,,,,,,,,,,
2019-02-04 17:00:00,,,,,,,,,,,
2019-02-04 17:10:00,,,,,,,,,,,
2019-02-04 17:20:00,,,,,,,,,,,
2019-02-04 17:30:00,,,,,,,,,,,
2019-02-04 17:40:00,,,,,,,,,,,
2019-02-04 17:50:00,,,,,,,,,,,
2019-02-04 18:00:00,28882.0,,,1002.3529411764706,-4.0,12.0,90.0,8.4,341.66313708880415,65.88338640606128,271.07157983905125
2019-02-04 18:10:00,,,,,,,,,,,
2019-02-04 18:20:00,,,,,,,,,,,
2019-02-04 18:30:00,,,,,,,,,,,
2019-02-04 18:40:00,,,,,,,,,,,
2019-02-04 18:50:00,,,,,,,,,,,
2019-02-04 19:00:00,,,,,,,,,,,
2019-02-04 19:10:00,,,,,,,,,,,
2019-02-04 19:20:00,,,,,,,,,,,
2019-02-04 19:30:00,,,,,,,,,,,
2019-02-04 19:40:00,,,,,,,,,,,
2019-02-04 19:50:00,,,,,,,,,,,
2019-02-04 20:00:00,28882.0,,,1002.3529411764706,-3.3999999999999986,14.0,82.0,6.8,350.13412395877447,164.7084660151532,271.07157983905125
2019-02-04 20:10:00,,,,,,,,,,,
2019-02-04 20:20:00,,,,,,,,,,,
2019-02-04 20:30:00,,,,,,,,,,,
2019-02-04 20:40:00,,,,,,,,,,,
2019-02-04 20:50:00,,,,,,,,,,,
2019-02-04 21:00:00,,,,,,,,,,,
2019-02-04 21:10:00,,,,,,,,,,,
2019-02-04 21:20:00,,,,,,,,,,,
2019-02-04 21:30:00,,,,,,,,,,,
2019-02-04 21:40:00,,,,,,,,,,,
2019-02-04 21:50:00,,,,,,,,,,,
2019-02-04 22:00:00,,,,,,,,,,,
2019-02-04 22:10:00,,,,,,,,,,,
2019-02-04 22:20:00,,,,,,,,,,,
2019-02-04 22:30:00,,,,,,,,,,,
2019-02-04 22:40:00,,,,,,,,,,,
2019-02-04 22:50:00,,,,,,,,,,,
2019-02-04 23:00:00,,,,,,,,,,,
2019-02-04 23:10:00,,,,,,,,,,,
2019-02-04 23:20:00,,,,,,,,,,,
2019-02-04 23:30:00,,,,,,,,,,,
2019-02-04 23:40:00,,,,,,,,,,,
2019-02-04 23:50:00,,,,,,,,,,,
2019-02-05 00:00:00,28882.0,,,1003.529411764706,-2.299999999999997,12.0,69.0,5.6,358.6051108287448,65.88338640606128,271.07157983905125
2019-02-05 00:10:00,,,,,,,,,,,
2019-02-05 00:20:00,,,,,,,,,,,
2019-02-05 00:30:00,,,,,,,,,,,
2019-02-05 00:40:00,,,,,,,,,,,
2019-02-05 00:50:00,,,,,,,,,,,
2019-02-05 01:00:00,,,,,,,,,,,
2019-02-05 01:10:00,,,,,,,,,,,
2019-02-05 01:20:00,,,,,,,,,,,
2019-02-05 01:30:00,,,,,,,,,,,
2019-02-05 01:40:00,,,,,,,,,,,
2019-02-05 01:50:00,,,,,,,,,,,
2019-02-05 02:00:00,28882.0,,,1003.529411764706,-2.200000000000003,13.0,70.0,5.9,352.95778624876465,0.0,271.07157983905125
2019-02-05 02:10:00,,,,,,,,,,,
2019-02-05 02:20:00,,,,,,,,,,,
2019-02-05 02:30:00,,,,,,,,,,,
2019-02-05 02:40:00,,,,,,,,,,,
2019-02-05 02:50:00,,,,,,,,,,,
2019-02-05 03:00:00,28882.0,,,1004.7058823529413,-3.1000000000000014,12.0,72.0,2.4,18.353804884935762,0.0,271.07157983905125
2019-02-05 03:10:00,,,,,,,,,,,
2019-02-05 03:20:00,,,,,,,,,,,
2019-02-05 03:30:00,,,,,,,,,,,
2019-02-05 03:40:00,,,,,,,,,,,
2019-02-05 03:50:00,,,,,,,,,,,
2019-02-05 04:00:00,28882.0,,,1004.7058823529413,-3.3999999999999986,12.0,72.0,3.3,5.647324579980234,0.0,271.07157983905125
2019-02-05 04:10:00,,,,,,,,,,,
2019-02-05 04:20:00,,,,,,,,,,,
2019-02-05 04:30:00,,,,,,,,,,,
2019-02-05 04:40:00,,,,,,,,,,,
2019-02-05 04:50:00,,,,,,,,,,,
2019-02-05 05:00:00,28882.0,,,1004.7058823529413,-3.5,12.0,73.0,2.9,14.118311449950586,0.0,271.07157983905125
2019-02-05 05:10:00,,,,,,,,,,,
2019-02-05 05:20:00,,,,,,,,,,,
2019-02-05 05:30:00,,,,,,,,,,,
2019-02-05 05:40:00,,,,,,,,,,,
2019-02-05 05:50:00,,,,,,,,,,,
2019-02-05 06:00:00,,,,,,,,,,,
2019-02-05 06:10:00,,,,,,,,,,,
2019-02-05 06:20:00,,,,,,,,,,,
2019-02-05 06:30:00,,,,,,,,,,,
2019-02-05 06:40:00,,,,,,,,,,,
2019-02-05 06:50:00,,,,,,,,,,,
2019-02-05 07:00:00,28882.0,,,1009.4117647058824,-7.299999999999998,12.0,92.0,0.5,213.18650289425383,,271.07157983905125
2019-02-05 07:10:00,,,,,,,,,,,
2019-02-05 07:20:00,,,,,,,,,,,
2019-02-05 07:30:00,,,,,,,,,,,
2019-02-05 07:40:00,,,,,,,,,,,
2019-02-05 07:50:00,,,,,,,,,,,
2019-02-05 08:00:00,,,,,,,,,,,
2019-02-05 08:10:00,,,,,,,,,,,
2019-02-05 08:20:00,,,,,,,,,,,
2019-02-05 08:30:00,,,,,,,,,,,
2019-02-05 08:40:00,,,,,,,,,,,
2019-02-05 08:50:00,,,,,,,,,,,
2019-02-05 09:00:00,,,,,,,,,,,
2019-02-05 09:10:00,,,,,,,,,,,
2019-02-05 09:20:00,,,,,,,,,,,
2019-02-05 09:30:00,,,,,,,,,,,
2019-02-05 09:40:00,,,,,,,,,,,
2019-02-05 09:50:00,,,,,,,,,,,
2019-02-05 10:00:00,,,,,,,,,,,
2019-02-05 10:10:00,,,,,,,,,,,
2019-02-05 10:20:00,,,,,,,,,,,
2019-02-05 10:30:00,,,,,,,,,,,
2019-02-05 10:40:00,,,,,,,,,,,
2019-02-05 10:50:00,,,,,,,,,,,
2019-02-05 11:00:00,,,,,,,,,,,
2019-02-05 11:10:00,,,,,,,,,,,
2019-02-05 11:20:00,,,,,,,,,,,
2019-02-05 11:30:00,,,,,,,,,,,
2019-02-05 11:40:00,,,,,,,,,,,
2019-02-05 11:50:00,,,,,,,,,,,
2019-02-05 12:00:00,28882.0,,,1007.0588235294116,-6.200000000000002,12.0,90.0,1.6,293.6608781589722,0.0,271.07157983905125
2019-02-05 12:10:00,,,,,,,,,,,
2019-02-05 12:20:00,,,,,,,,,,,
2019-02-05 12:30:00,,,,,,,,,,,
2019-02-05 12:40:00,,,,,,,,,,,
2019-02-05 12:50:00,,,,,,,,,,,
2019-02-05 13:00:00,28882.0,,,1008.2352941176473,-7.100000000000001,12.0,91.0,0.7,293.6608781589722,,271.07157983905125
2019-02-05 13:10:00,,,,,,,,,,,
2019-02-05 13:20:00,,,,,,,,,,,
2019-02-05 13:30:00,,,,,,,,,,,
2019-02-05 13:40:00,,,,,,,,,,,
2019-02-05 13:50:00,,,,,,,,,,,
2019-02-05 14:00:00,28882.0,,,1008.2352941176473,-6.200000000000002,12.0,92.0,1.7,302.1318650289425,0.0,271.07157983905125
2019-02-05 14:10:00,,,,,,,,,,,
2019-02-05 14:20:00,,,,,,,,,,,
2019-02-05 14:30:00,,,,,,,,,,,
2019-02-05 14:40:00,,,,,,,,,,,
2019-02-05 14:50:00,,,,,,,,,,,
2019-02-05 15:00:00,28882.0,,,1009.4117647058824,,12.0,92.0,0.5,213.18650289425383,,180.71438655936748
2019-02-05 15:10:00,,,,,,,,,,,
2019-02-05 15:20:00,,,,,,,,,,,
2019-02-05 15:30:00,,,,,,,,,,,
2019-02-05 15:40:00,,,,,,,,,,,
2019-02-05 15:50:00,,,,,,,,,,,
2019-02-05 16:00:00,28882.0,,,1009.4117647058824,-7.100000000000001,12.0,93.0,0.7,254.12960609911053,21.961128802020426,271.07157983905125
2019-02-05 16:10:00,,,,,,,,,,,
2019-02-05 16:20:00,,,,,,,,,,,
2019-02-05 16:30:00,,,,,,,,,,,
2019-02-05 16:40:00,,,,,,,,,,,
2019-02-05 16:50:00,,,,,,,,,,,
2019-02-05 17:00:00,28882.0,47.68406,122.2624,1010.5882352941176,-5.200000000000003,12.0,93.0,0.3,357.19327968374984,126.27649061161743,271.07157983905125
2019-02-05 17:10:00,,,,,,,,,,,
2019-02-05 17:20:00,,,,,,,,,,,
2019-02-05 17:30:00,,,,,,,,,,,
2019-02-05 17:40:00,,,,,,,,,,,
2019-02-05 17:50:00,,,,,,,,,,,
2019-02-05 18:00:00,28882.0,,,1010.5882352941176,-3.3999999999999986,12.0,90.0,1.9,331.7803190738388,362.358625233337,271.07157983905125
2019-02-05 18:10:00,,,,,,,,,,,
2019-02-05 18:20:00,,,,,,,,,,,
2019-02-05 18:30:00,,,,,,,,,,,
2019-02-05 18:40:00,,,,,,,,,,,
2019-02-05 18:50:00,,,,,,,,,,,
2019-02-05 19:00:00,28882.0,47.68406,122.2624,1011.7647058823527,-1.2000000000000028,12.0,78.0,1.4,324.72116334886346,411.7711650378829,271.07157983905125
2019-02-05 19:10:00,,,,,,,,,,,
2019-02-05 19:20:00,,,,,,,,,,,
2019-02-05 19:30:00,,,,,,,,,,,
2019-02-05 19:40:00,,,,,,,,,,,
2019-02-05 19:50:00,,,,,,,,,,,
2019-02-05 20:00:00,28882.0,,,1009.4117647058824,-7.100000000000001,12.0,93.0,2.3,254.12960609911053,21.961128802020426,271.07157983905125
