DT,U,USD,V,VSD
2019-04-27T14:30:00Z,-06.0,0.0,-02.4,0.0
2019-04-27T14:40:00Z,-05.7,0.0,-02.3,0.0
2019-04-27T14:50:00Z,-07.0,0.0,-02.1,0.0
2019-04-27T15:00:00Z,-06.3,0.0,-02.0,0.0
2019-04-27T15:10:00Z,-06.4,0.0,-01.8,0.0
2019-04-27T15:20:00Z,-06.3,0.0,-01.6,0.0
2019-04-27T15:30:00Z,-05.9,0.0,-02.0,0.0
2019-04-27T15:40:00Z,-05.6,0.0,-02.3,0.0
2019-04-27T15:50:00Z,-05.8,0.0,-02.3,0.0
2019-04-27T16:00:00Z,-05.4,0.0,-02.7,0.0
2019-04-27T16:10:00Z,-05.7,0.0,-02.4,0.0
2019-04-27T16:20:00Z,-06.0,0.0,-02.5,0.0
2019-04-27T16:30:00Z,-06.6,0.0,-02.6,0.0
2019-04-27T16:40:00Z,-05.9,0.0,-02.2,0.0
2019-04-27T16:50:00Z,-07.2,0.0,-02.4,0.0
2019-04-27T17:00:00Z,-06.4,0.0,-01.9,0.0
2019-04-27T17:10:00Z,-06.5,0.0,-01.9,0.0
2019-04-27T17:20:00Z,-06.6,0.0,-02.0,0.0
2019-04-27T17:30:00Z,-06.6,0.0,-02.2,0.0
2019-04-27T17:40:00Z,-07.5,0.0,-02.5,0.0
2019-04-27T17:50:00Z,-06.5,0.0,-02.3,0.0
2019-04-27T18:00:00Z,-06.8,0.0,-02.0,0.0
2019-04-27T18:10:00Z,-07.5,0.0,-02.2,0.0
2019-04-27T18:20:00Z,-08.2,0.0,-02.0,0.0
2019-04-27T18:30:00Z,-08.9,0.0,-01.4,0.0
2019-04-27T18:40:00Z,-08.2,0.0,-01.9,0.0
2019-04-27T18:50:00Z,-07.7,0.0,-02.6,0.0
2019-04-27T19:00:00Z,-08.1,0.0,-02.2,0.0
2019-04-27T19:10:00Z,-08.0,0.0,-02.4,0.0
2019-04-27T19:20:00Z,-08.0,0.0,-02.5,0.0
2019-04-27T19:30:00Z,-08.0,0.0,-02.6,0.0
2019-04-27T19:40:00Z,-07.8,0.0,-02.5,0.0
2019-04-27T19:50:00Z,-07.6,0.0,-02.3,0.0
2019-04-27T20:00:00Z,-07.5,0.0,-02.2,0.0
2019-04-27T20:10:00Z,-07.3,0.0,-01.9,0.0
2019-04-27T20:20:00Z,-07.2,0.0,-01.7,0.0
2019-04-27T20:30:00Z,-06.4,0.0,-01.8,0.0
2019-04-27T20:40:00Z,-07.6,0.0,-02.4,0.0
2019-04-27T20:50:00Z,-06.8,0.0,-02.2,0.0
2019-04-27T21:00:00Z,-07.3,0.0,-02.2,0.0
2019-04-27T21:10:00Z,-07.2,0.0,-02.2,0.0
2019-04-27T21:20:00Z,-07.4,0.0,-01.8,0.0
2019-04-27T21:30:00Z,-07.3,0.0,-01.6,0.0
2019-04-27T21:40:00Z,-07.0,0.0,-01.0,0.0
2019-04-27T21:50:00Z,-07.1,0.0,-00.9,0.0
2019-04-27T22:00:00Z,-07.2,0.0,-01.0,0.0
2019-04-27T22:10:00Z,-06.4,0.0,-01.1,0.0
2019-04-27T22:20:00Z,-07.0,0.0,-01.0,0.0
2019-04-27T22:30:00Z,-06.7,0.0,-00.8,0.0
2019-04-27T22:40:00Z,-06.4,0.0,-00.9,0.0
2019-04-27T22:50:00Z,-06.7,0.0,-01.0,0.0
2019-04-27T23:00:00Z,-06.2,0.0,-01.2,0.0
2019-04-27T23:10:00Z,-06.2,0.0,-01.4,0.0
2019-04-27T23:20:00Z,-06.0,0.0,-01.6,0.0
2019-04-27T23:30:00Z,-06.2,0.0,-01.8,0.0
2019-04-27T23:40:00Z,-06.2,0.0,-01.6,0.0
2019-04-27T23:50:00Z,-06.4,0.0,-01.5,0.0
2019-04-28T00:00:00Z,-06.5,0.0,-02.1,0.0
2019-04-28T00:10:00Z,-06.8,0.0,-01.7,0.0
2019-04-28T00:20:00Z,-06.4,0.0,-01.8,0.0
2019-04-28T00:30:00Z,-06.3,0.0,-01.9,0.0
2019-04-28T00:40:00Z,-06.3,0.0,-01.9,0.0
2019-04-28T00:50:00Z,-06.2,0.0,-02.0,0.0
2019-04-28T01:00:00Z,-06.3,0.0,-02.3,0.0
2019-04-28T01:10:00Z,-06.4,0.0,-02.2,0.0
2019-04-28T01:20:00Z,-06.3,0.0,-01.9,0.0
2019-04-28T01:30:00Z,-06.6,0.0,-02.1,0.0
2019-04-28T01:40:00Z,-06.7,0.0,-01.9,0.0
2019-04-28T01:50:00Z,-06.8,0.0,-01.9,0.0
2019-04-28T02:00:00Z,-06.3,0.0,-02.1,0.0
2019-04-28T02:10:00Z,-06.1,0.0,-01.9,0.0
2019-04-28T02:20:00Z,-06.6,0.0,-01.8,0.0
2019-04-28T02:30:00Z,-06.4,0.0,-01.8,0.0
2019-04-28T02:40:00Z,-06.5,0.0,-02.0,0.0
2019-04-28T02:50:00Z,-06.9,0.0,-01.8,0.0
2019-04-28T03:00:00Z,-06.6,0.0,-01.1,0.0
2019-04-28T03:10:00Z,-06.7,0.0,-01.1,0.0
2019-04-28T03:20:00Z,-06.7,0.0,-01.2,0.0
2019-04-28T03:30:00Z,-06.5,0.0,-01.0,0.0
2019-04-28T03:40:00Z,-07.0,0.0,-01.7,0.0
2019-04-28T03:50:00Z,-06.4,0.0,-01.1,0.0
2019-04-28T04:00:00Z,-06.2,0.0,-01.3,0.0
2019-04-28T04:10:00Z,-06.3,0.0,-01.1,0.0
2019-04-28T04:20:00Z,-05.8,0.0,-01.3,0.0
2019-04-28T04:30:00Z,-06.1,0.0,-01.3,0.0
2019-04-28T04:40:00Z,-06.0,0.0,-01.3,0.0
2019-04-28T04:50:00Z,-06.1,0.0,-01.4,0.0
2019-04-28T05:00:00Z,-06.1,0.0,-01.4,0.0
2019-04-28T05:10:00Z,-06.1,0.0,-01.2,0.0
2019-04-28T05:20:00Z,-06.1,0.0,-01.1,0.0
2019-04-28T05:30:00Z,-06.4,0.0,-01.4,0.0
2019-04-28T05:40:00Z,-06.5,0.0,-01.3,0.0
2019-04-28T05:50:00Z,-06.0,0.0,-01.2,0.0
2019-04-28T06:00:00Z,-06.2,0.0,-01.3,0.0
2019-04-28T06:10:00Z,-06.6,0.0,-01.4,0.0
2019-04-28T06:20:00Z,-06.2,0.0,-01.3,0.0
2019-04-28T06:30:00Z,-06.2,0.0,-01.4,0.0
2019-04-28T06:40:00Z,-06.0,0.0,-01.2,0.0
2019-04-28T06:50:00Z,-05.7,0.0,-01.1,0.0
2019-04-28T07:00:00Z,-05.7,0.0,-01.0,0.0
2019-04-28T07:10:00Z,-05.9,0.0,-01.2,0.0
2019-04-28T07:20:00Z,-06.0,0.0,-01.4,0.0
2019-04-28T07:30:00Z,-05.6,0.0,-01.1,0.0
2019-04-28T07:40:00Z,-05.7,0.0,-00.5,0.0
2019-04-28T07:50:00Z,-06.1,0.0,-00.7,0.0
2019-04-28T08:00:00Z,-05.9,0.0,-00.7,0.0
2019-04-28T08:10:00Z,-05.5,0.0,-00.8,0.0
2019-04-28T08:20:00Z,-05.7,0.0,-00.9,0.0
2019-04-28T08:30:00Z,-05.8,0.0,-01.0,0.0
2019-04-28T08:40:00Z,-06.0,0.0,-00.7,0.0
2019-04-28T08:50:00Z,-06.0,0.0,-01.0,0.0
2019-04-28T09:00:00Z,-06.5,0.0,-00.9,0.0
2019-04-28T09:10:00Z,-06.3,0.0,-00.9,0.0
2019-04-28T09:20:00Z,-06.5,0.0,-01.2,0.0
2019-04-28T09:30:00Z,-06.5,0.0,-01.6,0.0
2019-04-28T09:40:00Z,-05.9,0.0,-01.0,0.0
2019-04-28T09:50:00Z,-06.0,0.0,-00.8,0.0
2019-04-28T10:00:00Z,-05.4,0.0,-00.8,0.0
2019-04-28T10:10:00Z,-05.3,0.0,-00.5,0.0
2019-04-28T10:20:00Z,-04.9,0.0,-00.8,0.0
2019-04-28T10:30:00Z,-05.1,0.0,-00.6,0.0
2019-04-28T10:40:00Z,-04.7,0.0,-00.3,0.0
2019-04-28T10:50:00Z,-04.7,0.0,-00.5,0.0
2019-04-28T11:00:00Z,-04.4,0.0,-00.5,0.0
2019-04-28T11:10:00Z,-04.6,0.0,-00.3,0.0
2019-04-28T11:20:00Z,-04.4,0.0,-00.3,0.0
2019-04-28T11:30:00Z,-04.4,0.0,-00.1,0.0
2019-04-28T11:40:00Z,-04.4,0.0,-00.2,0.0
2019-04-28T11:50:00Z,-04.3,0.0,-00.1,0.0
2019-04-28T12:00:00Z,-04.2,0.0,-00.1,0.0
2019-04-28T12:10:00Z,-04.6,0.0,000.1,0.0
2019-04-28T12:20:00Z,-04.3,0.0,000.1,0.0
2019-04-28T12:30:00Z,-04.3,0.0,000.3,0.0
2019-04-28T12:40:00Z,-04.0,0.0,000.3,0.0
2019-04-28T12:50:00Z,-04.2,0.0,000.2,0.0
2019-04-28T13:00:00Z,-04.3,0.0,000.3,0.0
2019-04-28T13:10:00Z,-04.1,0.0,000.4,0.0
2019-04-28T13:20:00Z,-04.0,0.0,000.9,0.0
2019-04-28T13:30:00Z,-03.5,0.0,000.8,0.0
2019-04-28T13:40:00Z,-02.9,0.0,000.8,0.0
2019-04-28T13:50:00Z,-03.2,0.0,000.7,0.0
2019-04-28T14:00:00Z,-03.0,0.0,000.6,0.0
2019-04-28T14:10:00Z,-02.8,0.0,000.4,0.0
2019-04-28T14:20:00Z,-02.8,0.0,000.3,0.0
2019-04-28T14:30:00Z,-02.7,0.0,000.2,0.0
2019-04-28T14:40:00Z,-03.0,0.0,000.0,0.0
2019-04-28T14:50:00Z,-03.4,0.0,-00.3,0.0
2019-04-28T15:00:00Z,-04.0,0.0,-00.5,0.0
2019-04-28T15:10:00Z,-03.9,0.0,-00.4,0.0
2019-04-28T15:20:00Z,-04.0,0.0,-00.7,0.0
2019-04-28T15:30:00Z,-04.6,0.0,-00.6,0.0
2019-04-28T15:40:00Z,-04.9,0.0,-00.8,0.0
2019-04-28T15:50:00Z,-05.6,0.0,-00.9,0.0
2019-04-28T16:00:00Z,-05.5,0.0,-00.7,0.0
2019-04-28T16:10:00Z,-05.6,0.0,-00.6,0.0
2019-04-28T16:20:00Z,-05.7,0.0,-00.7,0.0
2019-04-28T16:30:00Z,-05.6,0.0,-00.9,0.0
2019-04-28T16:40:00Z,-05.5,0.0,-00.9,0.0
2019-04-28T16:50:00Z,-05.5,0.0,-00.8,0.0
