sampletime,argosid,latitude,longitude,BP,AT,BV,RH,WS,WD,SR,AZ
2019-04-25 21:30:00,,,,,,,,,,,
2019-04-25 21:40:00,,,,,,,,,,,
2019-04-25 21:50:00,,,,,,,,,,,
2019-04-25 22:00:00,,,,,,,,,,,
2019-04-25 22:10:00,,,,,,,,,,,
2019-04-25 22:20:00,,,,,,,,,,,
2019-04-25 22:30:00,,,,,,,,,,,
2019-04-25 22:40:00,,,,,,,,,,,
2019-04-25 22:50:00,,,,,,,,,,,
2019-04-25 23:00:00,,,,,,,,,,,
2019-04-25 23:10:00,,,,,,,,,,,
2019-04-25 23:20:00,,,,,,,,,,,
2019-04-25 23:30:00,,,,,,,,,,,
2019-04-25 23:40:00,,,,,,,,,,,
2019-04-25 23:50:00,,,,,,,,,,,
2019-04-26 00:00:00,,,,,,,,,,,
2019-04-26 00:10:00,,,,,,,,,,,
2019-04-26 00:20:00,,,,,,,,,,,
2019-04-26 00:30:00,,,,,,,,,,,
2019-04-26 00:40:00,,,,,,,,,,,
2019-04-26 00:50:00,,,,,,,,,,,
2019-04-26 01:00:00,,,,,,,,,,,
2019-04-26 01:10:00,,,,,,,,,,,
2019-04-26 01:20:00,,,,,,,,,,,
2019-04-26 01:30:00,,,,,,,,,,,
2019-04-26 01:40:00,,,,,,,,,,,
2019-04-26 01:50:00,,,,,,,,,,,
2019-04-26 02:00:00,,,,,,,,,,,
2019-04-26 02:10:00,,,,,,,,,,,
2019-04-26 02:20:00,,,,,,,,,,,
2019-04-26 02:30:00,,,,,,,,,,,
2019-04-26 02:40:00,,,,,,,,,,,
2019-04-26 02:50:00,,,,,,,,,,,
2019-04-26 03:00:00,28882.0,56.87050000000001,164.05450000000002,1025.8823529411766,2.700000000000003,14.0,55.0,4.1,9.882818014965407,433.73229383990343,271.07157983905125
2019-04-26 03:10:00,,,,,,,,,,,
2019-04-26 03:20:00,,,,,,,,,,,
2019-04-26 03:30:00,,,,,,,,,,,
2019-04-26 03:40:00,,,,,,,,,,,
2019-04-26 03:50:00,,,,,,,,,,,
2019-04-26 04:00:00,28882.0,56.875,164.07,1025.8823529411766,2.799999999999997,14.0,56.0,4.3,14.118311449950586,285.4946744262656,271.07157983905125
2019-04-26 04:10:00,,,,,,,,,,,
2019-04-26 04:20:00,,,,,,,,,,,
2019-04-26 04:30:00,,,,,,,,,,,
2019-04-26 04:40:00,,,,,,,,,,,
2019-04-26 04:50:00,,,,,,,,,,,
2019-04-26 05:00:00,28882.0,56.875,164.07,1027.0588235294117,2.6000000000000014,14.0,61.0,5.2,11.294649159960468,109.80564401010211,271.07157983905125
2019-04-26 05:10:00,,,,,,,,,,,
2019-04-26 05:20:00,,,,,,,,,,,
2019-04-26 05:30:00,,,,,,,,,,,
2019-04-26 05:40:00,,,,,,,,,,,
2019-04-26 05:50:00,,,,,,,,,,,
2019-04-26 06:00:00,28882.0,56.875,164.075,1027.0588235294117,2.1000000000000014,14.0,64.0,5.1,5.647324579980234,21.961128802020426,271.07157983905125
2019-04-26 06:10:00,,,,,,,,,,,
2019-04-26 06:20:00,,,,,,,,,,,
2019-04-26 06:30:00,,,,,,,,,,,
2019-04-26 06:40:00,,,,,,,,,,,
2019-04-26 06:50:00,,,,,,,,,,,
2019-04-26 07:00:00,,,,,,,,,,,
2019-04-26 07:10:00,,,,,,,,,,,
2019-04-26 07:20:00,,,,,,,,,,,
2019-04-26 07:30:00,,,,,,,,,,,
2019-04-26 07:40:00,,,,,,,,,,,
2019-04-26 07:50:00,,,,,,,,,,,
2019-04-26 08:00:00,,,,,,,,,,,
2019-04-26 08:10:00,,,,,,,,,,,
2019-04-26 08:20:00,,,,,,,,,,,
2019-04-26 08:30:00,,,,,,,,,,,
2019-04-26 08:40:00,,,,,,,,,,,
2019-04-26 08:50:00,,,,,,,,,,,
2019-04-26 09:00:00,,,,,,,,,,,
2019-04-26 09:10:00,,,,,,,,,,,
2019-04-26 09:20:00,,,,,,,,,,,
2019-04-26 09:30:00,,,,,,,,,,,
2019-04-26 09:40:00,,,,,,,,,,,
2019-04-26 09:50:00,,,,,,,,,,,
2019-04-26 10:00:00,,,,,,,,,,,
2019-04-26 10:10:00,,,,,,,,,,,
2019-04-26 10:20:00,,,,,,,,,,,
2019-04-26 10:30:00,,,,,,,,,,,
2019-04-26 10:40:00,,,,,,,,,,,
2019-04-26 10:50:00,,,,,,,,,,,
2019-04-26 11:00:00,,,,,,,,,,,
2019-04-26 11:10:00,,,,,,,,,,,
2019-04-26 11:20:00,,,,,,,,,,,
2019-04-26 11:30:00,,,,,,,,,,,
2019-04-26 11:40:00,,,,,,,,,,,
2019-04-26 11:50:00,,,,,,,,,,,
2019-04-26 12:00:00,,,,,,,,,,,
2019-04-26 12:10:00,,,,,,,,,,,
2019-04-26 12:20:00,,,,,,,,,,,
2019-04-26 12:30:00,,,,,,,,,,,
2019-04-26 12:40:00,,,,,,,,,,,
2019-04-26 12:50:00,,,,,,,,,,,
2019-04-26 13:00:00,,,,,,,,,,,
2019-04-26 13:10:00,,,,,,,,,,,
2019-04-26 13:20:00,,,,,,,,,,,
2019-04-26 13:30:00,,,,,,,,,,,
2019-04-26 13:40:00,,,,,,,,,,,
2019-04-26 13:50:00,,,,,,,,,,,
2019-04-26 14:00:00,,,,,,,,,,,
2019-04-26 14:10:00,,,,,,,,,,,
2019-04-26 14:20:00,,,,,,,,,,,
2019-04-26 14:30:00,,,,,,,,,,,
2019-04-26 14:40:00,,,,,,,,,,,
2019-04-26 14:50:00,,,,,,,,,,,
2019-04-26 15:00:00,28882.0,56.868500000000004,164.06400000000002,1025.8823529411766,2.299999999999997,13.0,76.0,1.0,77.65071297472822,0.0,271.07157983905125
2019-04-26 15:10:00,,,,,,,,,,,
2019-04-26 15:20:00,,,,,,,,,,,
2019-04-26 15:30:00,,,,,,,,,,,
2019-04-26 15:40:00,,,,,,,,,,,
2019-04-26 15:50:00,,,,,,,,,,,
2019-04-26 16:00:00,28882.0,56.868500000000004,164.06400000000002,1025.8823529411766,2.3999999999999986,13.0,71.0,2.2,80.47437526471833,32.94169320303064,271.07157983905125
2019-04-26 16:10:00,,,,,,,,,,,
2019-04-26 16:20:00,,,,,,,,,,,
2019-04-26 16:30:00,,,,,,,,,,,
2019-04-26 16:40:00,,,,,,,,,,,
2019-04-26 16:50:00,,,,,,,,,,,
2019-04-26 17:00:00,28882.0,56.868,164.06900000000005,1025.8823529411766,3.1000000000000014,13.0,66.0,3.6,104.47550472963431,175.6890304161634,271.07157983905125
2019-04-26 17:10:00,,,,,,,,,,,
2019-04-26 17:20:00,,,,,,,,,,,
2019-04-26 17:30:00,,,,,,,,,,,
2019-04-26 17:40:00,,,,,,,,,,,
2019-04-26 17:50:00,,,,,,,,,,,
2019-04-26 18:00:00,28882.0,56.8695,164.06600000000003,1025.8823529411766,3.0,13.0,66.0,4.7,101.6518424396442,323.92664982980125,271.07157983905125
2019-04-26 18:10:00,,,,,,,,,,,
2019-04-26 18:20:00,,,,,,,,,,,
2019-04-26 18:30:00,,,,,,,,,,,
2019-04-26 18:40:00,,,,,,,,,,,
2019-04-26 18:50:00,,,,,,,,,,,
2019-04-26 19:00:00,28882.0,56.8695,164.06600000000003,1027.0588235294117,2.799999999999997,14.0,66.0,4.7,103.06367358463928,461.183704842429,271.07157983905125
2019-04-26 19:10:00,,,,,,,,,,,
2019-04-26 19:20:00,,,,,,,,,,,
2019-04-26 19:30:00,,,,,,,,,,,
2019-04-26 19:40:00,,,,,,,,,,,
2019-04-26 19:50:00,,,,,,,,,,,
2019-04-26 20:00:00,28882.0,56.871,164.063,1027.0588235294117,2.799999999999997,14.0,68.0,5.7,96.00451785966398,581.9699132535412,271.07157983905125
2019-04-26 20:10:00,,,,,,,,,,,
2019-04-26 20:20:00,,,,,,,,,,,
2019-04-26 20:30:00,,,,,,,,,,,
2019-04-26 20:40:00,,,,,,,,,,,
2019-04-26 20:50:00,,,,,,,,,,,
2019-04-26 21:00:00,,,,,,,,,,,
2019-04-26 21:10:00,,,,,,,,,,,
2019-04-26 21:20:00,,,,,,,,,,,
2019-04-26 21:30:00,,,,,,,,,,,
2019-04-26 21:40:00,,,,,,,,,,,
2019-04-26 21:50:00,,,,,,,,,,,
2019-04-26 22:00:00,,,,,,,,,,,
2019-04-26 22:10:00,,,,,,,,,,,
2019-04-26 22:20:00,,,,,,,,,,,
2019-04-26 22:30:00,,,,,,,,,,,
2019-04-26 22:40:00,,,,,,,,,,,
2019-04-26 22:50:00,,,,,,,,,,,
2019-04-26 23:00:00,,,,,,,,,,,
2019-04-26 23:10:00,,,,,,,,,,,
2019-04-26 23:20:00,,,,,,,,,,,
2019-04-26 23:30:00,,,,,,,,,,,
2019-04-26 23:40:00,,,,,,,,,,,
2019-04-26 23:50:00,,,,,,,,,,,
2019-04-27 00:00:00,,,,,,,,,,,
2019-04-27 00:10:00,,,,,,,,,,,
2019-04-27 00:20:00,,,,,,,,,,,
2019-04-27 00:30:00,,,,,,,,,,,
2019-04-27 00:40:00,,,,,,,,,,,
2019-04-27 00:50:00,,,,,,,,,,,
2019-04-27 01:00:00,,,,,,,,,,,
2019-04-27 01:10:00,,,,,,,,,,,
2019-04-27 01:20:00,,,,,,,,,,,
2019-04-27 01:30:00,,,,,,,,,,,
2019-04-27 01:40:00,,,,,,,,,,,
2019-04-27 01:50:00,,,,,,,,,,,
2019-04-27 02:00:00,,,,,,,,,,,
2019-04-27 02:10:00,,,,,,,,,,,
2019-04-27 02:20:00,,,,,,,,,,,
2019-04-27 02:30:00,,,,,,,,,,,
2019-04-27 02:40:00,,,,,,,,,,,
2019-04-27 02:50:00,,,,,,,,,,,
2019-04-27 03:00:00,28882.0,56.875,164.05700000000004,1024.7058823529412,4.0,14.0,67.0,7.8,66.35606381476775,439.22257604040846,271.07157983905125
2019-04-27 03:10:00,,,,,,,,,,,
2019-04-27 03:20:00,,,,,,,,,,,
2019-04-27 03:30:00,,,,,,,,,,,
2019-04-27 03:40:00,,,,,,,,,,,
2019-04-27 03:50:00,,,,,,,,,,,
2019-04-27 04:00:00,28882.0,56.875,164.05700000000004,1024.7058823529412,4.100000000000001,14.0,69.0,8.0,67.76789495976281,301.9655210277808,271.07157983905125
2019-04-27 04:10:00,,,,,,,,,,,
2019-04-27 04:20:00,,,,,,,,,,,
2019-04-27 04:30:00,,,,,,,,,,,
2019-04-27 04:40:00,,,,,,,,,,,
2019-04-27 04:50:00,,,,,,,,,,,
2019-04-27 05:00:00,28882.0,56.875,164.05700000000004,1024.7058823529412,4.0,14.0,72.0,8.5,63.53240152477763,153.72790161414298,271.07157983905125
2019-04-27 05:10:00,,,,,,,,,,,
2019-04-27 05:20:00,,,,,,,,,,,
2019-04-27 05:30:00,,,,,,,,,,,
2019-04-27 05:40:00,,,,,,,,,,,
2019-04-27 05:50:00,,,,,,,,,,,
2019-04-27 06:00:00,,,,,,,,,,,
2019-04-27 06:10:00,,,,,,,,,,,
2019-04-27 06:20:00,,,,,,,,,,,
2019-04-27 06:30:00,,,,,,,,,,,
2019-04-27 06:40:00,,,,,,,,,,,
2019-04-27 06:50:00,,,,,,,,,,,
2019-04-27 07:00:00,,,,,,,,,,,
2019-04-27 07:10:00,,,,,,,,,,,
2019-04-27 07:20:00,,,,,,,,,,,
2019-04-27 07:30:00,,,,,,,,,,,
2019-04-27 07:40:00,,,,,,,,,,,
2019-04-27 07:50:00,,,,,,,,,,,
2019-04-27 08:00:00,,,,,,,,,,,
2019-04-27 08:10:00,,,,,,,,,,,
2019-04-27 08:20:00,,,,,,,,,,,
2019-04-27 08:30:00,,,,,,,,,,,
2019-04-27 08:40:00,,,,,,,,,,,
2019-04-27 08:50:00,,,,,,,,,,,
2019-04-27 09:00:00,,,,,,,,,,,
2019-04-27 09:10:00,,,,,,,,,,,
2019-04-27 09:20:00,,,,,,,,,,,
2019-04-27 09:30:00,,,,,,,,,,,
2019-04-27 09:40:00,,,,,,,,,,,
2019-04-27 09:50:00,,,,,,,,,,,
2019-04-27 10:00:00,,,,,,,,,,,
2019-04-27 10:10:00,,,,,,,,,,,
2019-04-27 10:20:00,,,,,,,,,,,
2019-04-27 10:30:00,,,,,,,,,,,
2019-04-27 10:40:00,,,,,,,,,,,
2019-04-27 10:50:00,,,,,,,,,,,
2019-04-27 11:00:00,,,,,,,,,,,
2019-04-27 11:10:00,,,,,,,,,,,
2019-04-27 11:20:00,,,,,,,,,,,
2019-04-27 11:30:00,,,,,,,,,,,
2019-04-27 11:40:00,,,,,,,,,,,
2019-04-27 11:50:00,,,,,,,,,,,
2019-04-27 12:00:00,,,,,,,,,,,
2019-04-27 12:10:00,,,,,,,,,,,
2019-04-27 12:20:00,,,,,,,,,,,
2019-04-27 12:30:00,,,,,,,,,,,
2019-04-27 12:40:00,,,,,,,,,,,
2019-04-27 12:50:00,,,,,,,,,,,
2019-04-27 13:00:00,,,,,,,,,,,
2019-04-27 13:10:00,,,,,,,,,,,
2019-04-27 13:20:00,,,,,,,,,,,
2019-04-27 13:30:00,,,,,,,,,,,
2019-04-27 13:40:00,,,,,,,,,,,
2019-04-27 13:50:00,,,,,,,,,,,
2019-04-27 14:00:00,,,,,,,,,,,
2019-04-27 14:10:00,,,,,,,,,,,
2019-04-27 14:20:00,,,,,,,,,,,
2019-04-27 14:30:00,,,,,,,,,,,
2019-04-27 14:40:00,,,,,,,,,,,
2019-04-27 14:50:00,,,,,,,,,,,
2019-04-27 15:00:00,,,,,,,,,,,
2019-04-27 15:10:00,,,,,,,,,,,
2019-04-27 15:20:00,,,,,,,,,,,
2019-04-27 15:30:00,,,,,,,,,,,
2019-04-27 15:40:00,,,,,,,,,,,
2019-04-27 15:50:00,,,,,,,,,,,
2019-04-27 16:00:00,,,,,,,,,,,
2019-04-27 16:10:00,,,,,,,,,,,
2019-04-27 16:20:00,,,,,,,,,,,
2019-04-27 16:30:00,,,,,,,,,,,
2019-04-27 16:40:00,,,,,,,,,,,
2019-04-27 16:50:00,,,,,,,,,,,
2019-04-27 17:00:00,,,,,,,,,,,
2019-04-27 17:10:00,,,,,,,,,,,
2019-04-27 17:20:00,,,,,,,,,,,
2019-04-27 17:30:00,,,,,,,,,,,
2019-04-27 17:40:00,,,,,,,,,,,
2019-04-27 17:50:00,,,,,,,,,,,
2019-04-27 18:00:00,28882.0,56.872,164.063,1021.1764705882354,4.299999999999997,13.0,81.0,8.1,70.59155724975292,290.9849566267706,271.07157983905125
2019-04-27 18:10:00,,,,,,,,,,,
2019-04-27 18:20:00,,,,,,,,,,,
2019-04-27 18:30:00,,,,,,,,,,,
2019-04-27 18:40:00,,,,,,,,,,,
2019-04-27 18:50:00,,,,,,,,,,,
2019-04-27 19:00:00,28882.0,56.8735,164.07299999999998,1021.1764705882354,4.399999999999999,13.0,80.0,9.2,73.41521953974305,400.7906006368728,271.07157983905125
2019-04-27 19:10:00,,,,,,,,,,,
2019-04-27 19:20:00,,,,,,,,,,,
2019-04-27 19:30:00,,,,,,,,,,,
2019-04-27 19:40:00,,,,,,,,,,,
2019-04-27 19:50:00,,,,,,,,,,,
2019-04-27 20:00:00,28882.0,56.8735,164.07299999999998,1021.1764705882354,4.5,13.0,82.0,8.2,74.8270506847381,527.0670912484902,271.07157983905125
2019-04-27 20:10:00,,,,,,,,,,,
2019-04-27 20:20:00,,,,,,,,,,,
2019-04-27 20:30:00,,,,,,,,,,,
2019-04-27 20:40:00,,,,,,,,,,,
2019-04-27 20:50:00,,,,,,,,,,,
2019-04-27 21:00:00,28882.0,56.875,164.083,1021.1764705882354,4.600000000000001,14.0,82.0,7.6,70.59155724975292,653.3435818601076,271.07157983905125
2019-04-27 21:10:00,,,,,,,,,,,
2019-04-27 21:20:00,,,,,,,,,,,
2019-04-27 21:30:00,,,,,,,,,,,
2019-04-27 21:40:00,,,,,,,,,,,
2019-04-27 21:50:00,,,,,,,,,,,
2019-04-27 22:00:00,,,,,,,,,,,
2019-04-27 22:10:00,,,,,,,,,,,
2019-04-27 22:20:00,,,,,,,,,,,
2019-04-27 22:30:00,,,,,,,,,,,
2019-04-27 22:40:00,,,,,,,,,,,
2019-04-27 22:50:00,,,,,,,,,,,
2019-04-27 23:00:00,28882.0,56.87300000000001,164.055,1021.1764705882354,4.799999999999997,13.0,,6.6,73.41521953974305,911.3868452838476,271.07157983905125
2019-04-27 23:10:00,,,,,,,,,,,
2019-04-27 23:20:00,,,,,,,,,,,
2019-04-27 23:30:00,,,,,,,,,,,
2019-04-27 23:40:00,,,,,,,,,,,
2019-04-27 23:50:00,,,,,,,,,,,
2019-04-28 00:00:00,28882.0,56.87300000000001,164.055,1021.1764705882354,4.899999999999999,13.0,84.0,7.6,69.17972610475786,774.1297902712199,271.07157983905125
2019-04-28 00:10:00,,,,,,,,,,,
2019-04-28 00:20:00,,,,,,,,,,,
2019-04-28 00:30:00,,,,,,,,,,,
2019-04-28 00:40:00,,,,,,,,,,,
2019-04-28 00:50:00,,,,,,,,,,,
2019-04-28 01:00:00,28882.0,56.87300000000001,164.055,1020.0,5.100000000000001,14.0,85.0,7.0,67.76789495976281,708.2464038651586,271.07157983905125
2019-04-28 01:10:00,,,,,,,,,,,
2019-04-28 01:20:00,,,,,,,,,,,
2019-04-28 01:30:00,,,,,,,,,,,
2019-04-28 01:40:00,,,,,,,,,,,
2019-04-28 01:50:00,,,,,,,,,,,
2019-04-28 02:00:00,,,,,,,,,,,
2019-04-28 02:10:00,,,,,,,,,,,
2019-04-28 02:20:00,,,,,,,,,,,
2019-04-28 02:30:00,,,,,,,,,,,
2019-04-28 02:40:00,,,,,,,,,,,
2019-04-28 02:50:00,,,,,,,,,,,
2019-04-28 03:00:00,,,,,,,,,,,
2019-04-28 03:10:00,,,,,,,,,,,
2019-04-28 03:20:00,,,,,,,,,,,
2019-04-28 03:30:00,,,,,,,,,,,
2019-04-28 03:40:00,,,,,,,,,,,
2019-04-28 03:50:00,,,,,,,,,,,
2019-04-28 04:00:00,,,,,,,,,,,
2019-04-28 04:10:00,,,,,,,,,,,
2019-04-28 04:20:00,,,,,,,,,,,
2019-04-28 04:30:00,,,,,,,,,,,
2019-04-28 04:40:00,,,,,,,,,,,
2019-04-28 04:50:00,,,,,,,,,,,
2019-04-28 05:00:00,,,,,,,,,,,
2019-04-28 05:10:00,,,,,,,,,,,
2019-04-28 05:20:00,,,,,,,,,,,
2019-04-28 05:30:00,,,,,,,,,,,
2019-04-28 05:40:00,,,,,,,,,,,
2019-04-28 05:50:00,,,,,,,,,,,
2019-04-28 06:00:00,,,,,,,,,,,
2019-04-28 06:10:00,,,,,,,,,,,
2019-04-28 06:20:00,,,,,,,,,,,
2019-04-28 06:30:00,,,,,,,,,,,
2019-04-28 06:40:00,,,,,,,,,,,
2019-04-28 06:50:00,,,,,,,,,,,
2019-04-28 07:00:00,,,,,,,,,,,
2019-04-28 07:10:00,,,,,,,,,,,
2019-04-28 07:20:00,,,,,,,,,,,
2019-04-28 07:30:00,,,,,,,,,,,
2019-04-28 07:40:00,,,,,,,,,,,
2019-04-28 07:50:00,,,,,,,,,,,
2019-04-28 08:00:00,,,,,,,,,,,
2019-04-28 08:10:00,,,,,,,,,,,
2019-04-28 08:20:00,,,,,,,,,,,
2019-04-28 08:30:00,,,,,,,,,,,
2019-04-28 08:40:00,,,,,,,,,,,
2019-04-28 08:50:00,,,,,,,,,,,
2019-04-28 09:00:00,,,,,,,,,,,
2019-04-28 09:10:00,,,,,,,,,,,
2019-04-28 09:20:00,,,,,,,,,,,
2019-04-28 09:30:00,,,,,,,,,,,
2019-04-28 09:40:00,,,,,,,,,,,
2019-04-28 09:50:00,,,,,,,,,,,
2019-04-28 10:00:00,,,,,,,,,,,
2019-04-28 10:10:00,,,,,,,,,,,
2019-04-28 10:20:00,,,,,,,,,,,
2019-04-28 10:30:00,,,,,,,,,,,
2019-04-28 10:40:00,,,,,,,,,,,
2019-04-28 10:50:00,,,,,,,,,,,
2019-04-28 11:00:00,,,,,,,,,,,
2019-04-28 11:10:00,,,,,,,,,,,
2019-04-28 11:20:00,,,,,,,,,,,
2019-04-28 11:30:00,,,,,,,,,,,
2019-04-28 11:40:00,,,,,,,,,,,
2019-04-28 11:50:00,,,,,,,,,,,
2019-04-28 12:00:00,,,,,,,,,,,
2019-04-28 12:10:00,,,,,,,,,,,
2019-04-28 12:20:00,,,,,,,,,,,
2019-04-28 12:30:00,,,,,,,,,,,
2019-04-28 12:40:00,,,,,,,,,,,
2019-04-28 12:50:00,,,,,,,,,,,
2019-04-28 13:00:00,,,,,,,,,,,
2019-04-28 13:10:00,,,,,,,,,,,
2019-04-28 13:20:00,,,,,,,,,,,
2019-04-28 13:30:00,,,,,,,,,,,
2019-04-28 13:40:00,,,,,,,,,,,
2019-04-28 13:50:00,,,,,,,,,,,
2019-04-28 14:00:00,,,,,,,,,,,
2019-04-28 14:10:00,,,,,,,,,,,
2019-04-28 14:20:00,,,,,,,,,,,
2019-04-28 14:30:00,,,,,,,,,,,
2019-04-28 14:40:00,,,,,,,,,,,
2019-04-28 14:50:00,,,,,,,,,,,
2019-04-28 15:00:00,,,,,,,,,,,
2019-04-28 15:10:00,,,,,,,,,,,
2019-04-28 15:20:00,,,,,,,,,,,
2019-04-28 15:30:00,,,,,,,,,,,
2019-04-28 15:40:00,,,,,,,,,,,
2019-04-28 15:50:00,,,,,,,,,,,
2019-04-28 16:00:00,,,,,,,,,,,
2019-04-28 16:10:00,,,,,,,,,,,
2019-04-28 16:20:00,,,,,,,,,,,
2019-04-28 16:30:00,,,,,,,,,,,
2019-04-28 16:40:00,,,,,,,,,,,
2019-04-28 16:50:00,,,,,,,,,,,
2019-04-28 17:00:00,,,,,,,,,,,
2019-04-28 17:10:00,,,,,,,,,,,
2019-04-28 17:20:00,,,,,,,,,,,
2019-04-28 17:30:00,,,,,,,,,,,
2019-04-28 17:40:00,,,,,,,,,,,
2019-04-28 17:50:00,,,,,,,,,,,
2019-04-28 18:00:00,,,,,,,,,,,
2019-04-28 18:10:00,,,,,,,,,,,
2019-04-28 18:20:00,,,,,,,,,,,
2019-04-28 18:30:00,,,,,,,,,,,
2019-04-28 18:40:00,,,,,,,,,,,
2019-04-28 18:50:00,,,,,,,,,,,
2019-04-28 19:00:00,,,,,,,,,,,
2019-04-28 19:10:00,,,,,,,,,,,
2019-04-28 19:20:00,,,,,,,,,,,
2019-04-28 19:30:00,,,,,,,,,,,
2019-04-28 19:40:00,,,,,,,,,,,
2019-04-28 19:50:00,,,,,,,,,,,
2019-04-28 20:00:00,,,,,,,,,,,
2019-04-28 20:10:00,,,,,,,,,,,
2019-04-28 20:20:00,,,,,,,,,,,
2019-04-28 20:30:00,,,,,,,,,,,
2019-04-28 20:40:00,,,,,,,,,,,
2019-04-28 20:50:00,,,,,,,,,,,
2019-04-28 21:00:00,,,,,,,,,,,
2019-04-28 21:10:00,,,,,,,,,,,
2019-04-28 21:20:00,,,,,,,,,,,
2019-04-28 21:30:00,,,,,,,,,,,
2019-04-28 21:40:00,,,,,,,,,,,
2019-04-28 21:50:00,,,,,,,,,,,
2019-04-28 22:00:00,,,,,,,,,,,
2019-04-28 22:10:00,,,,,,,,,,,
2019-04-28 22:20:00,,,,,,,,,,,
2019-04-28 22:30:00,,,,,,,,,,,
2019-04-28 22:40:00,,,,,,,,,,,
2019-04-28 22:50:00,,,,,,,,,,,
2019-04-28 23:00:00,,,,,,,,,,,
2019-04-28 23:10:00,,,,,,,,,,,
2019-04-28 23:20:00,,,,,,,,,,,
2019-04-28 23:30:00,,,,,,,,,,,
2019-04-28 23:40:00,,,,,,,,,,,
2019-04-28 23:50:00,,,,,,,,,,,
2019-04-29 00:00:00,,,,,,,,,,,
2019-04-29 00:10:00,,,,,,,,,,,
2019-04-29 00:20:00,,,,,,,,,,,
2019-04-29 00:30:00,,,,,,,,,,,
2019-04-29 00:40:00,,,,,,,,,,,
2019-04-29 00:50:00,,,,,,,,,,,
2019-04-29 01:00:00,,,,,,,,,,,
2019-04-29 01:10:00,,,,,,,,,,,
2019-04-29 01:20:00,,,,,,,,,,,
2019-04-29 01:30:00,,,,,,,,,,,
2019-04-29 01:40:00,,,,,,,,,,,
2019-04-29 01:50:00,,,,,,,,,,,
2019-04-29 02:00:00,,,,,,,,,,,
2019-04-29 02:10:00,,,,,,,,,,,
2019-04-29 02:20:00,,,,,,,,,,,
2019-04-29 02:30:00,,,,,,,,,,,
2019-04-29 02:40:00,,,,,,,,,,,
2019-04-29 02:50:00,,,,,,,,,,,
2019-04-29 03:00:00,,,,,,,,,,,
2019-04-29 03:10:00,,,,,,,,,,,
