,time,pressure,topside_temp,topside_temp_ADC,underside_temp,underside_temp_ADC,temp_ref,par,fluor,tilt,datetime,id,dep_lat,dep_lon
58,219600,0.0616455078125,-1.675213784205539,30223,-1.6863770030831802,30196,8526,-0.07753424657534247,0,4,2019-05-03 04:00:00,300434063823800,59.89135,171.2518166667
59,223200,0.0604248046875,-1.6784353780050765,30228,-1.6902495458400608,30202,8526,0.09691780821917807,0,3,2019-05-03 05:00:00,300434063823800,59.89135,171.2518166667
60,226800,0.06103515625,-1.6797238484845138,30230,-1.6928307627537151,30206,8526,0.9304109589041096,0,3,2019-05-03 06:00:00,300434063823800,59.89135,171.2518166667
61,230400,0.06103515625,-1.6745693938434556,30222,-1.692185494387104,30205,8526,4.244999999999999,0,2,2019-05-03 07:00:00,300434063823800,59.89135,171.2518166667
62,234000,0.06011962890625,-1.6681241770228894,30212,-1.6908948859319253,30203,8526,7.889109589041095,0,3,2019-05-03 08:00:00,300434063823800,59.89135,171.2518166667
63,237600,0.06011962890625,-1.6371538543182282,30164,-1.6870224866707986,30197,8526,23.105205479452053,0,2,2019-05-03 09:00:00,300434063823800,59.89135,171.2518166667
64,241200,0.06011962890625,-1.6403825030677694,30169,-1.685731495573691,30195,8526,21.864657534246575,0,3,2019-05-03 10:00:00,300434063823800,59.89135,171.2518166667
65,244800,0.059814453125,-1.6319867698397843,30156,-1.681857948062941,30189,8526,32.02164383561644,0,3,2019-05-03 11:00:00,300434063823800,59.89135,171.2518166667
66,248400,0.06011962890625,-1.610656312597996,30123,-1.6773377202931101,30182,8526,37.739794520547946,0,3,2019-05-03 12:00:00,300434063823800,59.89135,171.2518166667
67,252000,0.06011962890625,-1.6158297340688819,30131,-1.6708782165419507,30172,8526,40.4341095890411,0,3,2019-05-03 13:00:00,300434063823800,59.89135,171.2518166667
68,255600,0.0592041015625,-1.594479450643405,30098,-1.667001364206385,30166,8526,53.84753424657534,0,4,2019-05-03 14:00:00,300434063823800,59.89135,171.2518166667
69,259200,0.0592041015625,-1.5957741531108809,30100,-1.6715242747197863,30173,8526,44.19452054794521,0,4,2019-05-03 15:00:00,300434063823800,59.89135,171.2518166667
70,262800,0.05889892578125,-1.5873568649148524,30087,-1.670232134401715,30171,8526,43.5936301369863,0,4,2019-05-03 16:00:00,300434063823800,59.89135,171.2518166667
71,266400,0.0592041015625,-1.597716026234309,30103,-1.6624772790408429,30159,8526,40.08520547945206,0,5,2019-05-03 17:00:00,300434063823800,59.89135,171.2518166667
72,270000,0.05859375,-1.6125965258917745,30126,-1.666355138256563,30165,8526,46.4236301369863,0,5,2019-05-03 18:00:00,300434063823800,59.89135,171.2518166667
73,273600,0.05889892578125,-1.6145365228847481,30129,-1.667001364206385,30166,8526,36.40232876712329,0,5,2019-05-03 19:00:00,300434063823800,59.89135,171.2518166667
74,277200,0.05828857421875,-1.6294026520724856,30152,-1.670232134401715,30171,8526,22.446164383561644,0,5,2019-05-03 20:00:00,300434063823800,59.89135,171.2518166667
75,280800,0.0579833984375,-1.6326327393209112,30157,-1.672170308936984,30174,8526,18.433767123287673,0,5,2019-05-03 21:00:00,300434063823800,59.89135,171.2518166667
76,284400,0.05828857421875,-1.645547095203142,30177,-1.6734623054961162,30176,8526,11.164931506849314,0,5,2019-05-03 22:00:00,300434063823800,59.89135,171.2518166667
77,288000,0.0579833984375,-1.6532911100238152,30189,-1.6773377202931101,30182,8526,5.504931506849315,0,5,2019-05-03 23:00:00,300434063823800,59.89135,171.2518166667
78,291600,0.057373046875,-1.6655454215213013,30208,-1.6812122730532337,30188,8526,1.705753424657534,0,5,2019-05-04 00:00:00,300434063823800,59.89135,171.2518166667
79,295200,0.05767822265625,-1.670702550314445,30216,-1.6831492262832057,30191,8526,0.07753424657534247,0,6,2019-05-04 01:00:00,300434063823800,59.89135,171.2518166667
80,298800,0.05767822265625,-1.6713470839296178,30217,-1.6837948294970033,30192,8526,-0.07753424657534247,0,6,2019-05-04 02:00:00,300434063823800,59.89135,171.2518166667
81,302400,0.057373046875,-1.6739249796100353,30221,-1.6863770030831802,30196,8526,-0.1163013698630137,0,6,2019-05-04 03:00:00,300434063823800,59.89135,171.2518166667
82,306000,0.0579833984375,-1.675213784205539,30223,-1.6870224866707986,30197,8526,-0.1163013698630137,0,5,2019-05-04 04:00:00,300434063823800,59.89135,171.2518166667
83,309600,0.057373046875,-1.6732805415035727,30220,-1.6870224866707986,30197,8526,-0.038767123287671235,0,5,2019-05-04 05:00:00,300434063823800,59.89135,171.2518166667
84,313200,0.05767822265625,-1.6642559004081363,30206,-1.685731495573691,30195,8526,0.27136986301369864,0,6,2019-05-04 06:00:00,300434063823800,59.89135,171.2518166667
85,316800,0.05889892578125,-1.6661901462347828,30209,-1.685085964140569,30194,8526,1.3180821917808219,0,5,2019-05-04 07:00:00,300434063823800,59.89135,171.2518166667
86,320400,0.05950927734375,-1.6649006729129496,30207,-1.6844404087822795,30193,8526,5.291712328767123,0,5,2019-05-04 08:00:00,300434063823800,59.89135,171.2518166667
87,324000,0.05950927734375,-1.6558716824940234,30193,-1.6825035991390678,30190,8526,11.164931506849314,0,5,2019-05-04 09:00:00,300434063823800,59.89135,171.2518166667
88,327600,0.06011962890625,-1.6371538543182282,30164,-1.677983538940282,30183,8526,21.864657534246575,0,5,2019-05-04 10:00:00,300434063823800,59.89135,171.2518166667
89,331200,0.06103515625,-1.6184158681514873,30135,-1.6631236488611307,30160,8526,34.87102739726027,0,6,2019-05-04 11:00:00,300434063823800,59.89135,171.2518166667
90,334800,0.06195068359375,-1.5892996773968662,30090,-1.6469572041656306,30135,8526,44.931095890410965,0,5,2019-05-04 12:00:00,300434063823800,59.89135,171.2518166667
91,338400,0.06195068359375,-1.4442897420969416,29867,-1.6139310680683252,30084,8526,75.47958904109589,0,6,2019-05-04 13:00:00,300434063823800,59.89135,171.2518166667
92,342000,0.0616455078125,-1.459954307464841,29891,-1.5912297982840187,30049,8526,73.65753424657534,0,6,2019-05-04 14:00:00,300434063823800,59.89135,171.2518166667
93,345600,0.06103515625,-0.9240116577250319,29082,-1.5444368534327282,29977,8526,85.81102739726028,0,5,2019-05-04 15:00:00,300434063823800,59.89135,171.2518166667
94,349200,0.06256103515625,1.3582068585427578,25901,-1.4975179625160422,29905,8526,67.20280821917808,0,5,2019-05-04 16:00:00,300434063823800,59.89135,171.2518166667
95,352800,0.06195068359375,2.6215835380429553,24309,-1.4733576643182005,29868,8526,79.82150684931507,0,6,2019-05-04 17:00:00,300434063823800,59.89135,171.2518166667
96,356400,0.06195068359375,2.569024647908293,24373,-1.4825033359331883,29882,8526,58.8291095890411,0,6,2019-05-04 18:00:00,300434063823800,59.89135,171.2518166667
97,360000,0.06195068359375,2.670173917602085,24250,-1.461591891599653,29850,8526,62.68643835616438,0,4,2019-05-04 19:00:00,300434063823800,59.89135,171.2518166667
98,363600,0.06103515625,2.462739270123109,24503,-1.4779310996855202,29875,8526,51.90917808219178,0,8,2019-05-04 20:00:00,300434063823800,59.89135,171.2518166667
99,367200,0.06103515625,2.3822221246587674,24602,-1.4988229714236354,29907,8526,39.775068493150684,0,7,2019-05-04 21:00:00,300434063823800,59.89135,171.2518166667
100,370800,0.0604248046875,1.3727665185587057,25882,-1.516431038405642,29934,8526,23.861164383561643,0,6,2019-05-04 22:00:00,300434063823800,59.89135,171.2518166667
101,374400,0.06011962890625,0.6252509834646958,26878,-1.5040420305460884,29915,8526,11.048630136986302,0,6,2019-05-04 23:00:00,300434063823800,59.89135,171.2518166667
102,378000,0.0592041015625,-0.05229748209853824,27818,-1.5275084827964633,29951,8526,3.62472602739726,0,5,2019-05-05 00:00:00,300434063823800,59.89135,171.2518166667
103,381600,0.05950927734375,-0.6035532694241965,28610,-1.550292846023865,29986,8526,0.6396575342465753,0,5,2019-05-05 01:00:00,300434063823800,59.89135,171.2518166667
104,385200,0.05889892578125,-0.8126534816355502,28917,-1.5574474996755612,29997,8526,0.038767123287671235,0,4,2019-05-05 02:00:00,300434063823800,59.89135,171.2518166667
105,388800,0.0592041015625,-0.9461983840097332,29115,-1.5704484416614264,30017,8526,-0.038767123287671235,0,4,2019-05-05 03:00:00,300434063823800,59.89135,171.2518166667
106,392400,0.0592041015625,-1.0119206091946467,29213,-1.578244354529204,30029,8526,0.038767123287671235,0,4,2019-05-05 04:00:00,300434063823800,59.89135,171.2518166667
107,396000,0.0592041015625,-1.0360014831205149,29249,-1.5834396931364836,30037,8526,0.4264383561643835,0,3,2019-05-05 05:00:00,300434063823800,59.89135,171.2518166667
108,399600,0.05889892578125,-1.0125899709985902,29214,-1.5736971624792204,30022,8526,2.2872602739726027,0,3,2019-05-05 06:00:00,300434063823800,59.89135,171.2518166667
109,403200,0.0592041015625,-0.8072362215418138,28909,-1.578244354529204,30029,8526,8.780753424657533,0,3,2019-05-05 07:00:00,300434063823800,59.89135,171.2518166667
110,406800,0.05950927734375,-0.38776312655454603,28297,-1.5580977771365383,29998,8526,19.790616438356164,0,3,2019-05-05 08:00:00,300434063823800,59.89135,171.2518166667
111,410400,0.06011962890625,0.4461268966199441,27123,-1.5697986248259213,30016,8526,36.11157534246575,0,2,2019-05-05 09:00:00,300434063823800,59.89135,171.2518166667
112,414000,0.059814453125,1.7055162093778335,25452,-1.530113917707581,29955,8526,57.29780821917808,0,1,2019-05-05 10:00:00,300434063823800,59.89135,171.2518166667
113,417600,0.0604248046875,3.344135527569165,23448,-1.47205074816884,29866,8526,103.48883561643835,0,3,2019-05-05 11:00:00,300434063823800,59.89135,171.2518166667
114,421200,0.05950927734375,3.8276104785850293,22891,-1.4498181758772262,29832,8526,131.16856164383563,0,2,2019-05-05 12:00:00,300434063823800,59.89135,171.2518166667
115,424800,0.05950927734375,4.176744850268619,22498,-1.460284093397263,29848,8526,113.78150684931506,0,1,2019-05-05 13:00:00,300434063823800,59.89135,171.2518166667
116,428400,0.05950927734375,3.902550034602257,22806,-1.4707437340694582,29864,8526,94.30102739726027,0,1,2019-05-05 14:00:00,300434063823800,59.89135,171.2518166667
117,432000,0.06011962890625,4.393339409141561,22258,-1.3967378866051945,29751,8526,158.03417808219177,0,0,2019-05-05 15:00:00,300434063823800,59.89135,171.2518166667
118,435600,0.0592041015625,4.23424896549318,22434,-1.3566569629844594,29690,8526,116.47582191780822,0,0,2019-05-05 16:00:00,300434063823800,59.89135,171.2518166667
119,439200,0.05828857421875,3.5855450087661325,23168,-1.372437494388862,29714,8526,111.76561643835616,0,1,2019-05-05 17:00:00,300434063823800,59.89135,171.2518166667
