,time,pressure,topside_temp,topside_temp_ADC,par,fluor,tilt,datetime,id,dep_lat,dep_lon
2,1556639074.0,4.12445068359375,-1.7363222625295407,30318,-0.13568493150684932,0,10,2019-04-30 15:44:34.000,300434063823800,59.89135,171.2518166667
3,1556639074.0,4.1217041015625,-1.7363222625295407,30318,-0.13568493150684932,0,11,2019-04-30 15:44:34.000,300434063823800,59.89135,171.2518166667
4,1556639074.25,4.0948486328125,-1.736964369042596,30319,-0.1163013698630137,0,19,2019-04-30 15:44:34.250,300434063823800,59.89135,171.2518166667
5,1556639074.5,4.0673828125,-1.736964369042596,30319,-0.1163013698630137,0,19,2019-04-30 15:44:34.500,300434063823800,59.89135,171.2518166667
6,1556639074.75,4.03839111328125,-1.736964369042596,30319,-0.1163013698630137,0,15,2019-04-30 15:44:34.750,300434063823800,59.89135,171.2518166667
7,1556639075.0,4.0081787109375,-1.736964369042596,30319,-0.1163013698630137,0,10,2019-04-30 15:44:35.000,300434063823800,59.89135,171.2518166667
8,1556639075.25,3.978271484375,-1.7376064518464887,30320,-0.1163013698630137,0,10,2019-04-30 15:44:35.250,300434063823800,59.89135,171.2518166667
9,1556639075.5,3.9495849609375,-1.7376064518464887,30320,-0.1163013698630137,0,14,2019-04-30 15:44:35.500,300434063823800,59.89135,171.2518166667
10,1556639075.75,3.922119140625,-1.7376064518464887,30320,-0.1163013698630137,0,17,2019-04-30 15:44:35.750,300434063823800,59.89135,171.2518166667
11,1556639076.0,3.89312744140625,-1.7376064518464887,30320,-0.1163013698630137,0,14,2019-04-30 15:44:36.000,300434063823800,59.89135,171.2518166667
12,1556639076.25,3.86444091796875,-1.7376064518464887,30320,-0.1163013698630137,0,9,2019-04-30 15:44:36.250,300434063823800,59.89135,171.2518166667
13,1556639076.5,3.83514404296875,-1.7376064518464887,30320,-0.1163013698630137,0,1,2019-04-30 15:44:36.500,300434063823800,59.89135,171.2518166667
14,1556639076.75,3.80767822265625,-1.7376064518464887,30320,-0.1163013698630137,0,12,2019-04-30 15:44:36.750,300434063823800,59.89135,171.2518166667
15,1556639077.0,3.78204345703125,-1.7376064518464887,30320,-0.1163013698630137,0,23,2019-04-30 15:44:37.000,300434063823800,59.89135,171.2518166667
