ep_dec,profilenumber,ep,CD,CT,CC,OT,02,CH,TB,ep_dec,S,O2_corr,O2_corr_umkg,O2PercentSat,dep_lat,dep_lon
2019-08-18 22:17:16,1,5D59CE6C,0.0473,0.00857,0.003264,0.008605,3.6349,0.2318,0.0,1566166636,0.0003668201024712072,3.6348907950140608,3.6354589491464333,0.7956884709265035,71.2167,-164.25
2019-08-18 22:17:24,1,5D59CE74,0.046900000000000004,0.008598,0.0032689999999999998,0.008603999999999999,3.6341,0.24400000000000002,0.0494,1566166644,0.0003707991111727201,3.634090697214987,3.6346587148611778,0.7955139825739702,71.2167,-164.25
2019-08-18 22:17:32,1,5D59CE7C,0.0467,0.008599,0.00327,0.008603999999999999,3.6338,0.2684,0.2964,1566166652,0.00037159178838129525,3.633790678097626,3.634358649927005,0.7954483352054693,71.2167,-164.25
2019-08-18 22:17:40,1,5D59CE84,0.045899999999999996,0.008598,0.00327,0.008603999999999999,3.6338999999999997,0.2318,0.0988,1566166660,0.0003715911406660284,3.6338906778572637,3.6344586803593897,0.7954702061426169,71.2167,-164.25
2019-08-18 22:17:48,1,5D59CE8C,0.045700000000000005,0.008598,0.00327,0.008603999999999999,3.6335,0.24400000000000002,0.0741,1566166668,0.000371591151384203,3.633490678883126,3.6340586225607074,0.7953826459064104,71.2167,-164.25
2019-08-18 22:17:56,1,5D59CE94,0.046,0.008598,0.00327,0.008605,3.6342000000000003,0.2318,-0.0247,1566166676,0.000371591135306942,3.6341906770878003,3.6347587246325004,0.795535876521963,71.2167,-164.25
2019-08-18 22:18:04,1,5D59CE9C,0.0455,0.008599,0.00327,0.008605,3.6329000000000002,0.24400000000000002,0.0741,1566166684,0.0003715918526903377,3.632890680404812,3.6334585337468677,0.7952513277024573,71.2167,-164.25
2019-08-18 22:18:12,1,5D59CEA4,0.0463,0.008599,0.00327,0.008605,3.6336,0.2684,0.0247,1566166692,0.00037159180981764274,3.6335906786101546,3.634158626575429,0.7954045562999633,71.2167,-164.25
2019-08-18 22:18:20,1,5D59CEAC,0.0453,0.008599,0.00327,0.008605999999999999,3.6341,0.25620000000000004,0.0247,1566166700,0.00037159186340851233,3.634090677326144,3.634658721937165,0.7955140116555045,71.2167,-164.25
2019-08-18 22:18:28,1,5D59CEB4,0.04650000000000001,0.008599,0.00327,0.008605,3.633,0.25620000000000004,0.0741,1566166708,0.00037159179909946813,3.6329906801496223,3.633558530634625,0.7952732139196133,71.2167,-164.25
2019-08-18 22:18:36,1,5D59CEBC,0.045899999999999996,0.0086,0.00327,0.008605,3.6332999999999998,0.21960000000000002,0.0247,1566166716,0.0003715925218419243,3.633290679361972,3.633858587583204,0.7953389096899832,71.2167,-164.25
2019-08-18 22:18:44,1,5D59CEC4,0.044800000000000006,0.0086,0.00327,0.008605,3.6331,0.24400000000000002,0.0247,1566166724,0.0003715925807918786,3.633090679873561,3.633658577170763,0.7952951336142939,71.2167,-164.25
