time (UTC),max_temperature,min_temperature,mean_temperature,station_id
2020-05-01 00:00:00-07:00,17.9,15.6,16.9,channel_843357_thingspeak
2020-05-02 00:00:00-07:00,17.2,15.5,16.4,channel_843357_thingspeak
2020-05-03 00:00:00-07:00,15.5,14.0,14.8,channel_843357_thingspeak
2020-05-04 00:00:00-07:00,15.6,13.0,14.2,channel_843357_thingspeak
2020-05-05 00:00:00-07:00,18.8,15.4,16.9,channel_843357_thingspeak
2020-05-06 00:00:00-07:00,18.7,16.9,17.8,channel_843357_thingspeak
2020-05-07 00:00:00-07:00,18.9,15.4,17.2,channel_843357_thingspeak
2020-05-08 00:00:00-07:00,20.2,16.1,18.2,channel_843357_thingspeak
2020-05-09 00:00:00-07:00,22.3,18.6,20.4,channel_843357_thingspeak
2020-05-10 00:00:00-07:00,24.1,20.3,22.1,channel_843357_thingspeak
2020-05-11 00:00:00-07:00,23.5,21.7,22.6,channel_843357_thingspeak
2020-05-12 00:00:00-07:00,21.7,19.6,20.4,channel_843357_thingspeak
2020-05-13 00:00:00-07:00,20.4,18.4,19.1,channel_843357_thingspeak
2020-05-14 00:00:00-07:00,19.8,17.6,18.7,channel_843357_thingspeak
2020-05-15 00:00:00-07:00,20.0,17.6,18.7,channel_843357_thingspeak
2020-05-16 00:00:00-07:00,19.6,17.8,18.4,channel_843357_thingspeak
2020-05-17 00:00:00-07:00,20.4,17.7,18.9,channel_843357_thingspeak
2020-05-18 00:00:00-07:00,19.6,17.4,18.5,channel_843357_thingspeak
2020-05-19 00:00:00-07:00,19.5,17.8,18.6,channel_843357_thingspeak
2020-05-20 00:00:00-07:00,18.7,16.8,17.8,channel_843357_thingspeak
2020-05-21 00:00:00-07:00,17.0,15.7,16.2,channel_843357_thingspeak
2020-05-22 00:00:00-07:00,16.4,15.2,15.8,channel_843357_thingspeak
2020-05-23 00:00:00-07:00,17.3,15.2,16.1,channel_843357_thingspeak
2020-05-24 00:00:00-07:00,18.9,15.7,17.0,channel_843357_thingspeak
2020-05-25 00:00:00-07:00,18.2,16.8,17.3,channel_843357_thingspeak
2020-05-26 00:00:00-07:00,17.8,16.1,16.9,channel_843357_thingspeak
2020-05-27 00:00:00-07:00,19.0,16.0,17.4,channel_843357_thingspeak
2020-05-28 00:00:00-07:00,20.1,17.5,18.8,channel_843357_thingspeak
2020-05-29 00:00:00-07:00,20.7,18.7,19.6,channel_843357_thingspeak
2020-05-30 00:00:00-07:00,20.5,17.6,18.7,channel_843357_thingspeak
2020-05-31 00:00:00-07:00,17.7,16.8,17.4,channel_843357_thingspeak
