time (UTC),max_temperature,min_temperature,mean_temperature,station_id
2020-09-01 00:00:00-07:00,24.44,21.9,23.1,channel_1027974_thingspeak
2020-09-02 00:00:00-07:00,22.83,21.5,22.0,channel_1027974_thingspeak
