time (UTC),max_temperature,min_temperature,mean_temperature,station_id
2020-09-01 00:00:00-07:00,27.66,22.9,25.1,channel_rpi
2020-09-02 00:00:00-07:00,23.87,23.7,23.8,channel_rpi
