time (UTC),max_temperature,min_temperature,mean_temperature,station_id
2020-08-01 00:00:00-07:00,22.9,11.4,16.2,channel_1047747_thingspeak
2020-08-02 00:00:00-07:00,25.6,11.0,17.6,channel_1047747_thingspeak
