time (UTC),max_temperature,min_temperature,mean_temperature,station_id
2020-01-12 00:00:00-08:00,23.6,19.7,21.3,channel_843357_thingspeak
2020-01-13 00:00:00-08:00,267.0,16.5,171.1,channel_843357_thingspeak
2020-01-14 00:00:00-08:00,267.0,-20.9,252.0,channel_843357_thingspeak
2020-01-15 00:00:00-08:00,267.0,-29.4,256.4,channel_843357_thingspeak
2020-01-16 00:00:00-08:00,,,,channel_843357_thingspeak
2020-01-17 00:00:00-08:00,,,,channel_843357_thingspeak
2020-01-18 00:00:00-08:00,,,,channel_843357_thingspeak
2020-01-19 00:00:00-08:00,,,,channel_843357_thingspeak
2020-01-20 00:00:00-08:00,,,,channel_843357_thingspeak
2020-01-21 00:00:00-08:00,,,,channel_843357_thingspeak
2020-01-22 00:00:00-08:00,,,,channel_843357_thingspeak
2020-01-23 00:00:00-08:00,,,,channel_843357_thingspeak
2020-01-24 00:00:00-08:00,,,,channel_843357_thingspeak
2020-01-25 00:00:00-08:00,,,,channel_843357_thingspeak
2020-01-26 00:00:00-08:00,,,,channel_843357_thingspeak
2020-01-27 00:00:00-08:00,,,,channel_843357_thingspeak
2020-01-28 00:00:00-08:00,,,,channel_843357_thingspeak
2020-01-29 00:00:00-08:00,,,,channel_843357_thingspeak
2020-01-30 00:00:00-08:00,,,,channel_843357_thingspeak
2020-01-31 00:00:00-08:00,,,,channel_843357_thingspeak
